seed,fold,model,rmse,mae,r2,converged,warnings
20250920,0,random_forest,0.03156925714374158,0.0230233095696353,0.06330914633797613,True,
20250920,1,mixed_linear,0.03308100212327913,0.027687647620907693,-0.011914869390911687,True,
20250920,1,mixed_hinge18,0.03318400143963553,0.027757917673075703,-0.018225971852741774,True,
20250920,1,ridge,0.031472957969696055,0.02613135543407861,0.08407104845620184,True,
20250920,1,random_forest,0.030306487515432183,0.024651905037753403,0.1507063568637338,True,
20250920,2,mixed_linear,0.034238030827698274,0.028008134270140737,0.048754084244767015,True,
20250920,2,mixed_hinge18,0.03416702204933171,0.02790670922783329,0.05269571077034263,True,
20250920,2,ridge,0.033612356721005515,0.027623796676555533,0.08320301627658222,True,
20250920,2,random_forest,0.03214921783632464,0.025403854855693287,0.16128179350919714,True,
20250920,3,mixed_linear,0.030463759807549395,0.02530457513485154,-0.13214999035703712,True,
20250920,3,mixed_hinge18,0.030707725052115088,0.02536965301609822,-0.15035596550827157,True,
20250920,3,ridge,0.030029351847098193,0.02567568643418177,-0.1000916775938463,True,
20250920,3,random_forest,0.0273546568424386,0.02311398797672221,0.08714982272893423,True,
20250920,4,mixed_linear,0.03571836290029224,0.028373741590612008,0.03286976509116635,True,
20250920,4,mixed_hinge18,0.03578766230308256,0.02839255426669137,0.029113346343208057,True,
20250920,4,ridge,0.03472156306035007,0.027154782540205785,0.08609636447013924,True,
20250920,4,random_forest,0.032877580253128674,0.025939752279617315,0.18058942802429911,True,
20250921,0,mixed_linear,0.035854007504665296,0.030405557421737377,-0.015156872535857291,True,
20250921,0,mixed_hinge18,0.03576803229434989,0.030276138892606802,-0.010294170246216927,True,
20250921,0,ridge,0.03395195807393997,0.028774177312472803,0.08969400921209048,True,
20250921,0,random_forest,0.03196368526051438,0.026739889744983602,0.19318968827025473,True,
20250921,1,mixed_linear,0.03403109341235773,0.027290731091442064,-0.0483951929802513,True,
20250921,1,mixed_hinge18,0.03427321053361908,0.027455308873136675,-0.06336605426503272,True,
20250921,1,ridge,0.03287522212634544,0.026747169522889268,0.02161315093904026,True,
20250921,1,random_forest,0.031059747214999225,0.024160558688724625,0.12668876280824237,True,
20250921,2,mixed_linear,0.03331272756425538,0.02531921867576346,0.014600012666565743,True,
20250921,2,mixed_hinge18,0.03341810660222547,0.025275440844472037,0.008355868100880848,True,
20250921,2,ridge,0.033107969631143055,0.025447739002993946,0.026676380509948694,True,
20250921,2,random_forest,0.032213498603081536,0.02393330176639609,0.07855810251271877,True,
20250921,3,mixed_linear,0.03439706482239418,0.02811071941497079,-0.24837958290285345,True,
20250921,3,mixed_hinge18,0.03458989919684803,0.02841986289362923,-0.2624159711979135,True,
20250921,3,ridge,0.031071656477291747,0.025523708553296005,-0.018668087821298807,True,
20250921,3,random_forest,0.029642418593787877,0.023765761770505,0.07289022684937185,True,
20250921,4,mixed_linear,0.03155365201816759,0.02599569286247324,-0.009833975623958269,True,
20250921,4,mixed_hinge18,0.031693706938102154,0.02584676483675499,-0.01881842528527189,True,
20250921,4,ridge,0.031741413761435175,0.025890184187102806,-0.021887878262141447,True,
20250921,4,random_forest,0.031145199710605486,0.024857450725053517,0.01614079111058253,True,
20250922,0,mixed_linear,0.03268764397975105,0.02687664187287977,0.02615646757804846,True,
20250922,0,mixed_hinge18,0.03285191728349306,0.02690032279435124,0.016343678425996155,True,
20250922,0,ridge,0.031186199302916256,0.02545648396827158,0.11356510071444714,True,
20250922,0,random_forest,0.03134057381287594,0.024689140231666865,0.1047675140409633,True,
20250922,1,mixed_linear,0.034015813162013825,0.027719005886875068,-0.07376899531415049,True,
20250922,1,mixed_hinge18,0.03426223988016841,0.027790601104986084,-0.08938313523420449,True,
20250922,1,ridge,0.03215009410843905,0.026682469154273088,0.04079012329301901,True,
20250922,1,random_forest,0.03068063602102527,0.02498961116114938,0.1264699254162135,True,
20250922,2,mixed_linear,0.03378408133098968,0.02782384177717281,-0.08080989173299091,True,
20250922,2,mixed_hinge18,0.03396209656346325,0.027943717604732066,-0.0922299165287701,True,
20250922,2,ridge,0.03310852804515249,0.026422081865720006,-0.03801786747974267,True,
20250922,2,random_forest,0.03025103086041183,0.023810835779305678,0.1334264279832179,True,
20250922,3,mixed_linear,0.03238785945695357,0.026774971460358864,0.01739555357997713,True,
20250922,3,mixed_hinge18,0.03224994242363371,0.026604766920280083,0.025746173529751726,True,
20250922,3,ridge,0.03087424574804318,0.02553620871879585,0.10709152248663789,True,
20250922,3,random_forest,0.029677262230849228,0.023459279704211897,0.17498489252208793,True,
20250922,4,mixed_linear,0.035930303130497464,0.027346248701429487,-0.07527162985385405,True,
20250922,4,mixed_hinge18,0.03604323638639872,0.027521560418997486,-0.0820416683029841,True,
20250922,4,ridge,0.03404277892618495,0.02623042746673399,0.034735278120533675,True,
20250922,4,random_forest,0.03260718807364963,0.024561078113637808,0.11442953881959339,True,
20250923,0,mixed_linear,0.03392665263015411,0.02780134101062794,-0.015081498324604814,True,
20250923,0,mixed_hinge18,0.03389192927417348,0.027689970082781977,-0.013004724100717624,True,
20250923,0,ridge,0.032312225965662716,0.026633656714376053,0.07922685916318584,True,
20250923,0,random_forest,0.03074189795656202,0.024652290620959763,0.16654867552024022,True,
20250923,1,mixed_linear,0.03657800710417858,0.029353542815996683,-0.0017589936058386435,True,
20250923,1,mixed_hinge18,0.03672443854778593,0.029400002621943904,-0.00979566070137694,True,
20250923,1,ridge,0.03446016583095392,0.027662751806086818,0.11088508347740622,True,
20250923,1,random_forest,0.0332492305161849,0.02620594787267136,0.1722744365858616,True,
20250923,2,mixed_linear,0.03640701892645619,0.029246919591609407,-0.04220759766410698,True,
20250923,2,mixed_hinge18,0.03651600018384019,0.02938338921031359,-0.04845645271384269,True,
20250923,2,ridge,0.03473530884780933,0.027266444024693665,0.05130562580508258,True,
20250923,2,random_forest,0.033379667475521936,0.02493450108524068,0.12391144338026538,True,
20250923,3,mixed_linear,0.03046739634143604,0.02510773768672437,-0.1452930068111371,True,
20250923,3,mixed_hinge18,0.03080350871388494,0.02531651806183409,-0.17070183983990272,True,
20250923,3,ridge,0.028294032933475308,0.02348527867788846,0.012275937738615794,True,
20250923,3,random_forest,0.026319618062330328,0.021468195373847223,0.14531695244494236,True,
20250923,4,mixed_linear,0.031222832051096088,0.025485865474621304,-0.0880673195045849,True,
20250923,4,mixed_hinge18,0.03122979462468109,0.025429888714407545,-0.08855264341413704,True,
20250923,4,ridge,0.03262433262823372,0.026870636705089584,-0.1879398553718734,True,
20250923,4,random_forest,0.029629274387402076,0.023899694785511155,0.02016440538466413,True,
