iteration,mode,success,intercept,beta_bmi_std,sigma,bmi_mean,bmi_sd,n_left,n_interval,n_right,n_uninformative,rho80_cuts,rho80_times,rho80_cost,rho90_cuts,rho90_times,rho90_cost
10,measurement,True,2.079190141549247,0.14358617827785194,0.5111522314294051,31.834674853019457,3.1819733972705593,211,48,8,0,"[31.03269094054825, 33.5666893024067, 36.624364005000004]","[11.549306748487497, 13.02720595323238, 14.553865251663067, 17.8873134546994]",47.85732068432862,"[30.7309928534174, 32.98221378316275, 35.4267878412052]","[14.487280338045224, 16.057742528138462, 17.760534780901917, 23.425740997273163]",42.21888727750009
11,measurement,True,2.1935038534991533,0.09110233407805551,0.41713890315420793,31.830744688256868,2.975024099589238,210,49,8,0,"[30.90413263054825, 33.15713729, 35.78833718]","[12.20196323951843, 13.07766547395819, 14.007396007539148, 15.839198810254619]",29.20906887998723,"[30.8086540818733, 33.59095144055455, 36.270103745]","[14.686514746065264, 16.04505693374998, 17.224995549900544, 20.34714021326231]",22.75492203130858
12,measurement,True,2.0366072898705143,0.10169204688502075,0.5824206033810212,31.816889598885066,2.862204369559315,216,44,7,0,"[31.0253201733632, 33.6163850333305, 36.067052364999995]","[11.927974190121112, 13.073649614124, 14.297179052480018, 16.12072734722886]",30.882224414814672,"[30.90865332054825, 33.46579516518265, 36.067052364999995]","[15.517241769455541, 16.988731211891658, 18.512597858783753, 20.974629761630233]",25.645290393512816
13,measurement,True,2.0330325790230086,0.20001205920820983,0.5134998064765275,31.91593454250462,3.1994587108463897,218,41,8,0,"[31.0253201733632, 33.6163850333305, 36.32668681]","[10.748165928763788, 12.705345839092793, 14.524693912448667, 20.934363375929497]",74.90845475780579,"[30.7025185345311, 32.1814953133865, 33.91226361784895]","[13.484487888309667, 14.868563795293964, 16.301452860227556, 23.4026928008634]",86.71206685889112
14,measurement,True,2.0235237560970174,0.08084690275580357,0.5708520216517615,31.699435961194187,2.8823190380494585,215,45,7,0,"[30.85879222242155, 33.6163850333305, 36.067052364999995]","[11.752492628655288, 12.721397510230437, 13.525150854926874, 15.077805242506258]",19.354316369312023,"[30.85879222242155, 33.6163850333305, 36.067052364999995]","[15.189132929812011, 16.463922876695396, 17.51476508009999, 19.382273871910037]",14.014682299900079
15,measurement,True,2.0458251045453557,0.039185542590926783,0.5412349114737678,31.967681708894563,3.1067854361086997,221,36,10,0,"[30.231774983824252, 32.626213435, 36.379591695]","[11.863963561699405, 12.186536696050466, 12.76230282898056, 13.523059956333825]",10.009033824665414,"[30.231774983824252, 32.3667917883865, 36.09730783]","[15.107224340921782, 15.493726806024391, 16.203994521040876, 17.375207574081852]",7.405871909178626
16,measurement,True,2.1632924364402606,0.18338531224413268,0.47460716427461525,32.27421655101133,2.877328465552512,214,46,7,0,"[30.9825528, 33.5885526, 36.696902405]","[11.530698906267176, 13.59183682963529, 16.129165589678383, 21.41202835913334]",52.97029359357114,"[30.59267890122185, 32.1885791644288, 33.71727917055455]","[14.223103655064431, 15.752357544772964, 17.182028662136425, 24.76244289110269]",56.90793359945427
17,measurement,True,2.11708719494069,0.1530702111639828,0.45734609685775346,31.835888268692184,2.783673374100793,215,46,6,0,"[31.03269094054825, 33.6163850333305, 35.74174605]","[11.323948514503607, 13.117814873887182, 14.529270547367606, 18.24382971126035]",46.4013439041134,"[31.03269094054825, 33.6163850333305, 35.74174605]","[14.025978568041575, 16.164713581640523, 18.307546888812343, 22.330056589759185]",37.4086418825634
18,measurement,True,2.0594621441567353,0.11278498187709657,0.5465636464598344,31.74768763369965,2.707456136885027,209,50,8,0,"[30.69418602440025, 32.6005843383577, 35.444663407132495]","[11.731950601700582, 12.624003045759173, 13.92193132007101, 16.76606614274365]",32.016933943639806,"[30.8086540818733, 33.6521916860684, 35.78833718]","[14.98791371242346, 16.883289083599248, 18.570919462890245, 21.513510442643188]",22.818518186336526
19,measurement,True,2.109955794495512,0.14780974030497254,0.5182374528322916,31.846615136154167,2.9796956657298423,220,42,5,0,"[30.90413263054825, 33.61878387388505, 36.43617476]","[11.85984708875894, 13.522097511086686, 15.43346893677299, 18.466350949375688]",47.04408706094703,"[30.798090995000003, 33.61878387388505, 36.43617476]","[14.976459680453715, 17.25071230850092, 19.63599707281355, 24.177527911914403]",37.94292704071419
20,measurement,True,1.9834188789975027,0.19275157362030437,0.6319045709600829,32.05149709207712,3.346217988323728,218,40,9,0,"[30.77856383828655, 33.61575142335015, 36.999319045]","[11.08377046573067, 13.069920147581852, 15.249754934478092, 20.870830393978103]",66.6512690258791,"[29.94361332905565, 31.50660346546065, 33.4243392690151]","[14.307494283378105, 15.631310434884945, 17.46323001487912, 24.598806407217545]",83.61974613361133
21,measurement,True,2.0372899157459052,0.0,0.5016657959738421,31.544952035324016,2.688101446572919,212,47,8,0,"[28.376274255, 29.152824510000002, 29.564169336407048]","[11.698989865503279, 11.698989865503279, 11.698989865503279, 11.698989865503279]",0.0,"[28.376274255, 29.152824510000002, 29.564169336407048]","[14.58801792880783, 14.58801792880783, 14.58801792880783, 14.58801792880783]",0.0
22,measurement,True,1.8669045329747052,0.05397765161280775,0.6733706466798931,31.850594007563217,2.9030019170076993,223,36,8,0,"[31.08587628054825, 33.6521916860684, 35.689195755]","[11.11098128733574, 11.670772238336413, 12.21143407077418, 13.094327578005332]",15.752713943981256,"[31.08587628054825, 33.6521916860684, 35.689195755]","[15.022726977605517, 15.771779150681985, 16.43768487982963, 18.218815171566245]",12.893132011467685
23,measurement,True,2.0947054407371932,0.16318740548246213,0.5191028729987818,31.6184782153804,2.4454511628804245,211,48,8,0,"[30.97970272281495, 32.84223616, 35.16221829]","[11.644930390311396, 13.309621749300833, 14.952922096232124, 19.780277388438584]",49.09844974877339,"[29.9271333272407, 31.62856574, 33.99974703784895]","[13.944919692619537, 15.513347074186404, 18.312788066746425, 24.854888388322443]",39.016423788487735
24,measurement,True,2.011179954827922,0.06370963671371933,0.5229780856827808,32.13759636954514,3.326509912951688,226,35,6,0,"[30.90865332054825, 33.6181502639047, 36.39922521]","[11.206965745503533, 11.829759084400772, 12.391745293781302, 13.310389652024059]",16.764793508813636,"[30.787540665, 34.178481535470354, 36.696902405]","[14.146134883184295, 15.121590301160381, 15.814473098174874, 17.351528158994597]",13.623934087673053
25,measurement,True,2.134506637199513,0.008879242385083619,0.46095635065053203,31.88864870976068,2.8884014801604194,216,43,8,0,"[30.3264149304613, 32.25075634766915, 35.07972461]","[12.383228673316685, 12.455159559092253, 12.54275667523824, 12.740803124380209]",2.4121190428264807,"[30.3264149304613, 32.25075634766915, 35.07972461]","[15.177002161545706, 15.26502416433865, 15.38320844569636, 15.652123224811216]",1.854541932023669
26,measurement,True,2.0644512822735384,0.045461750744411,0.5142149088658435,31.76751265602514,2.9611830952923297,220,43,4,0,"[30.79587317513085, 33.329890218046955, 35.971755044999995]","[11.874928109740473, 12.350319345965547, 12.797518341803386, 13.608800687613014]",12.3939598005264,"[30.68221255328655, 33.329890218046955, 35.971755044999995]","[14.922452173834778, 15.550461542593238, 16.147945039097927, 17.32168021496709]",9.452969037116485
27,measurement,True,2.0877852696679655,0.08226106725104934,0.547172414599758,31.999164684782198,3.0878871983861607,217,42,8,0,"[30.3292723037254, 32.93975158, 36.09730783]","[12.045233330424598, 12.911747841382537, 13.86990284909236, 15.881040704034083]",26.38163510904915,"[30.19918794558565, 32.793997146935396, 36.09730783]","[15.403170287811587, 16.470752657534383, 17.877638971717037, 20.745608366867142]",21.923662952300013
28,measurement,True,1.94829515236066,0.10007400665618293,0.635180535355457,32.09489112516188,3.1057756780433783,215,48,4,0,"[30.84344416, 32.817956918624745, 35.43452652765335]","[11.34912133243786, 12.102506999567474, 12.858021132715093, 15.037134766402982]",30.351316803096438,"[30.7981037518733, 33.6163850333305, 36.12363543]","[15.035074658125462, 16.48114051422078, 17.729828659318674, 20.521830099121193]",26.83918818603341
29,measurement,True,2.1680414733108244,0.13226091609958007,0.4663856346448233,31.782242135660457,3.2304012645628357,211,48,8,0,"[30.89358230054825, 33.6181502639047, 36.32668681]","[12.21886801077732, 13.63267543130469, 15.132798866004729, 18.980229185040205]",49.039008242082545,"[30.68095852620465, 32.64566470031445, 34.492691086543104]","[15.058776470927256, 16.345306103324706, 17.64457474088452, 23.30283565892056]",46.23438510706251
30,measurement,True,2.0940124586359397,0.041327959737577205,0.5538643484994389,31.49978300862203,2.9869350819355622,216,43,8,0,"[30.8086540818733, 32.9729787859744, 35.65718455]","[12.73981669880979, 13.122211250913345, 13.527496242409297, 14.412723249519305]",12.053622273564281,"[30.8086540818733, 33.5885526, 35.65718455]","[16.277769280884705, 16.931700420849975, 17.395265845858557, 18.60339890058519]",8.916940662561197
31,measurement,True,2.0383119447625178,0.07794630045470571,0.5809426271544864,31.870931378452706,2.915708033921055,221,39,7,0,"[30.613978178040647, 33.1577184559062, 36.153890895]","[11.945281001115141, 12.752368529933577, 13.728629911953218, 15.21226139120657]",21.52060403273111,"[30.72266034328655, 33.2727718999674, 36.153890895]","[15.569829534247459, 16.635120510836334, 17.89983798412631, 20.705925150820388]",16.83089501891655
32,measurement,True,2.2507406802297525,0.0717536771002019,0.35411574013861796,31.662483470535292,2.9355541968001098,219,42,6,0,"[29.82601217103325, 31.820637599999998, 34.85917637]","[12.09869490098611, 12.66306746548519, 13.50188907908169, 15.143190856639569]",21.470749991907258,"[30.7981037518733, 33.65155807608805, 36.116941345]","[14.524219610331446, 15.591052957970195, 16.492226137611933, 18.388676690973327]",15.908059181457062
33,measurement,True,2.0709926105093355,0.0954103719091279,0.5003309059725872,31.836536057243062,3.067782962491545,216,45,6,0,"[31.0253201733632, 33.6163850333305, 36.086685880000005]","[11.583046763944898, 12.575611202851299, 13.45494485045554, 15.245231836100672]",29.314136957027735,"[30.89358230054825, 33.6163850333305, 36.086685880000005]","[14.487841043686442, 15.780010713485138, 16.981638180894866, 22.670127348024547]",21.996697586249834
34,measurement,True,1.9420728765587691,0.03897657312545939,0.5589251042066137,31.481150687718802,2.5233340736695764,223,39,5,0,"[30.4098578922209, 32.224071465460554, 34.6456217064828]","[10.916395463042482, 11.208621453945028, 11.6000950066374, 12.209482281521163]",10.248768476115771,"[30.3292723037254, 32.224071465460554, 34.96257461]","[13.9740228820038, 14.386031162778915, 14.958111254542153, 16.07029956311399]",7.655600439451717
35,measurement,True,2.0506897545415734,0.09442749508037535,0.548596567036737,32.08081341952245,3.0787095787181635,218,44,5,0,"[30.85879222242155, 33.61878387388505, 36.09730783]","[11.63627338381508, 12.766478084871684, 13.554619104526957, 15.325561280917467]",28.850247599165613,"[30.85879222242155, 33.61878387388505, 36.09730783]","[14.950570173113467, 16.316236921865347, 17.490844941216398, 20.72580546978664]",23.487808703052274
36,measurement,True,2.0488684600189853,0.09513969588926396,0.516112520797709,31.773434573044025,2.675190079422391,216,42,9,0,"[31.0253201733632, 33.48942369335015, 35.444663407132495]","[11.419958137332024, 12.564246081175538, 13.402166459911257, 15.579062242550012]",28.807506226206492,"[30.90413263054825, 33.4243392690151, 35.444663407132495]","[14.434273430230494, 15.822951049369154, 16.895045146283216, 20.24246864164829]",21.794794305354557
37,measurement,True,2.0502335811214336,0.20826093719065417,0.509771502736895,31.821165893386517,3.12432652223704,218,42,7,0,"[31.0253201733632, 33.6163850333305, 36.086685880000005]","[10.885791860566775, 13.091879656085343, 14.903225857241837, 19.18729892995852]",64.29130843896716,"[30.68221255328655, 32.748913116382, 35.444663407132495]","[13.658244094532433, 15.646982426705382, 18.5252494989629, 24.011010416507425]",53.05681216605446
38,measurement,True,2.1276532664722825,0.015289201981701495,0.4311877870806343,31.579437524247638,2.5690342470559937,212,49,6,0,"[30.733223430159853, 32.5362559933577, 35.07972461]","[11.985441335229515, 12.101478173873257, 12.280726798164707, 12.578179032897939]",4.434210662400612,"[30.6746588676868, 32.643977997384354, 35.07972461]","[14.492518757075718, 14.666251127902827, 14.863944753113103, 15.261849830051316]",3.232700556538222
39,measurement,True,1.9465564625268696,0.23487467414685687,0.5737557517024624,31.639353088326637,2.694597331602714,217,42,8,0,"[30.70173971, 32.96671152593305, 35.614437525]","[10.0, 12.248287106279498, 14.65707089104956, 21.86670790885521]",85.48148887741695,"[29.55072956140705, 31.39737659841255, 33.0606690944397]","[12.033401272465575, 14.12457330802597, 16.269551331137514, 23.730367800221508]",102.47069350795547
40,measurement,True,1.9636540762959702,0.13993459108221487,0.5656022736396773,31.84688549053915,2.7533457683426095,213,46,8,0,"[29.858344816033252, 31.82297635245955, 34.96257461]","[10.172326418009566, 11.13276458705211, 12.780082411445573, 16.008999833706852]",41.35386001633577,"[30.90865332054825, 33.6163850333305, 35.78833718]","[13.827001711384979, 15.870898985038298, 17.827168834350857, 22.41894883614112]",33.69625878682924
41,measurement,True,2.1007648670962262,0.10836499030183457,0.5305819040636585,31.57989319590217,2.617232377545543,219,41,7,0,"[30.90413263054825, 32.88265373593305, 35.4267878412052]","[12.198434494943632, 13.217058629476185, 14.424286541195817, 16.94614336281317]",36.579741895993024,"[30.68221255328655, 32.642336522060546, 35.2208681140727]","[15.406662507191177, 16.70310625961858, 18.3711920226396, 22.062823653793743]",29.353269909048873
42,measurement,True,1.8473830362098196,0.2461008051531622,0.6921626298046604,31.93847021604574,2.859873298111354,214,44,9,0,"[30.97970272281495, 33.5885526, 35.971755044999995]","[10.008631822219868, 12.672688154503444, 15.195802148284063, 21.404166551093653]",81.98934342636124,"[29.862609685, 30.97970272281495, 32.566909555448945]","[12.76919183329148, 13.919619773643621, 16.05505240447982, 24.410168367866877]",131.64771454859007
43,measurement,True,2.0284164090329453,0.12931309824410508,0.5097326689923741,31.761555779601466,2.916310432490852,214,47,6,0,"[30.63776876310955, 33.17799903161085, 36.39922521]","[10.854751947604742, 12.101767301179276, 13.821219167566294, 16.309970020148626]",35.82662322160923,"[30.68221255328655, 32.94601884004135, 36.09730783]","[13.795471341577404, 15.223763399179532, 17.34238531026544, 21.18102924164098]",28.386481464558777
44,measurement,True,2.1414714320401336,0.07314756693776012,0.5113355994211236,32.066342680623286,3.111992063365816,215,44,8,0,"[30.733223430159853, 33.080608131774056, 35.913889964999996]","[12.552212497007467, 13.241799675158168, 14.04246222909969, 15.464630365637655]",26.217373369915336,"[30.8131747718733, 33.6163850333305, 36.32668681]","[15.78756894466592, 16.887185231746095, 17.95596487458006, 22.206257697397263]",18.653222608963326
45,measurement,True,2.0348011057883215,0.12472972650537116,0.5809201460125734,31.789546360484596,2.9424864649186855,213,47,7,0,"[31.03269094054825, 33.61878387388505, 35.784493075]","[11.749274214534912, 13.249782383868386, 14.327240723566346, 17.7718836646204]",42.768853396992064,"[30.7981037518733, 33.61878387388505, 35.784493075]","[15.231532504708628, 17.203031725606607, 18.93091644163177, 23.934814126187746]",34.76654227160987
46,measurement,True,1.9752411439519724,0.01632784309764287,0.5600583881139255,31.80644297371118,3.2534286125744187,215,45,7,0,"[30.90413263054825, 33.6163850333305, 36.116941345]","[11.466372867903097, 11.630228848988935, 11.770966379951197, 12.102402994587676]",4.488108659508201,"[30.8086540818733, 33.6163850333305, 36.116941345]","[14.677927649572482, 14.89254416464616, 15.06675024940375, 15.78581829468792]",3.2777227243497054
47,measurement,True,2.1813958699495233,0.021349483252666918,0.4225790891788998,31.632206766394717,3.011217421814971,214,46,7,0,"[30.84344416, 32.93975158, 35.784493075]","[12.536218024490886, 12.713267578625146, 12.941670009766685, 13.34880555945218]",6.245468458512724,"[30.79587317513085, 33.61878387388505, 35.784493075]","[15.102055138784026, 15.409954910237325, 15.656060719198212, 16.171680509101368]",4.6235683599418955
48,measurement,True,2.138577068008958,0.18577557943756876,0.46022819818811794,31.987697733125486,2.9688745298618264,219,41,7,0,"[30.97970272281495, 33.5885526, 35.818592644999995]","[11.339220184710769, 13.412863794930882, 15.67306561797755, 19.75901947082538]",67.72451790270655,"[30.68221255328655, 32.642336522060546, 34.618823985000006]","[13.932685433643263, 15.733366819841077, 17.598213205599464, 24.193364786175866]",64.81367068849607
49,measurement,True,2.003907242974987,0.2296474664851157,0.5804467010615619,32.08121914448617,3.0969616147397097,218,42,7,0,"[31.021087095, 33.99974703784895, 36.696902405]","[10.580962888060379, 13.319244218221652, 16.609510986058304, 20.65321130971246]",81.30463765837281,"[29.334636189999998, 30.53473819662975, 31.67270952655745]","[12.576826340255357, 13.82341355815339, 15.019845188203337, 24.951872259212948]",149.65585971532425
50,measurement,True,2.0263484682764608,0.10680681170633805,0.5458360859839374,31.851763724702856,2.8156127980676695,214,49,4,0,"[30.62994764933135, 32.4464685187638, 35.24057451265335]","[11.31350569611723, 12.098837554601651, 13.053892004956767, 16.445952326158753]",36.12814150238642,"[30.62994764933135, 32.30530665, 34.535671918803445]","[14.489186789682675, 15.382634274376068, 16.606085145013218, 21.713425147899226]",32.227438163792115
51,measurement,True,2.1100331537193497,0.025196262469049747,0.5007407773209881,31.839032244125544,3.0510858337062836,218,44,5,0,"[30.798090995000003, 33.2770827458784, 36.307053295]","[12.415306939315268, 12.663318654136523, 12.962944174866252, 13.355435185094482]",7.272643234092452,"[30.69418602440025, 32.9729787859744, 36.09730783]","[15.495680319032152, 15.784060090118254, 16.168363622863296, 16.920188983706762]",5.65325180947757
52,measurement,True,2.0746048930654464,0.159070249411327,0.5270183724333696,31.875055648227605,3.089526801856668,214,46,7,0,"[31.0253201733632, 33.61575142335015, 36.226429295]","[11.524391640961985, 13.214158965591093, 14.786984164407304, 18.984244594189995]",53.4804101658445,"[30.233931533346897, 32.36864645229325, 35.3033617940727]","[14.234843090729925, 15.781132066283227, 18.112421590286296, 23.937847189089847]",48.19554233273382
53,measurement,True,2.0601115391855114,0.19114428109967868,0.5521944680012871,31.764800815851643,2.853827624652585,209,49,9,0,"[30.8086540818733, 33.27154536798945, 35.61658367265335]","[11.30445336286999, 13.396897496694187, 15.223544597475517, 20.204159607169395]",68.96080631509173,"[29.30367464677795, 30.6963333255826, 32.9759465231214]","[13.352798989122975, 14.61356048439063, 17.080718354003363, 24.847254021969604]",86.58696076626002
54,measurement,True,2.0190371451840745,0.006784600158315098,0.5384888403227329,31.676378571201838,2.748845095088545,219,41,7,0,"[30.79587317513085, 32.89893226593305, 35.35203284765335]","[11.810995686190145, 11.870899082123938, 11.938340626443654, 12.051349658960492]",1.7749422411077795,"[30.66624308199585, 32.7956838498655, 35.35203284765335]","[14.971705334841875, 15.049559762950866, 15.139925989090848, 15.295644301328377]",1.3308124526714002
55,measurement,True,2.152536601710974,0.08876944664380693,0.40997605205064414,31.857505622996474,3.2134970932985203,214,44,9,0,"[30.97970272281495, 33.61878387388505, 36.270103745]","[11.682247927624665, 12.58130190730255, 13.487524725542897, 15.702213045824582]",28.341552632020964,"[30.97970272281495, 33.61878387388505, 36.270103745]","[14.052872922036789, 15.160755698051332, 16.267342822044537, 20.915940861992137]",18.092317519857225
56,measurement,True,2.0543434690125597,0.0849291068467321,0.5834004255299521,32.0301418132535,3.0744950165044678,214,44,9,0,"[30.90413263054825, 33.15713729, 36.624364005000004]","[12.209497652172283, 12.939853813329693, 14.068730230442668, 15.94788865057204]",25.477940740750668,"[30.68221255328655, 32.8784311031214, 36.09730783]","[15.788276841667058, 16.72605251396352, 18.199892145284256, 21.18834299002257]",21.073534706976094
57,measurement,True,1.940151601969632,0.11020544882723952,0.6247835105559424,31.85158859511253,3.487878881148973,216,47,4,0,"[31.03269094054825, 33.59095144055455, 36.8111298]","[11.27163665838157, 12.253120465398581, 13.267758804419554, 15.787818812084632]",31.438949310862235,"[30.787540665, 33.59095144055455, 36.8111298]","[14.844256085490667, 16.24300128818171, 17.811316504636185, 23.470483041867872]",25.220441510387488
58,measurement,True,1.9957073782360835,0.14740263505999923,0.5769869567285664,31.606049159063407,2.91133972304135,211,49,7,0,"[30.97518203281495, 33.081189297680254, 35.818592644999995]","[11.273654663862724, 12.549819961428156, 14.200984825322298, 17.52738224000145]",45.47042564391526,"[30.72266034328655, 32.8449168645578, 35.41665096172605]","[14.560386105528037, 16.20262107092896, 18.30447159614862, 22.75537900454395]",37.40328786440446
59,measurement,True,2.017566657208157,0.03171921882772203,0.5630236710243837,31.993475156577105,2.971792341505704,217,42,8,0,"[31.03269094054825, 33.6163850333305, 36.270103745]","[11.878164302194165, 12.223358520026359, 12.552399040092762, 13.03853320960172]",8.916954583523893,"[30.79587317513085, 33.6163850333305, 36.09730783]","[15.225783288320091, 15.696086397825106, 16.08543544813476, 16.878572221592158]",7.191495001084609
60,measurement,True,2.139401044164199,0.03693616507215885,0.4894003340195591,32.04138557207307,3.0928631639388127,214,45,8,0,"[30.2010349365045, 32.73998174556015, 35.41665096172605]","[12.477796950042078, 12.865110805007054, 13.180421400115595, 13.958732612059148]",10.123359730731746,"[30.79587317513085, 33.6163850333305, 36.153890895]","[15.611778236737553, 16.151642494438082, 16.5885063451149, 17.728369198571713]",7.571388229840413
61,measurement,True,2.1558806238163917,0.1332879979948538,0.4110933195880296,31.771700480686203,2.7174526943140855,213,49,5,0,"[30.97970272281495, 33.46579516518265, 35.442671914072704]","[11.402699862831724, 12.975933645185261, 14.297516630724362, 17.52164938761616]",41.6506546012027,"[30.761083097004153, 33.307927785000004, 35.442671914072704]","[13.729081974115184, 15.617879547469403, 17.180775350252016, 21.15922810195434]",32.16160174122799
62,measurement,True,2.2125926299853798,0.10231307075396882,0.38866990922804184,32.12529995922713,3.140850632498657,214,45,8,0,"[31.066704545548248, 33.794472045, 36.43617476]","[12.010738738200937, 13.163539545914231, 14.194989358584229, 16.014423981045542]",31.553074721893836,"[30.90865332054825, 33.6163850333305, 37.233143139999996]","[14.324376748805177, 15.670425143533869, 17.224788220633656, 22.8630567543253]",24.155084427831678
63,measurement,True,2.1037756100669793,0.16322483827951761,0.49075254959501774,31.932017487702936,2.9190486906919495,216,43,8,0,"[31.0253201733632, 33.61575142335015, 35.913889964999996]","[11.415609249875981, 13.16608092406713, 15.209169235553336, 18.559145524626267]",55.19921835262191,"[30.8131747718733, 32.7642609869354, 34.618823985000006]","[14.259918043451274, 15.934436855708517, 17.732908887318967, 23.03142573887512]",53.28976865572848
64,measurement,True,2.148362201798904,0.1113725363737937,0.5091844836070633,31.97071628505635,2.920080366173126,211,48,8,0,"[30.90865332054825, 32.82264379579855, 35.78833718]","[12.43067070177639, 13.355706336787248, 14.766243922686208, 17.400932450797328]",41.925651393735336,"[30.70173971, 32.65507661899595, 35.10594088]","[15.551740494736796, 16.745267332063815, 18.42859010943493, 22.475504444218267]",38.159345824812036
65,measurement,True,2.11897444163976,0.06539313181759958,0.46170389053061955,31.821722716821863,2.846690430607584,214,45,8,0,"[30.5580051787093, 32.7642609869354, 35.442671914072704]","[11.804126200184955, 12.429044179226645, 13.049114371390377, 14.457729926641244]",17.81969665925872,"[30.63776876310955, 32.63123790044895, 35.07686003]","[14.570800310701006, 15.248151219558018, 15.999881533349663, 17.800746772947914]",13.594279184161826
66,measurement,True,1.9670986192186146,0.0,0.6764238779633157,31.70569995079391,2.5025258065089506,214,48,5,0,"[28.62684680525625, 29.35954207201715, 29.752531295]","[12.633996529842012, 12.633996529842012, 12.633996529842012, 12.633996529842012]",0.0,"[28.62684680525625, 29.35954207201715, 29.752531295]","[17.01287991066293, 17.01287991066293, 17.01287991066293, 17.01287991066293]",0.0
