iteration,mode,success,intercept,beta_bmi_std,sigma,bmi_mean,bmi_sd,n_left,n_interval,n_right,n_uninformative,rho80_cuts,rho80_times,rho80_cost,rho90_cuts,rho90_times,rho90_cost
109,measurement,True,2.146433515037716,0.07948455151379752,0.4579780594558162,32.05611075870734,2.943510536386632,213,49,5,0,"[30.6746588676868, 32.99721444489545, 35.5839735271325]","[11.95747545612857, 12.732413909389749, 13.591158207825723, 15.295270333579639]",26.66867918208122,"[30.76801350828655, 33.61878387388505, 35.5839735271325]","[14.738925784395777, 15.947142936655233, 16.80245936648621, 21.811051437340545]",19.817238094860386
110,measurement,True,2.1428616838580807,0.09616592388777122,0.5216810658039923,32.24171332902334,3.147862496463251,210,48,9,0,"[31.03269094054825, 33.6163850333305, 36.09730783]","[12.530884976363698, 13.619992749932164, 14.51097957352341, 16.829955732940665]",34.5156382718099,"[30.90413263054825, 33.6163850333305, 35.1705589940727]","[15.834101151443138, 17.237534845726938, 18.055999978998116, 24.548599834062532]",29.45234909131637
111,measurement,True,2.207369158598135,0.07131186633743931,0.42416148314889557,31.933607416806463,2.6764674034288647,215,42,10,0,"[30.59267890122185, 32.89893226593305, 35.661028654999996]","[12.379163933841562, 13.143680668510427, 14.099491772574051, 15.743843044302707]",20.19239747224736,"[30.70173971, 33.028798761774055, 35.661028654999996]","[15.041561802684274, 15.988832760142571, 17.249638802257962, 19.054067537468345]",13.608475048914912
112,measurement,True,2.125997745582945,0.022744326029290156,0.4397814872024591,31.72863776411937,2.8313616401511106,217,45,5,0,"[31.066704545548248, 33.6163850333305, 35.913889964999996]","[12.01320553335181, 12.26995461475668, 12.513482173347171, 12.881884892813995]",6.628403617236204,"[30.90865332054825, 33.43796273185215, 35.913889964999996]","[14.600071275745357, 14.90222145851772, 15.194479122226594, 15.881328768692695]",4.849701669589029
113,measurement,True,2.225230796202782,0.11670001873378272,0.41261450041680947,31.838217433911478,2.8057104124532004,213,46,8,0,"[31.0253201733632, 33.7506869827379, 35.913889964999996]","[12.360408452796088, 13.938028229914991, 15.117919453462013, 17.604755807581245]",39.37035146384224,"[30.7981037518733, 33.61575142335015, 35.913889964999996]","[14.845024460408755, 16.766130593785157, 18.387868840956, 21.4230816896257]",32.02434907781295
114,measurement,True,2.16415723914692,0.08172985444582134,0.4222187935211733,31.888523691718596,2.8554609170533727,214,48,5,0,"[31.04624509, 33.6163850333305, 36.32668681]","[11.899206104943287, 12.877238775433725, 13.826223872247562, 15.35896708891135]",21.737798590943463,"[30.76801350828655, 33.6163850333305, 36.32668681]","[14.368346114205341, 15.589633397961235, 16.77016892269011, 18.942026049632847]",14.865784267651375
115,measurement,True,2.07407433647556,0.1546854067702704,0.5304024729905655,31.87925769446795,3.040180185736465,212,50,5,0,"[30.8565616456791, 33.61575142335015, 35.913889964999996]","[11.464293458201878, 13.23879322483069, 14.81442579161822, 18.140548572760444]",59.76018520143702,"[30.68221255328655, 32.788220758624746, 35.1705589940727]","[14.625673299265587, 16.25734442464583, 18.14624156011682, 23.903881731949994]",55.51464985073152
116,measurement,True,2.022452222719897,0.13350094621336495,0.5187330422561486,31.802361700950005,3.1883720787876593,221,40,6,0,"[30.7981037518733, 33.82618036210485, 36.116941345]","[10.897805404937102, 12.467591230777364, 13.70875464008777, 17.28270140043967]",43.92967582414309,"[30.6857702387093, 33.6163850333305, 35.4267878412052]","[13.844518689730895, 15.71343074624458, 16.83489250301584, 21.713028708388308]",40.770342125279754
117,measurement,True,1.9620958623588847,0.07804327991007892,0.59111389041445,32.01501155469331,3.1706218907830857,217,43,7,0,"[31.0253201733632, 33.6163850333305, 36.624364005000004]","[11.267067077147782, 12.019985898860813, 12.769341572478385, 14.289760503661677]",21.020228138189722,"[31.0253201733632, 33.6163850333305, 36.270103745]","[14.69265282313824, 15.675337673268876, 16.60962570165218, 18.992970302452044]",17.008676940449224
118,measurement,True,1.9907315990130237,0.14969925438420825,0.5945718412162981,32.18245089023494,3.3599397252330494,218,42,7,0,"[31.0253201733632, 33.61575142335015, 37.157963695]","[11.187346927512037, 12.534127012255498, 14.114528360026668, 21.358291870583166]",45.81735589969463,"[30.757643205, 32.817956918624745, 34.827108005]","[14.541481882400658, 15.959578187222707, 17.445772633511933, 23.370669960423157]",56.940023938225636
119,measurement,True,2.1913476047797884,0.16180328560006746,0.5090492034524927,31.906266729421365,3.209392735008481,207,51,9,0,"[30.7309928534174, 33.43571488, 35.967910939999996]","[12.54959581594805, 14.516632402018825, 16.053192899892718, 19.938246042921968]",58.03995467529642,"[30.3186894146128, 32.741668448490245, 34.535671918803445]","[15.639441484090039, 17.756892771909715, 19.246562813886104, 24.942819470199403]",55.0299664111007
120,measurement,True,1.9957735677025112,0.08849272256727878,0.6187957385194871,31.72553468928342,2.8674000084233406,213,47,7,0,"[30.16560389281525, 32.2768860333865, 35.1443427240727]","[11.654130721824838, 12.396682254631697, 13.344702265765799, 15.297958547637965]",26.377666903186146,"[30.79587317513085, 33.6163850333305, 35.78833718]","[15.642721893272208, 17.093147103186496, 18.3267226612412, 21.08216569868766]",21.194906553112602
121,measurement,True,1.9987511382238425,0.11669305323479033,0.5873832105892814,31.806752678874627,3.0671115103265554,213,47,7,0,"[30.97970272281495, 33.6163850333305, 36.153890895]","[11.498296758486875, 12.758943655434175, 13.949447651301398, 16.004423503036172]",38.249270925798555,"[30.802611685000002, 33.6163850333305, 36.153890895]","[14.897049926894319, 16.60317860410205, 18.162751642270642, 22.339078406440056]",32.106294575153456
122,measurement,True,2.107213437893294,0.07252952555876302,0.5487063805982438,31.542277940382945,2.8943080735088125,214,43,10,0,"[31.0253201733632, 33.67439453330155, 35.55795257478585]","[12.693285829957748, 13.607704684782497, 14.235585802052903, 15.714271937294509]",23.62938887946695,"[30.798090995000003, 33.67439453330155, 35.55795257478585]","[16.18158116538716, 17.41258054588602, 18.267203370779402, 20.00459346014961]",18.800993309205303
123,measurement,True,2.1586087084965913,0.13529425205322593,0.553591533435586,31.64607590821337,2.82878805425573,211,46,10,0,"[29.82601217103325, 32.2234017078153, 35.18843456]","[12.38355692942167, 13.855436245280186, 15.560686064902038, 19.212442895853282]",41.27983926571494,"[29.716817785, 32.2234017078153, 33.99974703784895]","[15.824355973123408, 17.903427201874237, 19.5721827741187, 24.959183500802048]",35.42998462559366
124,measurement,True,2.212387726776,0.04277512124909042,0.43886915078416855,31.82305114356427,3.156555916332148,215,43,9,0,"[30.5711615791423, 32.80167838862475, 35.43452652765335]","[12.918531500672778, 13.318332698448911, 13.708807576074513, 14.602192127794751]",14.115512729305362,"[30.7981037518733, 33.6163850333305, 35.689195755]","[15.744148431338202, 16.37674267593654, 16.8705742895405, 19.166236137784846]",10.164581247995251
125,measurement,True,2.104307776538316,0.1305483096368836,0.4726570161409067,31.97576230592787,2.817092055734828,215,43,9,0,"[30.98707349, 33.6163850333305, 36.086685880000005]","[11.384681529889514, 12.927550564777022, 14.046903306515777, 17.01786036380513]",39.51959055342439,"[30.7981037518733, 33.6163850333305, 35.442671914072704]","[14.017225696923086, 16.062221346934212, 17.293628247642978, 20.967283723110636]",33.92024851614326
126,measurement,True,2.1042569475939192,0.03506746243580932,0.5110309488809659,31.601528838105736,2.9494710663122174,213,47,7,0,"[30.3529487489287, 32.18924892207405, 35.2208681140727]","[12.376810240760165, 12.620778990768375, 13.01950806257248, 13.69215789585902]",10.47542931935831,"[30.6746588676868, 32.65507661899595, 35.4892630440727]","[15.578243993017205, 15.94215711578401, 16.43716925024883, 17.473193316724103]",8.03002679162207
127,measurement,True,2.1193121163967144,0.049819940831906454,0.5230921070673914,31.60788277639872,3.0143695832614186,213,47,7,0,"[30.8131747718733, 32.855693790000004, 35.4267878412052]","[12.669475304917006, 13.105222083854857, 13.566914154259907, 14.683490698402908]",15.972644997138058,"[30.71007222013085, 32.80167838862475, 35.5985534521325]","[15.972278534830531, 16.523722938025973, 17.23020996472499, 19.050716937688556]",12.500390802808973
128,measurement,True,2.1763699606407942,0.06860125168453111,0.48287681739302674,32.00521084497019,3.564459787631895,211,50,6,0,"[31.0253201733632, 33.83156313, 37.188725885]","[12.841977956751569, 13.576362939826454, 14.207144151889274, 16.988435310220016]",21.68391760821006,"[30.90865332054825, 33.61878387388505, 37.188725885]","[15.928820354477757, 16.80682021185837, 17.77265583254281, 21.00929576530987]",15.00185138563578
129,measurement,True,2.0334327678885913,0.18179470944290244,0.5596050912475631,32.09063759423996,3.2743315066669423,214,48,5,0,"[31.0253201733632, 34.08306740067295, 36.696902405]","[11.156833479217998, 13.109286242954829, 15.44904536557838, 19.129467054601584]",60.716422902929025,"[30.80642350513085, 33.15713729, 35.43452652765335]","[14.373567721755258, 16.394892617319368, 18.45278832243021, 24.46924878332575]",62.36651306337838
130,measurement,True,1.9035445418776629,0.19296797744046595,0.6423307067786606,32.14408483173405,3.1764914594705855,213,46,8,0,"[31.087787360548248, 33.91226361784895, 36.43617476]","[10.31280524872049, 12.52245824785378, 14.167012481776139, 19.88961892682238]",70.76426542632022,"[30.72266034328655, 32.855693790000004, 34.187725467824]","[13.805368500848168, 15.826312105342518, 17.081797126956143, 23.404381035958867]",84.12555182343664
131,measurement,True,2.0291076460177093,0.09209403720997254,0.521693679189295,32.189265983830914,3.604233641518568,212,46,9,0,"[30.798090995000003, 33.624359252737904, 37.9010063870641]","[11.210587494625738, 12.082181338048857, 12.969147322022105, 16.36376049734403]",26.681690307625033,"[30.798090995000003, 34.42010653732065, 37.9010063870641]","[14.207475626821084, 15.567805175510628, 16.835813605654714, 20.585316646324923]",19.40233602455102
132,measurement,True,2.0857960404039444,0.0,0.5349722379603378,31.820602975124725,3.304423995650381,215,46,6,0,"[28.293168405, 29.20491842677795, 29.77856110879965]","[12.629559206559003, 12.629559206559003, 12.629559206559003, 12.629559206559003]",0.0,"[28.293168405, 29.20491842677795, 29.77856110879965]","[15.980840716280117, 15.980840716280117, 15.980840716280117, 15.980840716280117]",0.0
133,measurement,True,2.085692389532956,0.07138298599545062,0.5465422735693223,32.03549411985457,3.463439036872704,218,40,9,0,"[31.08587628054825, 33.56429046185215, 36.696902405]","[12.336055133089452, 13.009867030235021, 13.714892680712254, 15.38162574140349]",23.84315782796461,"[30.7981037518733, 33.56429046185215, 37.188725885]","[15.70721520560351, 16.640628969176717, 17.70410083998622, 21.177981274822994]",18.25819046416256
134,measurement,True,2.0882501897810486,0.09752333868539903,0.49992822367167544,32.008391645270166,3.3413274086404057,219,43,5,0,"[31.0253201733632, 33.6163850333305, 36.624364005000004]","[11.752463406018608, 12.707177359784199, 13.638508714630532, 15.584724443243248]",32.29659023684609,"[30.90865332054825, 33.6163850333305, 36.624364005000004]","[14.699103282946595, 15.940185005410157, 17.18104689575539, 22.367637409652627]",24.64995110252235
135,measurement,True,2.092714705262601,0.0933221890060813,0.48431933836756325,31.689000101396626,3.0565141838126855,214,48,5,0,"[30.97518203281495, 33.1981677909062, 35.65718455]","[11.740814492237037, 12.564902904304358, 13.484191894429507, 15.209577877404602]",32.322588953804974,"[30.69418602440025, 33.1981677909062, 35.65718455]","[14.529659541625664, 15.66078761391577, 16.83068396889312, 22.63010638508078]",23.959349414117455
136,measurement,True,1.9979486300667868,0.08158991490170492,0.5435737720613922,31.878235712572334,3.059417573331025,221,39,7,0,"[31.0253201733632, 33.462913703350154, 35.78658144]","[11.226007723998647, 12.021332388544073, 12.664081799936508, 14.148675635840325]",23.189072422430616,"[30.90865332054825, 33.462913703350154, 36.09730783]","[14.320750332510645, 15.331341361352024, 16.320605447047758, 18.941809802001043]",19.317131385234152
137,measurement,True,2.0221049126787123,0.08977881467898681,0.5997044743388906,31.882542219435294,3.104176173081946,212,47,8,0,"[31.03269094054825, 33.5666893024067, 35.78833718]","[12.01239832749745, 12.97901893314001, 13.695734095123798, 16.352237641565544]",29.524326240859434,"[30.7981037518733, 33.5666893024067, 35.78833718]","[15.645613758326482, 16.989862154744166, 18.140901026759252, 23.796515023364936]",23.18172418113599
138,measurement,True,2.1346716335965263,0.0493667199550804,0.5303815525908051,31.488011702371896,2.843795750974843,210,49,8,0,"[30.798090995000003, 32.82264379579855, 35.3033617940727]","[12.96997238392552, 13.438412623766911, 13.881368993734759, 15.092995480292485]",16.12549062633002,"[30.70173971, 32.82264379579855, 35.3033617940727]","[16.39029061356852, 16.999760131791255, 17.730834692642237, 19.723510395764226]",12.53192491937672
139,measurement,True,2.0966367940751063,0.026726199650070597,0.5107599592048665,31.97025227772628,2.856245051386413,213,48,6,0,"[30.97970272281495, 33.61878387388505, 35.913889964999996]","[12.324442339580509, 12.642780046388665, 12.941844713499181, 13.353568744360375]",7.428899325475855,"[30.72266034328655, 33.24811706996741, 35.913889964999996]","[15.442945500527065, 15.814194917584322, 16.2154519801681, 16.74871606936098]",5.6749767426001245
140,measurement,True,2.075806491329141,0.14892909465366808,0.5718141183381368,31.953054906452426,2.9725522125627957,212,48,7,0,"[31.0253201733632, 33.61575142335015, 35.81474854]","[11.982228051362313, 13.731434382905979, 15.268748038161467, 20.429425942812234]",53.87670305331724,"[30.8131747718733, 32.47401665390675, 33.9632508881169]","[15.522590587449058, 16.932904319248443, 18.25285813038862, 23.9702621906944]",60.66485763817792
141,measurement,True,2.2183215231817437,0.0,0.37857537172297123,31.587883917037686,2.5231072543591306,218,43,6,0,"[28.436481376772548, 29.15560064, 29.7859335322407]","[12.640912714425593, 12.640912714425593, 12.640912714425593, 12.640912714425593]",0.0,"[28.436481376772548, 29.15560064, 29.7859335322407]","[14.931683779986777, 14.931683779986777, 14.931683779986777, 14.931683779986777]",0.0
142,measurement,True,2.111054171913565,0.10291947633219124,0.5021248503726443,31.551494010259066,2.8124668440942124,211,49,7,0,"[30.78308452828655, 32.788220758624746, 35.50713861]","[12.098960741069297, 12.981853096451434, 14.026941917974055, 16.731269635027882]",31.08205839101073,"[30.78308452828655, 32.987979447707104, 35.50713861]","[15.151872260690347, 16.398138512825675, 17.784159863541106, 21.515697798494134]",24.82534987798944
143,measurement,True,2.1426807830631773,0.08064613726761725,0.48532576269275446,31.535458029296898,2.8007628188943934,207,52,8,0,"[30.90865332054825, 33.15713729, 35.630564657132496]","[12.424977939114545, 13.266365911480085, 14.139620927425113, 15.699425359411537]",27.73289295983088,"[30.71007222013085, 32.9759465231214, 35.55795257478585]","[15.394135465036845, 16.42396382709266, 17.540318024720822, 20.335479351306866]",22.07569199367346
144,measurement,True,2.0896908710596116,0.1920570790720634,0.49311354608190466,31.9561608022022,3.346061349126356,219,40,8,0,"[30.98707349, 33.67439453330155, 36.153890895]","[11.239485240867472, 13.209315696559832, 14.817400110077783, 20.726783319609694]",74.38585426889229,"[29.55072956140705, 30.98707349, 33.48942369335015]","[13.11882168042367, 14.195404153046134, 16.45596778896015, 22.991347650057264]",88.07516141151714
145,measurement,True,2.160572202499611,0.0932842222585483,0.48058187295603044,31.90875249159417,3.1735000452965814,215,44,8,0,"[30.8086540818733, 33.1562658323878, 36.067052364999995]","[12.40829326718606, 13.303412848384975, 14.261189441882424, 16.157204094096908]",30.835804098816894,"[30.75052001013085, 33.307927785000004, 36.270103745]","[15.403028927884101, 16.610105794955007, 17.87551655596743, 23.58870432465923]",23.50348519958289
146,measurement,True,2.0557765822360556,0.02962517964425378,0.505715051106189,31.880485294197378,2.9089687751370543,217,43,7,0,"[30.7981037518733, 32.7659476898655, 35.444663407132495]","[11.782279994726284, 12.010589525589296, 12.281382216871574, 12.878132199560687]",7.71155468843052,"[30.68221255328655, 32.65676332192605, 35.5985534521325]","[14.724301148335142, 15.0206786970759, 15.40923423995855, 16.413480296944844]",5.808730580526694
147,measurement,True,2.079517214065511,0.05479940893861567,0.5551232820316601,31.95385559009952,2.6471535775187216,216,45,6,0,"[30.97970272281495, 33.6163850333305, 35.661028654999996]","[12.37869935584889, 13.075003250675858, 13.640104969360069, 14.818757349682505]",16.15810480683466,"[30.7981037518733, 33.6163850333305, 35.661028654999996]","[15.808748299885341, 16.77134423193606, 17.554947522272546, 19.305052742147165]",11.775127028853937
148,measurement,True,1.9904838918414673,0.0784921055645855,0.5404243031051166,32.00399430821705,2.9918594765147803,219,41,7,0,"[31.087787360548248, 33.59095144055455, 36.153890895]","[11.054550913800162, 11.902826865010091, 12.675293966565244, 14.278067793149514]",19.741678122620666,"[30.747092875, 33.59095144055455, 36.153890895]","[14.043146482294352, 15.149098291192105, 16.11332775667537, 18.588852996994273]",15.863411238938745
149,measurement,True,2.0687874585336066,0.007951215396628018,0.5461513314092743,31.92727876030725,2.8403950829213533,213,46,8,0,"[31.066704545548248, 33.48942369335015, 35.689195755]","[12.482929429573117, 12.575545138125431, 12.642327955499455, 12.790291185586687]",2.279618904630632,"[30.89358230054825, 33.6163850333305, 35.689195755]","[15.878321572401054, 16.000893574998045, 16.102738138765705, 16.3086272825731]",1.7526977317661436
150,measurement,True,2.0191007942443284,0.0,0.5103346316613917,31.801389776769245,2.7223960525882096,216,44,7,0,"[28.376274255, 29.0780592777865, 29.44429980024325]","[11.572241502803434, 11.572241502803434, 11.572241502803434, 11.572241502803434]",0.0,"[28.376274255, 29.0780592777865, 29.44429980024325]","[14.485105873863546, 14.485105873863546, 14.485105873863546, 14.485105873863546]",0.0
151,measurement,True,2.036512490138388,0.01910890515429149,0.5189933904516029,31.95317170469993,3.014433739462133,217,45,5,0,"[31.0253201733632, 33.61878387388505, 35.784493075]","[11.750662555837216, 11.955984780259739, 12.11485447554074, 12.49333965652681]",5.069093715768234,"[30.90865332054825, 33.61878387388505, 35.784493075]","[14.782438385730831, 15.034962380275434, 15.25536078134752, 15.79700354109203]",3.8074797731213987
152,measurement,True,2.0751648876071167,0.038303344445173276,0.5651140101157514,31.860386480680855,3.060737201796988,216,42,9,0,"[29.652620804999998, 32.031642343137, 34.827108005]","[12.393465393881295, 12.770894859827466, 13.142379862156016, 13.911560991078721]",12.810873541857607,"[30.68221255328655, 32.73998174556015, 36.09730783]","[16.1537979412613, 16.551235540324075, 17.221953501429397, 19.36768071363507]",10.360915294679527
153,measurement,True,2.1681180674031673,0.1392606477924271,0.44550497208990536,31.928305944009125,3.0030698733374153,208,51,8,0,"[30.7981037518733, 32.98221378316275, 35.818592644999995]","[11.840168662895035, 13.01528823096042, 14.616539575350945, 17.903715735740178]",47.53556549498845,"[30.6746588676868, 32.62426456248835, 34.965401695]","[14.459794714248572, 15.833308192467257, 17.781256296223297, 23.7099327511395]",41.96808381173467
154,measurement,True,2.1475189848929634,0.09596422147841262,0.4711423801276283,31.924961300570008,3.0087986141898084,219,41,7,0,"[30.5563661387093, 32.98221378316275, 35.30172372765335]","[12.008526132096126, 12.990683997735172, 13.82815580600979, 16.026922125372423]",30.9979488383677,"[30.70173971, 33.0606690944397, 35.971755044999995]","[14.952328838889596, 16.11289479774055, 17.5817508838505, 21.00987021892768]",24.837105012277938
155,measurement,True,2.164718367621144,0.08853956465556378,0.519088647663514,31.7179866170235,3.1361550990680302,218,41,8,0,"[30.7981037518733, 33.173932113621404, 35.913889964999996]","[12.947611209910177, 13.870590582787186, 14.79338896368388, 17.10410952253955]",33.073421320800485,"[30.6453224487093, 32.63123790044895, 34.965401695]","[16.34603979408614, 17.276968550429245, 18.24625535667283, 22.10393179492736]",29.418734091605753
156,measurement,True,2.0087117590547106,0.10851337100692628,0.5091909112670496,32.050326061379884,3.491368724485413,215,44,8,0,"[30.802611685000002, 33.6163850333305, 37.246534515]","[10.795770613883207, 11.821519516579498, 12.889314812020478, 17.102109751478732]",30.080070989877377,"[30.802611685000002, 33.6163850333305, 37.246534515]","[13.633973526083889, 14.896048384611294, 16.330410576160542, 21.396136317332775]",21.652066416995602
157,measurement,True,2.2061593338655916,0.16326584510859385,0.4246571757381561,32.16430520046705,3.2098001464927077,211,48,8,0,"[30.97970272281495, 33.61575142335015, 37.0437363]","[11.894173590480655, 13.494710604506398, 15.685594979424213, 20.485988555372117]",58.42638676252095,"[30.7527505868733, 33.2993320689825, 35.913889964999996]","[14.36605579993266, 16.420662543887563, 18.717833426166504, 24.694010877937277]",50.482297361787715
158,measurement,True,2.1531128595605753,0.0,0.47527736592275277,31.685750384747088,2.8495649559263656,213,45,9,0,"[28.813373329999997, 29.172108809999997, 29.66606058]","[12.847077872433081, 12.847077872433081, 12.847077872433081, 12.847077872433081]",0.0,"[28.813373329999997, 29.172108809999997, 29.66606058]","[15.834724979097865, 15.834724979097865, 15.834724979097865, 15.834724979097865]",0.0
159,measurement,True,1.9882538667235679,0.06328418674596836,0.5882234058654914,31.85222811839969,2.7379563192482865,218,41,8,0,"[30.97970272281495, 33.6163850333305, 35.689195755]","[11.581425058763262, 12.344243428738034, 13.064996125000375, 14.232231923317554]",18.644782809381155,"[30.8086540818733, 33.6163850333305, 35.689195755]","[15.036014287344129, 16.05991238680477, 16.935091874879294, 19.232484480828212]",13.9076023478207
160,measurement,True,2.186961580002001,0.18784905043875574,0.4561159795035631,31.904141983114126,3.025279658391458,211,47,9,0,"[30.90413263054825, 32.98221378316275, 35.503294505]","[11.943219532424905, 13.618617239694721, 15.431213549236887, 20.249698415886986]",68.32287116223254,"[29.2605365, 31.5045234250675, 33.75308582329245]","[13.458821975932402, 15.34184806940525, 17.52343422566973, 24.749348233788766]",69.259607455294
161,measurement,True,2.080876618641624,0.07291585724212928,0.48176158651897044,31.67581764630809,2.965874872461005,217,43,7,0,"[30.97200247, 33.6163850333305, 35.78833718]","[11.653891472782593, 12.448808923635767, 13.22393797467996, 14.235926868196872]",22.909676955578462,"[30.7981037518733, 33.4900573033305, 35.78833718]","[14.425001383175236, 15.425948518765882, 16.392978271025573, 20.6028171083315]",16.89459442151935
162,measurement,True,2.0391349735035402,0.09095014536687185,0.599133990654454,31.611266852977444,2.5719308549374325,209,51,7,0,"[30.787540665, 32.6389535319354, 35.18843456]","[12.182682029933128, 13.041652810680118, 13.949970010836951, 16.253851725467587]",27.53872397260614,"[30.68221255328655, 32.6389535319354, 35.18843456]","[15.903730719407232, 17.00888010141916, 18.485146677032134, 21.463633180416924]",20.59906337927937
163,measurement,True,2.1110836106060593,0.0,0.5034079837924359,31.779548999033743,3.0155340852788153,211,48,8,0,"[28.376274255, 29.10705821745655, 29.429065745000003]","[12.613434283293529, 12.613434283293529, 12.613434283293529, 12.613434283293529]",0.0,"[28.376274255, 29.10705821745655, 29.429065745000003]","[15.740340890437816, 15.740340890437816, 15.740340890437816, 15.740340890437816]",0.0
164,measurement,True,2.1903767879561564,0.13247184569298023,0.41863048965311905,32.26519213269629,3.2597564103355947,213,49,5,0,"[31.04624509, 33.61575142335015, 36.696902405]","[11.79896286038623, 13.12608245765637, 14.60984323870459, 17.50806022921036]",43.60678619052249,"[30.80642350513085, 33.370518395, 36.09730783]","[14.219243662854518, 15.820381633324777, 17.50329922242763, 21.916521886262135]",34.9131925117242
165,measurement,True,1.892289941730137,0.18764990700051923,0.6256041500581997,31.84520408690194,3.0263071283094423,220,40,7,0,"[30.97970272281495, 33.27154536798945, 35.60243593]","[10.260185200467484, 11.946746340723989, 13.603062370934042, 18.78468737585489]",69.9255148665469,"[30.76801350828655, 32.93975158, 34.42010653732065]","[13.593321084881296, 15.705520834931832, 17.05435621464243, 24.73611392631703]",78.88716005205816
166,measurement,True,2.230604266427522,0.034965706548456175,0.41784415546323234,32.00755249633507,3.1679199036764194,209,51,7,0,"[30.89358230054825, 33.61878387388505, 36.43617476]","[12.977699752934464, 13.394208383868529, 13.77512246056598, 14.336145403118813]",10.253568634387781,"[30.79587317513085, 33.61878387388505, 36.43617476]","[15.631180902796125, 16.132267804387965, 16.602328926940352, 17.388983639169094]",7.774687027097103
167,measurement,True,2.080180602123019,0.0856725352956112,0.5582340891443264,31.70396149982356,2.4697225711336963,212,49,6,0,"[30.76801350828655, 32.84223616, 35.1443427240727]","[12.234369647866572, 13.152506089302106, 13.973061558467725, 16.160501925575325]",25.891564685055396,"[30.68221255328655, 32.7659476898655, 34.827777775]","[15.685519418737325, 16.872677327345386, 17.939438404585356, 21.04861206151256]",19.1336054977385
168,measurement,True,2.1158762532283326,0.14905684573500194,0.5034794227429568,31.831415854518085,2.9701901258074943,215,43,9,0,"[31.03269094054825, 33.6163850333305, 36.270103745]","[11.837007168654456, 13.53830954553359, 15.31345345277601, 18.440082952965806]",53.86059077980018,"[30.90865332054825, 33.4900573033305, 35.43452652765335]","[14.891438322508762, 17.01353441716272, 18.68956777737684, 23.998504367666225]",47.96257308944084
169,measurement,True,2.0983306964487856,0.11182503418496323,0.47858528425746316,31.89388946132689,2.749606678078688,214,47,6,0,"[31.03269094054825, 33.6163850333305, 35.5839735271325]","[11.516082556427067, 12.86787177458426, 13.836903617841866, 16.389169098428308]",34.30429842203749,"[30.89358230054825, 33.6163850333305, 35.5839735271325]","[14.257047752217956, 15.989450613064715, 17.120024235907678, 21.051305810671316]",27.63446586762366
170,measurement,True,2.236289531404924,0.013253345411163681,0.4757746054344935,32.11677080015498,3.1521767149581175,210,47,10,0,"[30.97200247, 33.61575142335015, 36.32668681]","[13.865869194322022, 14.022113087073771, 14.171354397509456, 14.395596351751038]",4.426174570764359,"[30.7981037518733, 33.61575142335015, 36.32668681]","[17.101250983150607, 17.307292653372805, 17.498434868327827, 18.176219011399496]",3.2212827618848445
171,measurement,True,1.744352625673346,0.17263013753030565,0.7857399423035767,31.719812382460418,2.800131860023952,212,46,9,0,"[31.0253201733632, 33.61878387388505, 36.09730783]","[10.24698359635572, 12.078475465195101, 14.053859938788504, 17.308502119230546]",43.6426955346904,"[30.787540665, 33.61878387388505, 36.09730783]","[14.51348551732311, 17.346817111902368, 20.00129894952138, 24.779138877194356]",34.882849533141496
172,measurement,True,2.1158944659607677,0.0,0.5433551361660198,31.904331347658385,2.5877019754525405,212,50,5,0,"[28.7075496663795, 29.398260685, 29.760862715000002]","[13.107619284880437, 13.107619284880437, 13.107619284880437, 13.107619284880437]",0.0,"[28.7075496663795, 29.398260685, 29.760862715000002]","[16.64703448178511, 16.64703448178511, 16.64703448178511, 16.64703448178511]",0.0
173,measurement,True,2.137035552871942,0.14720423578908481,0.5340474042742064,32.09036936664408,3.1902914653749206,207,51,9,0,"[31.0253201733632, 33.830278697737896, 36.696902405]","[12.301980573458453, 14.066328599531847, 15.685443763628218, 19.256492339929007]",55.65945987494669,"[30.608648372512548, 32.63123790044895, 34.619493755]","[15.571958637583483, 17.062995250701967, 18.60546117252993, 24.35633354283384]",53.285666979530376
174,measurement,True,2.079582673866282,0.11508791075142932,0.4958051333667128,31.651111300002437,2.9850402903205757,212,49,6,0,"[30.90865332054825, 32.94601884004135, 35.362169727132496]","[11.592015611613931, 12.553522885458003, 13.591086222880193, 16.221883554580675]",38.43648740025097,"[30.69418602440025, 32.80167838862475, 35.614437525]","[14.432245964482874, 15.650216343488076, 17.13820606287859, 21.770340143606806]",30.979194814970317
175,measurement,True,2.078333232611064,0.07509037760192677,0.4871159722128363,31.725021864226772,2.472094706718125,216,45,6,0,"[30.92984162468825, 32.93512720905445, 35.1414781440727]","[11.560538168849657, 12.336007049160584, 13.127747536527991, 14.220381750871182]",21.182206850901874,"[30.6746588676868, 32.788220758624746, 35.43452652765335]","[14.349014792333968, 15.300705900962738, 16.445478566141666, 18.57767974279161]",15.803155644076863
176,measurement,True,1.9576027585467075,0.17248469944133157,0.5698454508725997,31.62947246388601,2.6801435922036347,221,37,9,0,"[30.79587317513085, 33.6181502639047, 35.78833718]","[10.425431251732123, 12.512028998781718, 14.741585575583942, 18.322234777973964]",47.024913553749656,"[30.79587317513085, 33.41899081804695, 35.78833718]","[13.644043414707749, 16.206402421531358, 18.980444950944985, 23.842193909303607]",34.15783241722254
