iteration,mode,success,intercept,beta_bmi_std,sigma,bmi_mean,bmi_sd,n_left,n_interval,n_right,n_uninformative,rho80_cuts,rho80_times,rho80_cost,rho90_cuts,rho90_times,rho90_cost
244,ordinary,True,1.9920754602093755,0.11364142538185451,0.5566548533849142,31.838083599106785,3.0162750317766935,217,43,7,0,"[30.97970272281495, 33.61878387388505, 36.379591695]","[11.122575588197774, 12.287419510888991, 13.494698576083325, 15.514628478819136]",35.1332031837438,"[30.97970272281495, 33.61878387388505, 36.379591695]","[14.312316485426797, 15.833332061522684, 17.42451053507864, 21.2349057879798]",29.38549396913678
245,ordinary,True,1.970329125986174,0.12310731172622956,0.5658652487077397,32.09171358754848,3.0319922370506696,217,43,7,0,"[30.90865332054825, 33.0756697561724, 35.74174605]","[10.801284385893442, 11.771291041217475, 12.958104453989494, 15.387554726418468]",36.064591104061364,"[30.90865332054825, 33.4651615552023, 35.913889964999996]","[13.93482900618464, 15.547902227232267, 16.864160120173207, 21.383259838715322]",31.65560438445353
246,ordinary,True,2.1724160921950335,0.07818583513557201,0.42251149610592126,31.868305373064064,2.8957200877686358,217,43,7,0,"[30.90413263054825, 33.10621120439835, 36.067052364999995]","[12.055843317967863, 12.76885561180456, 13.691659133980277, 15.254671308092975]",22.549307479538168,"[30.68221255328655, 32.84223616, 35.784493075]","[14.528288694696563, 15.377181247847341, 16.546124217645534, 18.862637585976646]",16.673839856436114
247,ordinary,True,2.06139209222136,0.004145463444878415,0.534290544779675,31.69038327681957,2.5837205926563023,217,43,7,0,"[30.937212391873302, 32.7956838498655, 35.3033617940727]","[12.29205714076393, 12.33247473120435, 12.373995858085475, 12.454678966615159]",1.1885452919868416,"[30.71007222013085, 33.43796273185215, 35.3033617940727]","[15.551479255415282, 15.621839460741336, 15.664989286190306, 15.794589621913818]",0.8463922129674534
248,ordinary,True,2.052533487045704,0.11369619442503984,0.5733785472323986,32.086075947461985,3.002075295113398,217,43,7,0,"[30.89358230054825, 33.0756697561724, 35.614437525]","[11.849375109986731, 12.847139049940386, 14.088557113385226, 17.116848428495075]",40.25961883840495,"[30.68221255328655, 32.788220758624746, 35.10594088]","[15.274160202216141, 16.533155007273642, 17.942733203313097, 22.87330446668633]",36.943263294415594
249,ordinary,True,2.092105617773588,0.006773898577704988,0.5327178534259426,31.912821770735373,2.8049603002932604,217,43,7,0,"[30.97518203281495, 32.7956838498655, 35.43452652765335]","[12.641245027284354, 12.701011343632889, 12.764432089551438, 12.913808929750704]",1.8237999802985339,"[30.69418602440025, 32.7956838498655, 35.07972461]","[15.980327268637033, 16.060600087356747, 16.138841742567056, 16.35732112067208]",1.3558923580463302
250,ordinary,True,2.1542617945951283,0.1080827136405346,0.47584103142652806,31.971578354629237,2.708826875413132,217,43,7,0,"[30.6746588676868, 32.4464685187638, 35.10594088]","[12.047734136006572, 12.878527300676808, 14.041951176903742, 16.63595509136697]",34.3601865710949,"[30.60783565533905, 32.224071465460554, 34.824950689999994]","[14.942121300181215, 15.877424809983355, 17.436162750126233, 20.640494145566176]",28.425667703019304
251,ordinary,True,1.9787004025501356,0.16995644058773435,0.5662556528616888,31.879882004887666,2.7975113179656335,217,43,7,0,"[30.97970272281495, 33.5666893024067, 36.270103745]","[10.692505404588806, 12.554460818594826, 14.575497171055, 18.129685657152848]",51.61489437056561,"[30.7981037518733, 33.5666893024067, 36.09730783]","[13.732208048064102, 16.27600041807215, 18.768058747382565, 23.25833875103235]",43.36734717943703
252,ordinary,True,2.085875666267526,0.17101904281308647,0.5707970012712289,31.70846056418072,2.587851822007834,217,43,7,0,"[30.92984162468825, 33.61575142335015, 35.614437525]","[11.973520866647151, 14.368609563696428, 16.183697937327455, 20.44237625091281]",55.98309252844402,"[29.23587997, 30.92984162468825, 33.21173465295685]","[14.117292379264144, 15.54961964189113, 18.28428486908758, 24.19835865974403]",61.97237866711938
253,ordinary,True,1.9018633795001734,0.15764026891818336,0.6089706814054292,31.778842664465504,3.2544767006913835,217,43,7,0,"[30.6508682826179, 32.88265373593305, 36.32668681]","[10.33250812025478, 11.564218767476703, 12.659475903958647, 21.199002498166823]",50.86062870616838,"[29.23587997, 30.90865332054825, 33.85248154497105]","[12.833600299902917, 13.798049519498122, 15.903299961316709, 21.04583464022219]",63.22939936930655
254,ordinary,True,1.989398180265936,0.10615085243698996,0.5587908949262331,31.8801985909707,3.0609083727129955,217,43,7,0,"[30.98707349, 33.2228226209062, 35.78833718]","[11.142204373139071, 12.034659525883548, 13.037032485648785, 15.061519216015212]",35.00799299325322,"[30.7981037518733, 33.5885526, 35.78833718]","[14.25444549498212, 15.740083486450573, 17.02211768839204, 23.56838116822788]",27.79412088760999
255,ordinary,True,2.10881829841862,0.10245893261682709,0.47005253590701507,31.742015928775494,3.0818564634612393,217,43,7,0,"[31.03269094054825, 33.61575142335015, 36.067052364999995]","[11.729343430355382, 12.84906081589701, 13.603601450310856, 16.176663532179294]",33.822992494982785,"[30.90865332054825, 33.61575142335015, 36.307053295]","[14.48626764123418, 15.887457505784871, 17.106732181461595, 23.369052441372318]",25.814169553421
256,ordinary,True,2.1602789420525204,0.04199723726531479,0.42953522906607405,31.67706931233668,3.0479615004123906,217,43,7,0,"[29.78295940879965, 31.84840334540425, 34.824950689999994]","[12.069381559588582, 12.379599176786646, 12.831569630869417, 13.690835257737874]",13.340297895406264,"[30.90865332054825, 33.61575142335015, 35.78833718]","[14.828427823739968, 15.399018047836238, 15.875892818193797, 17.133562104105415]",10.247257257894429
257,ordinary,True,2.0307325200739155,0.001726201838802445,0.5137254123448515,31.79870443323296,2.8400789451735857,217,43,7,0,"[30.90413263054825, 33.0606690944397, 35.5985534521325]","[11.7314262746174, 11.746538448169701, 11.76394031521346, 11.793621368743514]",0.4768211690807064,"[30.7981037518733, 33.61575142335015, 35.5985534521325]","[14.706633802183052, 14.732207968072224, 14.751973033151987, 14.7842468895432]",0.3479272421603456
258,ordinary,True,1.9936226442189104,0.1184678984591192,0.5582307048855354,31.854111039887766,2.733270957812777,217,43,7,0,"[30.90865332054825, 33.15713729, 35.78833718]","[11.06067349910734, 12.116328317471922, 13.628554962612036, 15.972360572207183]",37.39570729925723,"[30.68221255328655, 32.89893226593305, 35.78833718]","[14.148420547065276, 15.489100917248104, 17.636995003401847, 21.500787706374936]",31.18566455718411
259,ordinary,True,2.0150927051832546,0.0972469438408029,0.5174803337336646,31.89821544183103,3.049454131750704,217,43,7,0,"[30.97200247, 33.65155807608805, 35.689195755]","[11.069960208861009, 12.091689270852113, 12.91817251991173, 15.080378944300437]",26.484334353847835,"[30.7981037518733, 33.65155807608805, 35.689195755]","[13.917462212767589, 15.24590926201486, 16.384170008172816, 19.545816773277444]",20.60288937563844
260,ordinary,True,1.8441110375092848,0.1289929139451648,0.6481128859074129,31.828786497392667,2.999058267970735,217,43,7,0,"[30.5924608559611, 32.793997146935396, 35.5985534521325]","[10.13560046540006, 11.19073290320837, 12.274142776263787, 16.277004837889322]",38.40768026130568,"[30.71007222013085, 32.642336522060546, 34.827777775]","[13.683687109017315, 14.882864736613108, 16.076583266407667, 21.647238247465598]",36.78274470855483
261,ordinary,True,1.897590114794941,0.1922261164778142,0.6151682997549479,31.961818495129386,3.3046853970104606,217,43,7,0,"[30.97518203281495, 33.6163850333305, 36.19617383]","[10.24747539926646, 12.0315555252043, 13.80592003716953, 23.872427873244025]",65.68062396041651,"[29.5907377837715, 30.97518203281495, 33.4900573033305]","[12.67513048415338, 13.636433152290486, 15.889374425052408, 23.607721722972844]",87.45421603263661
262,ordinary,True,2.0314775611902496,0.11760899261671946,0.5115187527705124,31.438185849759982,2.6427674798203276,217,43,7,0,"[29.92335859103325, 32.224071465460554, 34.82428092]","[10.73320551138873, 11.88289384305409, 13.173022199885416, 15.217283990920512]",34.301677110837275,"[29.99940893, 32.35873326694265, 35.10594088]","[13.623268899918259, 15.090581533927232, 16.88463308094438, 21.63244657132864]",24.946092741143474
263,ordinary,True,2.1147511669238783,0.060262242339242274,0.5059259852133192,31.761622938074318,3.032274556272232,217,43,7,0,"[30.623805126629748, 33.27154536798945, 36.09730783]","[12.27926856993327, 12.923019643746787, 13.678079808012079, 14.73765759241663]",17.54736762177956,"[30.71007222013085, 33.1562658323878, 36.09730783]","[15.439548218150781, 16.192384348009387, 17.13722250501055, 18.720110461467023]",12.90505222138701
264,ordinary,True,2.068660226107843,0.16501602621802022,0.5162373907151423,31.618387669064834,2.6705797952339707,217,43,7,0,"[30.97970272281495, 33.75437025555455, 35.913889964999996]","[11.38276166593048, 13.586866755955617, 15.328714472941593, 19.474884601021824]",46.566278479879315,"[30.97970272281495, 33.6163850333305, 35.78833718]","[14.389131289556866, 17.060142081717117, 19.27955857792907, 24.65611596834468]",32.80095491442209
265,ordinary,True,2.1092821131027035,0.11035737124476902,0.505463316821488,31.866609926999008,2.993116640377277,217,43,7,0,"[30.44797393, 32.49373470890675, 35.46054748]","[11.792494139883852, 12.682724736020099, 13.890562797738161, 16.374751664559824]",34.80329863304219,"[30.2798105797449, 32.3567186049637, 35.46054748]","[14.748144603458844, 15.858077616802355, 17.681085375366354, 20.722276148501845]",29.582525412650618
266,ordinary,True,2.171102208874403,0.13304473465864974,0.4542070909654285,31.739094068403745,2.785222944309542,217,43,7,0,"[31.03269094054825, 33.6181502639047, 35.43452652765335]","[12.093772516828821, 13.742833696028821, 15.014537303254384, 18.317326946471578]",45.795975545934766,"[30.7981037518733, 33.6181502639047, 35.43452652765335]","[14.781339334468893, 16.941353698791403, 18.475083260881554, 24.57947760370323]",34.308033145116426
267,ordinary,True,2.0852632007704233,0.15821441867905123,0.43276381117468987,31.816717935213365,2.8590736759747815,217,43,7,0,"[30.85879222242155, 32.96101950177405, 35.818592644999995]","[10.70016723797554, 11.976835189418614, 13.815881996759877, 17.373146518261507]",37.74087910290321,"[30.69418602440025, 32.80167838862475, 35.818592644999995]","[13.004285572427005, 14.559906656630718, 17.010047692147143, 21.202019991111406]",26.76363882352874
268,ordinary,True,1.9295593773540536,0.06088379661545351,0.6061664548478545,31.659872151475486,2.7238469898368134,217,43,7,0,"[30.72266034328655, 32.46810561226445, 34.968266275000005]","[11.147621657066876, 11.569311038983564, 12.099023294360759, 13.384830527410799]",18.213139433130692,"[30.787540665, 33.5877580840151, 35.5839735271325]","[14.582299361370273, 15.500742765147056, 16.342187407025378, 18.5067104153195]",14.89393806674771
269,ordinary,True,2.0248207196467605,0.1282154715346804,0.5715175907454669,31.75375945186682,2.7345876379625342,217,43,7,0,"[30.163447343292603, 32.293475444963704, 35.43452652765335]","[11.1605131820465, 12.18880090387275, 13.983567223214234, 16.842693756107003]",41.89071408502495,"[30.97970272281495, 33.56204261, 35.614437525]","[14.95909654976923, 16.96768758839297, 18.62522479100762, 22.29797693894123]",35.92499561370793
270,ordinary,True,2.013725557536057,0.167148756941665,0.5518179460678295,31.886274738964236,3.127766962209886,217,43,7,0,"[30.9825528, 33.56429046185215, 36.8111298]","[11.03490122281836, 12.655191209374456, 14.757734256013345, 19.53650698729777]",48.62012603534775,"[30.9825528, 33.56429046185215, 36.8111298]","[14.263178534956293, 16.251113195302107, 19.18507359479176, 24.904445475084113]",40.59464047925809
271,ordinary,True,1.9217503605677404,0.21696384271712227,0.5857467724785828,32.07811468988219,3.2729406713252254,217,43,7,0,"[30.90413263054825, 33.12300602801975, 36.379591695]","[10.027062619885607, 11.551282977729363, 13.718941114268222, 19.087728404389182]",63.38208323063116,"[30.70173971, 32.80167838862475, 35.02655091]","[13.01015193481194, 14.94660648633218, 16.99684008430312, 24.698275137786574]",60.764584467795586
272,ordinary,True,2.1338718360470956,0.12045997414241066,0.4938308402505985,31.93866138938921,2.9296903430959422,217,43,7,0,"[31.021087095, 33.61878387388505, 36.39922521]","[12.029278637482038, 13.488734147593549, 14.848336322944183, 18.681354535681567]",39.051753705643065,"[30.7981037518733, 33.61878387388505, 36.09730783]","[14.982827925171932, 16.851517247395588, 18.490901448140242, 23.214500576573112]",30.06350756974927
273,ordinary,True,1.9168946497455923,0.1752345103597552,0.6166299350942552,31.79310612713078,3.0424645776771855,217,43,7,0,"[31.0253201733632, 33.424977923350156, 35.65718455]","[10.561257158970317, 12.253477689866038, 13.971386933658833, 17.60801117202424]",60.3276012579584,"[30.65373823440025, 32.741668448490245, 35.10594088]","[13.852511229222989, 15.629264902083222, 17.499040555936745, 24.23494764005189]",61.12882643345803
274,ordinary,True,1.97108235483153,0.1358799568001595,0.6350936512076358,31.611898839322592,2.8806338608443958,217,43,7,0,"[30.519692062512547, 33.01852089593305, 35.661028654999996]","[11.3770460621801, 12.727911796822573, 14.37598109806263, 18.316228363169778]",42.236469885655424,"[30.3338417815045, 32.6192354769354, 35.1443427240727]","[15.079661153135524, 16.830527018899243, 18.942223960792095, 24.220137699855474]",37.965116291638715
275,ordinary,True,1.9496492315624097,0.1395966638928095,0.5529410231074995,31.611561498654495,2.7324198029908096,217,43,7,0,"[30.90413263054825, 33.35454504804695, 35.614437525]","[10.532946998168242, 11.96713344148145, 13.303124134743173, 16.455347477119307]",43.87736331540846,"[30.7309928534174, 33.2727718999674, 35.614437525]","[13.472123623435456, 15.336425560937004, 17.218233303008113, 21.140156733589976]",38.52428189749655
276,ordinary,True,2.0076093081820754,0.14391307543567694,0.606431805400505,32.13565674969168,3.470477739326414,217,43,7,0,"[31.08587628054825, 34.0586650229143, 37.157963695]","[11.555357259775782, 13.134742305312182, 14.525777616464271, 21.130843793014705]",47.30302874269302,"[30.3292723037254, 32.32391072355615, 34.50887419732065]","[14.913648134597551, 16.136295968690998, 17.61443715949671, 23.520566049653354]",54.09778899326011
277,ordinary,True,1.930580762656806,0.07136836484753392,0.5639945480893603,31.80610039006311,2.9853734192825114,217,43,7,0,"[31.0253201733632, 33.689960370455, 36.09730783]","[10.732990146934783, 11.432690675549061, 12.118097919453898, 13.523687542800866]",18.937003069639687,"[30.90865332054825, 33.689960370455, 36.09730783]","[13.79770706828206, 14.729892076229453, 15.655877838989445, 17.74907364489744]",15.39347415050766
278,ordinary,True,1.9992770968860343,0.09058699990827261,0.5375773759294485,31.948680559637804,3.109774071051037,217,43,7,0,"[31.0253201733632, 33.6163850333305, 36.226429295]","[11.118998263763881, 12.008035912378752, 12.806532998534767, 14.321660861712273]",27.570369007830863,"[30.7981037518733, 33.6163850333305, 36.226429295]","[14.090859680939138, 15.309921824102355, 16.36946301033657, 21.49645779799224]",20.959586383791613
279,ordinary,True,2.051841903691309,0.028117103435258462,0.5798389868270322,31.723996628296202,2.8924435354370557,217,43,7,0,"[30.70173971, 32.4464685187638, 35.2208681140727]","[12.5137824144335, 12.710820032348561, 12.98149221051291, 13.628043593697925]",8.539538272829152,"[30.70173971, 32.7600117379936, 35.41665096172605]","[16.163140307542516, 16.487165097852913, 16.845235242361472, 17.928604561486793]",6.871561055759449
280,ordinary,True,2.122206765332339,0.157091875160097,0.46651941283279574,31.921105979505043,3.0351213240350896,217,43,7,0,"[31.0253201733632, 33.5885526, 36.696902405]","[11.454458003240115, 13.108648216548938, 14.93339617128488, 18.918697530051332]",54.09127075021024,"[30.64909616251255, 32.88265373593305, 36.09730783]","[14.063953570623573, 15.693410459142026, 18.335445496004212, 24.455500369449105]",44.3165698044851
281,ordinary,True,1.9717564901753528,0.11198237273191793,0.5985296130552475,31.876144202347852,3.447197797133867,217,43,7,0,"[30.98707349, 33.6163850333305, 36.39922521]","[11.347111610590296, 12.387675745397992, 13.393454696017603, 18.197036147356805]",36.67466127337315,"[30.62994764933135, 32.626213435, 35.18843456]","[14.765222127259788, 15.770308842618283, 16.845289461156117, 23.678561557703897]",30.53312142100922
282,ordinary,True,1.914397353454065,0.16797289352172307,0.6773577113656367,32.037945688004456,3.2873691723033835,217,43,7,0,"[31.03269094054825, 33.6534761183305, 36.696902405]","[11.056547655922595, 12.736561903231463, 14.38918724657519, 23.240743421815626]",53.79830638192261,"[29.55072956140705, 31.170282710000002, 33.80998091497105]","[14.129681626076282, 15.21026434896623, 17.311485086124137, 24.44366468359195]",73.97559820905961
283,ordinary,True,2.096978361564988,0.09467663830992132,0.5216272277937305,31.71302136276605,3.004976253838502,217,43,7,0,"[30.97970272281495, 33.82618036210485, 36.270103745]","[12.1489418986905, 13.29039325186251, 14.312676378077068, 16.468448834487443]",32.232098924580505,"[30.97970272281495, 33.6163850333305, 36.270103745]","[15.353259954058394, 16.740948444267968, 18.117393905229953, 21.37573309411607]",25.261263916384586
284,ordinary,True,2.073935247785147,0.056903381632981864,0.4690072807024202,31.583711275289215,2.755676881624844,217,43,7,0,"[29.6816902154643, 31.82297635245955, 34.82428092]","[11.26206143416646, 11.728183311778036, 12.35673377648373, 13.629909665065524]",15.400452049854685,"[30.3017749204332, 32.2234017078153, 34.618823985000006]","[14.077549552908986, 14.651479543716556, 15.247150714342412, 16.96980672071724]",10.85145290632482
285,ordinary,True,2.043781736819401,0.1877705638777126,0.5352716609506474,31.941417577227057,2.9000267853721096,217,43,7,0,"[30.733223430159853, 32.825957630000005, 35.64644873]","[10.879466699204157, 12.495721781514973, 14.147401716307936, 20.594322699881882]",72.19030653157856,"[30.3292723037254, 32.18924892207405, 33.75308582329245]","[13.623369024340352, 15.37966480157604, 16.857507008037334, 23.541957722297912]",83.45463454181335
286,ordinary,True,2.052074175652752,0.10602193967164618,0.5065038363339773,31.83665410356609,3.100521656534315,217,43,7,0,"[30.71007222013085, 32.84223616, 35.614437525]","[11.293009838750113, 12.13067697611462, 13.158003309503066, 18.6880797481291]",38.17964545044025,"[30.56642096440025, 32.60649538, 35.614437525]","[14.204486011187768, 15.169007392793327, 16.601027042200926, 24.91373519820079]",26.160894694156006
287,ordinary,True,2.081904485223735,0.11354584234861465,0.5668863931851719,32.144047258422674,2.991244898721441,217,43,7,0,"[30.90865332054825, 33.59095144055455, 36.696902405]","[12.038795012073429, 13.406219330052755, 14.71669665414759, 18.178074829708827]",34.86622810042484,"[30.7981037518733, 33.59095144055455, 36.116941345]","[15.5702288097118, 17.34914469299544, 18.9288267497758, 23.32688848237809]",27.86324326474476
288,ordinary,True,2.0765067556914913,0.10674822780181006,0.5243837030517705,31.964527955698895,3.002028369792814,217,43,7,0,"[30.85879222242155, 32.7794053198655, 35.444663407132495]","[11.748969048154036, 12.570644602238588, 13.579936658355154, 15.683858701289479]",38.474579087119324,"[30.85879222242155, 33.462913703350154, 35.661028654999996]","[14.81831313420112, 16.328262142652243, 17.755040997741567, 24.81481256089195]",27.12678207817173
289,ordinary,True,2.0395193249878556,0.22667228769193853,0.6023416020025227,32.07059095331887,3.2123518898735592,217,43,7,0,"[30.622393963731597, 33.0756697561724, 35.967910939999996]","[11.113805444368147, 13.221429202767014, 15.618649742292117, 21.258112892437182]",99.46798698161263,"[29.20491842677795, 30.231074160082798, 31.65839805197855]","[13.479351234959152, 14.49450977390568, 16.05907730159096, 23.99644123469743]",169.22715665347627
290,ordinary,True,1.9007111106859178,0.13884901005785016,0.625561764870643,32.00477914474532,2.9295820575096743,217,43,7,0,"[29.862609685, 32.090620644428796, 34.6456217064828]","[10.017163342631855, 11.1285804020171, 12.376417609839821, 14.533496614698803]",45.849887204192655,"[29.6275526687715, 31.81334720703845, 34.392796086077254]","[13.190588078679104, 14.61271982472553, 16.297251127604667, 20.726684085357913]",45.652080514205366
291,ordinary,True,1.8683222636267554,0.019133655075496327,0.7246922667830178,31.967169220620075,3.0580462850359096,217,43,7,0,"[31.0253201733632, 33.6181502639047, 36.307053295]","[11.809016135006793, 12.005877794312926, 12.190319281654466, 12.545532947232381]",5.210414460334549,"[30.90413263054825, 33.6181502639047, 36.09730783]","[16.255202847037943, 16.537005380253568, 16.782166133558896, 17.256325488721682]",4.382611045868632
292,ordinary,True,2.039930514202882,0.10752027171167707,0.48051533225398335,31.69789221335256,2.813384582283845,217,43,7,0,"[30.540880719331348, 32.788220758624746, 35.298663829999995]","[10.844902436444508, 11.846247701605641, 12.686842301965045, 15.31586184399003]",30.8252573652694,"[30.7309928534174, 33.451538092365254, 35.689195755]","[13.58221285971713, 15.083065780728719, 16.543166478465274, 19.654579278827633]",24.527309228903395
293,ordinary,True,2.1428847206251747,0.024960864353414013,0.4761643804452717,31.511405437051298,2.5298935309830077,217,43,7,0,"[30.80642350513085, 32.642336522060546, 34.266714834222455]","[12.595600043608275, 12.830924258538156, 13.015057807458376, 13.36901957678189]",7.59130336201935,"[30.6508682826179, 32.642336522060546, 35.1414781440727]","[15.533066001713433, 15.83049178824372, 16.172216047613407, 16.94512052404928]",5.5306315049847
294,ordinary,True,2.0523649574833427,0.1201749481496019,0.4919814051482591,31.77350975527618,2.947739515456837,217,43,7,0,"[31.087787360548248, 33.4243392690151, 35.5839735271325]","[11.170024912064115, 12.38809778506268, 13.396825042422595, 17.25309905788381]",38.83693286804003,"[30.72266034328655, 33.1117307459062, 34.824950689999994]","[13.87021325225639, 15.330516942200802, 16.494458899983705, 21.4222333815167]",35.23352616910862
295,ordinary,True,2.11123679541603,0.054767466169402944,0.5146775057107201,31.96183514751056,3.174263256691996,217,43,7,0,"[31.0253201733632, 33.85248154497105, 36.307053295]","[12.40636215072593, 13.040548163430332, 13.627168271238412, 14.455088652313213]",17.081857536689164,"[30.7981037518733, 33.61575142335015, 36.307053295]","[15.56944059341507, 16.35665084021631, 17.107752859265002, 19.994941665096132]",12.436916880031871
296,ordinary,True,1.9760411320060198,0.1662261930283589,0.5355406961334133,31.799207955521222,2.7886526150403745,217,43,7,0,"[30.59267890122185, 32.9759465231214, 35.78833718]","[10.218227389759504, 11.752907283064674, 13.747715748496217, 16.948985016055232]",45.213023971448735,"[30.72266034328655, 33.61878387388505, 35.78833718]","[13.171651109798502, 15.702350244745851, 18.005039519544628, 22.20094849118201]",36.41841731659433
297,ordinary,True,2.1050830887247143,0.08764148295825828,0.4742336403686039,31.707860259123837,3.115066624069009,217,43,7,0,"[30.7981037518733, 33.2390362786214, 35.81474854]","[11.743010460282063, 12.620051074816523, 13.259891454177353, 15.948686080446555]",28.44720454431311,"[30.69418602440025, 33.0606690944397, 35.81474854]","[14.555602199441855, 15.559539450236555, 16.560602301747544, 21.89638673893078]",21.48314329776796
298,ordinary,True,2.1127052533319213,0.11588308107191324,0.4515122189030942,31.59900215020959,2.9338630935864387,217,43,7,0,"[30.534848816629747, 32.66291330362475, 35.661028654999996]","[11.40743789445962, 12.352795094163875, 13.831405686727724, 16.39487063719714]",37.37716823053764,"[30.69418602440025, 32.817956918624745, 35.661028654999996]","[14.11541296562128, 15.292296732869689, 17.087787238779875, 21.496976426205904]",29.31003051700296
299,ordinary,True,2.0343199931947344,0.17687136354144942,0.5391095670621803,32.28811945848412,3.266080261837974,217,43,7,0,"[31.0253201733632, 33.61575142335015, 36.696902405]","[10.883737183627721, 12.6548147688592, 14.37757355360562, 19.433953227264507]",59.68258988004425,"[30.7981037518733, 33.3978292790151, 35.3033617940727]","[13.838724616784834, 16.042796658444715, 17.726994822883718, 24.635595126645722]",62.5202902534603
300,ordinary,True,2.1329512166593343,0.1468983811422967,0.4731294227925444,31.846831935633993,2.84847716978245,217,43,7,0,"[31.08587628054825, 33.61575142335015, 35.913889964999996]","[11.690697702139941, 13.43792809813818, 14.829634514676043, 18.460292912919297]",47.88422224709687,"[30.90865332054825, 33.61575142335015, 35.913889964999996]","[14.546822226753909, 16.666624130870623, 18.75010537457566, 23.733666976620558]",40.65280603761129
301,ordinary,True,2.0081607721953034,0.10108769672333173,0.5526466057207104,31.437513958448086,2.3801405120225523,217,43,7,0,"[30.250881951248452, 32.4662509483577, 34.7518470314828]","[11.041895331256661, 12.171891429704273, 13.252608955708986, 15.191474643070405]",27.877589728416467,"[29.97147683, 32.240660877037755, 34.7518470314828]","[14.080948441841121, 15.49156088523315, 16.966467433921775, 20.337460570160527]",21.336050668852753
302,ordinary,True,2.1573881795096566,0.07039090763792535,0.4416178874392759,31.751060519265973,3.1708999312845316,217,43,7,0,"[30.85879222242155, 33.6163850333305, 35.81474854]","[12.167132959878655, 12.926527992426214, 13.650791652717132, 15.445674229302996]",21.712712334108577,"[30.85879222242155, 33.6163850333305, 35.81474854]","[14.808524269763225, 15.778694675235467, 16.589730218573255, 18.75780782004584]",16.077347025248216
303,ordinary,True,2.0781736693160635,0.001144082838563288,0.5272436370446868,31.771412042669745,3.0738114818809574,217,43,7,0,"[31.04216991, 33.65155807608805, 36.307053295]","[12.446245142893062, 12.45856188450225, 12.470153506320068, 12.486687891983204]",0.31311905662702977,"[31.04216991, 33.65155807608805, 36.067052364999995]","[15.69669824543322, 15.712308266705103, 15.72607808828936, 15.752164770602654]",0.2446228154347592
304,ordinary,True,2.253317335275314,0.06265778572214233,0.3755912380798107,32.057451633684785,3.1093005798657267,217,43,7,0,"[30.97970272281495, 33.462913703350154, 36.09730783]","[12.647296913805826, 13.322119936619051, 13.899724841117719, 15.110884870973443]",18.361850750724628,"[30.97970272281495, 33.2727718999674, 35.81474854]","[14.972533179935926, 15.731918551657692, 16.397075936716803, 18.495752222394298]",13.744628126378666
305,ordinary,True,2.049919721073803,0.10670684042144324,0.4707323272146493,31.765393039642383,2.557400809805495,217,43,7,0,"[30.927611047945803, 33.61575142335015, 35.2208681140727]","[10.806682818124878, 12.261522406549012, 13.17134393128728, 15.331565141714744]",30.497213927550803,"[30.927611047945803, 33.61575142335015, 35.2208681140727]","[13.45951879191673, 15.164680671627035, 16.288702530475327, 19.446264290000272]",21.356484212542686
306,ordinary,True,2.068702032145633,0.10409865575546576,0.47898212325321604,31.88540261772908,3.1071902604579003,217,43,7,0,"[31.0253201733632, 33.6163850333305, 35.614437525]","[11.295022555280516, 12.340532263418222, 13.288946860344634, 15.005225386815685]",32.66544273316846,"[30.7981037518733, 33.6163850333305, 35.614437525]","[13.944440680836097, 15.348247922171593, 16.54231352676528, 22.67662259072028]",24.480373664940316
307,ordinary,True,2.041337467814298,0.1729971029885871,0.5340588475867183,31.907801472755544,2.996447527108196,217,43,7,0,"[31.08587628054825, 33.6163850333305, 36.116941345]","[11.118107087982322, 12.93215298086869, 14.938923923887574, 18.347670309155262]",66.96678317365307,"[30.2010349365045, 32.14410497, 34.827777775]","[13.709842287927122, 15.342587141987226, 17.444146238935343, 23.398339139064188]",65.17145926655607
308,ordinary,True,1.907941878336069,0.10837294649181244,0.6026359222647057,31.549819945991537,2.6426642270326006,217,43,7,0,"[30.2866225535415, 31.899833275, 35.07972461]","[10.482989765045039, 11.14551301881589, 12.399090577366685, 15.157207589174183]",31.09462606321884,"[30.21662261693255, 31.899833275, 34.60264087422245]","[13.742777200847943, 14.637843313575704, 16.17292921929001, 19.932072829032748]",26.097807589127253
309,ordinary,True,2.030696848511676,0.11101705521203083,0.5039242726851453,31.87092669548662,2.8336986129806814,217,43,7,0,"[30.76801350828655, 32.84223616, 35.41665096172605]","[10.985717557305485, 11.89829318783005, 12.826483002049333, 15.579329886497655]",37.148755120838885,"[30.66624308199585, 32.84223616, 35.642604625000004]","[13.75727942578183, 14.930693580007492, 16.465550967567374, 24.292980740539555]",28.155954486465923
310,ordinary,True,1.9914983969386484,0.1236295288873402,0.5746220520002147,31.905209117292195,2.699358930716313,217,43,7,0,"[30.8086540818733, 32.9081672631214, 35.444663407132495]","[11.083840976132693, 12.195028250326574, 13.392846429465143, 17.325677571207095]",39.081102387258426,"[30.69410274884015, 32.7659476898655, 35.444663407132495]","[14.326585691379314, 15.767985917774851, 17.407901787483006, 22.30884694660962]",34.07125595876808
