iteration,mode,success,intercept,beta_bmi_std,sigma,bmi_mean,bmi_sd,n_left,n_interval,n_right,n_uninformative,rho80_cuts,rho80_times,rho80_cost,rho90_cuts,rho90_times,rho90_cost
115,ordinary,True,1.9902978533969575,0.10466078385218884,0.5654772552107041,32.09262993317451,2.737015792754437,217,43,7,0,"[30.89358230054825, 32.93512720905445, 35.444663407132495]","[11.06943485790694, 11.972967195039663, 12.921751615538822, 15.307038070845685]",30.88719721355249,"[30.89358230054825, 33.6163850333305, 35.444663407132495]","[14.265670882141896, 15.87047807221019, 16.88259844012526, 19.778572912429194]",25.431779844669762
116,ordinary,True,2.1184202223450557,0.1180905013668792,0.4775387342323825,31.705845464170167,2.7957929566776194,217,43,7,0,"[30.90865332054825, 33.128525569527596, 35.78833718]","[11.787286384259087, 12.89042661916404, 14.462023290444122, 17.136024691561047]",37.52796878479165,"[30.81094419513085, 33.6163850333305, 35.78833718]","[14.567243651401935, 16.43671879078431, 18.057239432211993, 21.90228016054268]",27.63412198897221
117,ordinary,True,2.035944858390543,0.10849397286912038,0.4526608914143798,31.74695765636786,3.0029715778740225,217,43,7,0,"[30.90865332054825, 33.65155807608805, 36.32668681]","[10.672906715463721, 11.777613755905811, 13.046938806151708, 14.729806210137586]",25.846567438422145,"[30.8086540818733, 33.65155807608805, 36.32668681]","[13.064164309548294, 14.493185690233545, 16.09904506399847, 18.526956332001866]",17.963654742800884
118,ordinary,True,1.992806628420773,0.12621878622916413,0.5484375877882817,31.897196391070402,3.306172837736552,217,43,7,0,"[30.90865332054825, 33.61878387388505, 36.307053295]","[10.986346422306925, 12.162970570534291, 13.26464136097845, 15.942773688470725]",38.154467789443416,"[30.7981037518733, 33.61878387388505, 36.307053295]","[14.036686310209012, 15.650214991997967, 17.12050665751029, 24.41552141083561]",30.338207690301424
119,ordinary,True,2.0332851234849882,0.08051964618128928,0.543413308257251,31.91664330084084,3.041280067939739,217,43,7,0,"[30.98707349, 33.824895929842754, 36.226429295]","[11.619456211681785, 12.530190709217713, 13.337979698737207, 14.675329991984912]",22.474869755160015,"[30.98707349, 33.61878387388505, 36.226429295]","[14.802579132445352, 15.936488874343793, 17.025729202766588, 19.564187008465254]",17.728504584593193
120,ordinary,True,2.130915847034887,0.158049071011257,0.5236497179523406,32.31111365346305,3.329176206297925,217,43,7,0,"[31.0253201733632, 33.6163850333305, 36.886309245]","[11.976946925877861, 13.653253582535406, 15.29858226132854, 19.89426030326601]",56.75055637324323,"[30.70173971, 32.66291330362475, 34.6462914764828]","[15.097598987375994, 16.643718548957036, 18.142960070283905, 23.893163790910865]",61.93913614257482
121,ordinary,True,2.137628855400501,0.15853929516989204,0.5383489653721651,31.997571834821873,3.5134538732647442,217,43,7,0,"[31.03269094054825, 33.43571488, 35.57383664765335]","[12.42678251741721, 13.988100653097941, 15.27290966003007, 23.96630796399197]",70.65437388007544,"[29.55072956140705, 31.517078741196748, 33.35454504804695]","[15.02403841683625, 16.343295723356363, 17.85558967254376, 24.407580365315777]",87.58765462306206
122,ordinary,True,2.007026193972085,0.07329313632859459,0.5172931889964525,31.507438756867696,2.538477203228726,217,43,7,0,"[29.92335859103325, 31.66284253, 34.01253445026795]","[10.889230206781061, 11.405886606854871, 12.151229846033688, 13.23154186957851]",17.709081072144972,"[29.92335859103325, 31.5045234250675, 34.2304863568548]","[13.72585711354724, 14.330549278488093, 15.460607839815765, 17.020073596897884]",12.696397653648303
123,ordinary,True,2.1286340287019763,0.11449379007149696,0.49037938115147817,31.89205857897798,2.839084456199163,217,43,7,0,"[30.97970272281495, 33.6163850333305, 35.913889964999996]","[11.968440680800272, 13.336583301745886, 14.713656279023647, 17.706010768771844]",34.5541547564125,"[30.7527505868733, 33.46579516518265, 35.913889964999996]","[14.874996393311497, 16.609134346856752, 18.357814384943854, 22.868009914242204]",23.612952849326724
124,ordinary,True,2.0579615080679847,0.1087590909719332,0.4952802088483825,32.07876187454988,2.90822056808087,217,43,7,0,"[30.97970272281495, 33.82618036210485, 36.116941345]","[11.191304863053915, 12.453972417195414, 13.524900814080757, 15.471437942189391]",31.02305402356363,"[30.97970272281495, 33.6163850333305, 36.116941345]","[14.0007984533193, 15.511668541709563, 16.90910516932523, 19.352491500180292]",24.550853246337102
125,ordinary,True,1.9815901598486199,0.17152287645747083,0.6322976760786545,32.050875088045366,3.224827343522272,217,43,7,0,"[30.97970272281495, 33.2720211849674, 35.7561174421325]","[11.329214949082099, 12.880137169259887, 14.236791300185434, 18.01099140282125]",57.508731429158374,"[30.80642350513085, 33.2720211849674, 35.4267878412052]","[15.007170705453449, 17.249463456230075, 19.079919063372166, 23.808096590634836]",56.92314025198589
126,ordinary,True,2.1848390583438793,0.06878312477570657,0.45338948637425835,31.780779741010605,2.9865544906990453,217,43,7,0,"[29.83027704, 31.872845715, 34.96257461]","[12.33767486017728, 12.889082255313035, 13.686242202219141, 15.355315291744326]",20.217424865274673,"[30.7981037518733, 33.61878387388505, 36.09730783]","[15.425093501425371, 16.502118206496768, 17.39154293576492, 18.82994059111854]",14.805065705222043
127,ordinary,True,1.809573229495111,0.1808142593707657,0.7158042710651796,31.651093158684144,2.4378880036069344,217,43,7,0,"[30.8086540818733, 32.88265373593305, 35.35203284765335]","[10.149541497367695, 11.890735263279863, 13.579522821994995, 18.633995740577333]",50.611694609352284,"[29.2908193387951, 30.90413263054825, 33.337644175911]","[12.68469734806897, 14.187777395734534, 17.0353325879944, 23.224158727045307]",57.99547057585654
128,ordinary,True,2.094388064719789,0.14959413789713877,0.497395938662687,31.949996756796494,2.821986489634521,217,43,7,0,"[31.0253201733632, 33.6163850333305, 36.43617476]","[11.394893243861583, 13.010003793316901, 15.050731642441459, 18.224089736843986]",45.07894573784564,"[30.7981037518733, 33.6163850333305, 36.43617476]","[14.211917706017818, 16.529680632701076, 18.983255995553836, 23.709982082787715]",35.32074326657013
129,ordinary,True,2.0441253409434506,0.10996756569133898,0.4830425464798625,31.895274047205696,2.8566429112144527,217,43,7,0,"[30.97200247, 33.61575142335015, 35.913889964999996]","[10.958879580935859, 12.15225251356595, 13.230807051930391, 15.421972478140836]",33.13273150443558,"[30.7981037518733, 33.61575142335015, 35.913889964999996]","[13.584698284313419, 15.15799198841798, 16.599386315717748, 19.697503280240973]",27.114866705670845
130,ordinary,True,2.1018372448935376,0.08940477383267705,0.5044911056675968,31.86561924557274,3.254418444024102,217,43,7,0,"[30.98707349, 33.6163850333305, 36.39922521]","[12.029582140365077, 12.922456213648315, 13.892687806346633, 15.700556894381164]",30.358239078258187,"[30.79587317513085, 33.4900573033305, 36.39922521]","[15.036581955854224, 16.205681862823674, 17.43972715412191, 22.39233175333901]",21.518151529415313
131,ordinary,True,2.061413896993762,0.11414910329280475,0.569325994279909,31.85658998896936,3.1120605554840726,217,43,7,0,"[30.2989175471691, 32.98221378316275, 36.09730783]","[11.744413388839064, 12.952711710132215, 14.319194599432707, 16.67097917467225]",38.24784204053112,"[30.68221255328655, 32.7659476898655, 35.614437525]","[15.488984832959328, 16.700822181611823, 18.29176302863827, 22.903335361920014]",33.08621335000177
132,ordinary,True,2.1003016580856144,0.08356868804031678,0.4674144707340991,31.79328527020721,2.9438149224535413,217,43,7,0,"[30.97970272281495, 33.48942369335015, 35.5839735271325]","[11.631417012784178, 12.56730984579263, 13.260773003328136, 14.981967839464845]",23.308427610546403,"[30.733223430159853, 33.43796273185215, 35.5839735271325]","[14.320851843373365, 15.480337642498773, 16.419236654156645, 19.38397816221767]",18.781421892480083
133,ordinary,True,2.155524987969326,0.1481879247553638,0.5206428285421216,32.00877049299591,3.05449249624073,217,43,7,0,"[30.927611047945803, 33.61878387388505, 36.270103745]","[12.360298710869928, 14.137350704241538, 15.684580188335744, 20.829278549384444]",57.33351313940559,"[30.5563661387093, 32.224071465460554, 33.82618036210485]","[15.612032302002632, 16.829975945003124, 18.099940962053775, 24.957214173845976]",62.925925339834194
134,ordinary,True,2.020276833370651,0.09304842076447317,0.5170541751052073,31.926771090184197,2.773398010281045,217,43,7,0,"[31.0253201733632, 33.6181502639047, 35.913889964999996]","[11.095980791247523, 12.099057352579353, 13.156656792424497, 14.851673813439891]",25.85569133413942,"[30.90865332054825, 33.35454504804695, 35.913889964999996]","[14.01242335788341, 15.215480185193954, 16.5459554540371, 18.73425281078116]",20.965590792114597
135,ordinary,True,1.8942301156017292,0.16572085963121985,0.559197497946622,31.89959466547135,2.9964167680070104,217,43,7,0,"[31.255424249441752, 33.6163850333305, 36.43617476]","[10.0, 11.34175452121855, 13.121327838902937, 16.785598273859275]",47.43888351611514,"[30.7981037518733, 33.6163850333305, 36.43617476]","[12.5854935973326, 14.628388271737716, 17.35140157614275, 22.680966120464785]",35.763307649829166
136,ordinary,True,2.1641864891992464,0.0725798386638717,0.47033445248229366,31.513546983034594,3.2558059447924967,217,43,7,0,"[30.69410274884015, 33.31298934591101, 35.74174605]","[12.540345224489844, 13.34997569013808, 13.960966273270454, 15.340317718579238]",23.52369635373859,"[30.69410274884015, 33.243574335000005, 35.35203284765335]","[15.51151889688602, 16.45333684526122, 17.19484221883529, 19.282799742715945]",18.937977948997727
137,ordinary,True,1.9960056711367185,0.048162391124589005,0.5445204220555347,31.91725134142447,3.0595385521633576,217,43,7,0,"[31.03269094054825, 33.6534761183305, 36.32668681]","[11.378328408266691, 11.8475142706084, 12.349332221460227, 13.043585194338238]",13.391433286971594,"[31.03269094054825, 33.4651615552023, 36.32668681]","[14.50835028890922, 15.092630385258634, 15.741087830678314, 17.097041374741416]",10.77301082233772
138,ordinary,True,2.0354903267075555,0.17256628042021008,0.5410692426330542,31.90067587140019,3.0163797775805907,217,43,7,0,"[31.03269094054825, 33.6163850333305, 36.39922521]","[11.13154013152569, 12.937325296715393, 14.916901330467992, 20.471501695104145]",58.038506865387944,"[30.231074160082798, 31.4807653089329, 33.75308582329245]","[13.832103827757605, 14.765510783341929, 16.74725329245935, 24.536871144678884]",65.47823594209947
139,ordinary,True,2.1678255424985933,0.16419887433207833,0.4857713950696973,31.89846165626475,2.912825312151125,217,43,7,0,"[30.98707349, 33.6163850333305, 36.09730783]","[12.077528737563663, 14.083747790917325, 15.952353143760993, 19.96562879859955]",59.82746885565154,"[30.60783565533905, 32.293475444963704, 34.5435630114828]","[14.990700220983936, 16.505701775646816, 18.386125941662122, 24.722600027409843]",55.76004791383086
140,ordinary,True,2.0055649189475067,0.09077526142440749,0.5471965589204228,31.777888417042504,2.761498038003038,217,43,7,0,"[31.0253201733632, 33.6521916860684, 35.689195755]","[11.280363792546591, 12.30399226190947, 13.338941463157669, 15.00244451719391]",25.670329108622774,"[30.8131747718733, 33.6521916860684, 35.689195755]","[14.357504269285306, 15.766798381341134, 17.003494132739718, 19.720336436708287]",20.46667307547914
141,ordinary,True,2.056866711788998,0.1128556421938088,0.49424302423790906,31.760145951418377,2.8267976016062235,217,43,7,0,"[30.98707349, 33.61878387388505, 36.32668681]","[11.241543847284769, 12.467590568278796, 13.867390389397238, 15.93079333490901]",31.811392087309986,"[30.79587317513085, 33.462913703350154, 36.09730783]","[14.003280802636645, 15.614471311395759, 17.240814462561318, 19.912870557871052]",24.799480448602978
142,ordinary,True,1.988869548205045,0.17080477885528608,0.6204223445620325,31.847515951118506,3.2201432785080204,217,43,7,0,"[31.0253201733632, 33.9632508881169, 36.43617476]","[11.44893638263894, 13.327662830837784, 15.557989787396922, 24.72350607274198]",63.91377050724301,"[29.94361332905565, 31.872845715, 34.178481535470354]","[14.487573144300493, 15.999016432881357, 17.978499841040033, 23.830433084925797]",75.39860325163538
143,ordinary,True,2.192829627808915,0.04219604540384942,0.3834896024752879,31.608371695811048,3.024914838208865,217,43,7,0,"[30.15014196731975, 32.224071465460554, 35.46054748]","[12.057514650490235, 12.392006902515336, 12.883315459494488, 13.775703718676857]",11.966054571322374,"[29.96721196103325, 32.224071465460554, 35.46054748]","[14.273387595561793, 14.705014920294083, 15.298089967274358, 16.72914657797557]",8.927527557856656
144,ordinary,True,2.1837827982123437,0.12610996567007499,0.43160909943132303,31.90446137031579,3.075391796261212,217,43,7,0,"[30.84344416, 32.88265373593305, 35.46054748]","[12.018622205767095, 13.044980517309511, 14.21296672217969, 17.294409958564145]",39.56858406607095,"[30.7981037518733, 33.3978292790151, 36.067052364999995]","[14.5672147350701, 16.244771943257973, 17.986865668919297, 22.54089536157918]",31.19557481387771
145,ordinary,True,2.133719557372336,0.08622356030552644,0.44715338453719766,31.95555897452532,3.2522398272694337,217,43,7,0,"[30.97970272281495, 33.268229165, 36.696902405]","[11.82995624756358, 12.556202632173935, 13.542446611731451, 15.695298175426105]",27.15963029302934,"[30.69418602440025, 33.268229165, 36.696902405]","[14.407275236123091, 15.371193491664275, 16.625057259084276, 21.160705035104613]",19.131092765955586
146,ordinary,True,2.081344186602134,0.14832686132533807,0.46896106026364853,31.96453527691671,2.852525161168964,217,43,7,0,"[30.70173971, 33.161785373895654, 35.913889964999996]","[10.805850653467422, 12.36794332347196, 13.925750121433973, 17.290834709726173]",47.569621263459794,"[30.79587317513085, 33.6163850333305, 35.913889964999996]","[13.535456660566407, 15.696523588670395, 17.632101100637268, 23.548875972531025]",39.75096113450975
147,ordinary,True,1.9923019267572324,0.1981620488468236,0.6154222280767486,31.97273074603531,3.2497272800525496,217,43,7,0,"[30.90413263054825, 33.48942369335015, 35.689195755]","[11.166087519371738, 13.109726538697059, 15.096150265682503, 20.2505403387095]",87.97335092761956,"[29.21659567, 30.71007222013085, 32.54021816248835]","[13.572398561459478, 14.734121602716888, 16.566828346241426, 24.686665357666485]",129.83102746366504
148,ordinary,True,1.8911639060714858,0.1780216712205199,0.6789837416100154,31.970674916784716,3.0694605731254656,217,43,7,0,"[30.9825528, 33.80869648270895, 36.696902405]","[10.730529596538387, 12.700509388466577, 14.441081093948918, 18.846379715259474]",58.11263462674224,"[29.20491842677795, 30.9825528, 33.75308582329245]","[13.367645214218772, 14.650862104300366, 17.130280434916884, 24.204126030094116]",73.7057942558064
149,ordinary,True,2.1363122022928924,0.15424247459833523,0.4291150746945177,31.90297531818311,2.959466937145566,217,43,7,0,"[31.03269094054825, 33.6521916860684, 36.067052364999995]","[11.285035849354042, 12.934754370804791, 14.494298726065507, 17.869497517899486]",47.59799319427927,"[30.90865332054825, 33.6521916860684, 36.067052364999995]","[13.74593936991194, 15.819486726125616, 17.746854550864406, 22.54385024409392]",36.32145918033351
150,ordinary,True,2.1227789859643162,0.1715508656147233,0.42817572258080683,32.14009990791775,3.2428128685874174,217,43,7,0,"[30.899751381101503, 33.37126911, 36.696902405]","[10.840357383438269, 12.380753796640256, 14.3847471326749, 19.2762174680578]",58.056741707196174,"[30.6746588676868, 32.99721444489545, 35.07972461]","[13.208922281597756, 14.947000457899119, 16.57851123886365, 23.271735796879348]",56.787692170306094
151,ordinary,True,2.0493264657414407,0.11621700307304508,0.456336799873224,32.075635280385164,3.447688724518775,217,43,7,0,"[31.0253201733632, 33.78908927710485, 36.696902405]","[10.781401565619552, 11.890430584644708, 12.715149252806432, 17.61003944442951]",34.145754971331925,"[30.7981037518733, 33.6163850333305, 36.696902405]","[13.203378897239563, 14.571950242503895, 15.839521804981084, 21.525226270677113]",23.897840404039975
152,ordinary,True,2.1447664439902487,0.085510261393172,0.4431342346646836,31.891468996731376,2.997295189409454,217,43,7,0,"[30.90865332054825, 32.96671152593305, 36.09730783]","[11.907026312455246, 12.590662622975872, 13.549222586092789, 15.6895632676886]",25.16861903255836,"[30.733223430159853, 33.0606690944397, 36.09730783]","[14.476030673857773, 15.449192073266463, 16.726231773541336, 19.615369582460566]",18.707089770802998
153,ordinary,True,2.1683317213546314,0.0021522778752909918,0.4301952699155566,31.785722899079566,2.8289707837430216,217,43,7,0,"[30.98707349, 33.46579516518265, 35.78833718]","[12.545628665488858, 12.570529005290858, 12.590687941058809, 12.629096753767763]",0.5486874146546548,"[30.733223430159853, 33.46579516518265, 35.78833718]","[15.159966237003976, 15.191474968646993, 15.21849309144853, 15.260371431736505]",0.3679438389495918
154,ordinary,True,2.1016371794231294,0.11177309506426711,0.5174074635331106,31.820512050792246,2.7333797135402738,217,43,7,0,"[30.8086540818733, 32.741668448490245, 35.272642877653354]","[11.942733522022465, 12.927626860390989, 13.912050216940365, 16.65974240349351]",34.88448544338086,"[30.68221255328655, 32.642336522060546, 34.7839153964828]","[15.029795178488722, 16.272296823812294, 17.50810895401343, 21.55609003033062]",29.00396042701029
155,ordinary,True,2.0204712119528594,0.16035207176461855,0.6100600943081009,31.871298869761418,2.810191778117853,217,43,7,0,"[31.0253201733632, 33.43796273185215, 35.57383664765335]","[11.616872924864333, 13.446853791009781, 15.06377541392674, 18.46730018167821]",51.84575500686901,"[30.90413263054825, 33.43796273185215, 35.57383664765335]","[15.369554241095178, 17.793056616770915, 20.027599234419764, 24.982750044734367]",43.70231603151639
156,ordinary,True,1.9860958224601146,0.14400663260100055,0.6225248471245186,31.870155252080476,3.1296820663349627,217,43,7,0,"[30.97970272281495, 33.61575142335015, 36.09730783]","[11.536810499758802, 13.02835389100676, 14.574112143455729, 17.209261577465384]",46.089586382658425,"[30.97970272281495, 33.61575142335015, 36.09730783]","[15.262294367079276, 17.308868410716556, 19.46399733649998, 23.673165581107895]",41.41524556697195
157,ordinary,True,2.0987082319318335,0.14063220382730893,0.4719656794498478,31.871967097331865,2.854813377217388,217,43,7,0,"[31.03269094054825, 33.462913703350154, 35.78833718]","[11.322592673827224, 12.791134212669284, 14.354728789735196, 17.191956759217017]",44.57339461768717,"[30.7527505868733, 33.3598934990151, 35.78833718]","[13.945290617014301, 15.873606364477759, 17.914901970554343, 21.53277492476348]",34.290158047973236
158,ordinary,True,2.1076829725932256,0.07918284219179411,0.5175642145440188,31.64493658457686,2.897854473965428,217,43,7,0,"[30.3292723037254, 32.30530665, 34.994482545]","[12.126034206728898, 12.805963166312491, 13.55794239301429, 15.530365730244553]",22.839880019583624,"[30.68221255328655, 32.8449168645578, 36.116941345]","[15.469614249425574, 16.37938437201291, 17.81127695999084, 20.701807903426364]",16.64693097740039
159,ordinary,True,2.052237892140745,0.10011036792030834,0.5508364679700463,31.973316092827908,3.033239585709699,217,43,7,0,"[30.90865332054825, 33.402089945911, 36.32668681]","[11.76118610221661, 12.724513795049955, 13.950641937416533, 15.689957431003412]",29.409495366468636,"[30.72266034328655, 33.26747845, 36.116941345]","[15.006836615903373, 16.274548886308768, 17.79322201143117, 21.337525037720592]",23.124640439722313
160,ordinary,True,2.100669207340362,0.04745165772388724,0.510001184491912,31.73665675979133,3.115707086598583,217,43,7,0,"[30.97970272281495, 33.1577184559062, 35.689195755]","[12.314857668578313, 12.741494685635473, 13.19131465803842, 14.085100751687726]",14.568813159346341,"[30.97970272281495, 33.6163850333305, 35.689195755]","[15.454255633376603, 16.096134022407703, 16.648253031237005, 19.22087370395754]",10.669992833250582
161,ordinary,True,1.9636534295868633,0.04799649015766639,0.584529337705732,31.75556313475644,2.9488929061840077,217,43,7,0,"[30.7309928534174, 33.0606690944397, 36.09730783]","[11.376385067598287, 11.777469842117586, 12.40594597346169, 13.100511469900717]",12.066042706557864,"[30.54263037933135, 32.73998174556015, 36.09730783]","[14.738317605244568, 15.235113756816721, 16.0682407806474, 17.00097607829915]",8.715722457271912
162,ordinary,True,2.0901358308009566,0.032452845225925564,0.4956801588849476,31.93713912102897,2.626472333507396,217,43,7,0,"[30.8131747718733, 32.89893226593305, 34.82428092]","[12.037415141054316, 12.366981949421355, 12.613578002624173, 13.08243862796289]",8.111209137717712,"[30.72266034328655, 33.24811706996741, 35.35203284765335]","[14.983119679413432, 15.467734577707358, 15.836648849024451, 16.53259044013845]",6.185390972454536
163,ordinary,True,1.8758394365494717,0.05426294114368779,0.588943962699995,32.01784520343719,3.149603866129133,217,43,7,0,"[30.90865332054825, 33.1306627597635, 36.153890895]","[10.43138028983743, 10.814417207869893, 11.308754711118127, 12.535246154341822]",14.780695423997413,"[30.68221255328655, 32.93975158, 36.153890895]","[13.51693620236193, 14.020633088757712, 14.75257406477497, 17.35648895429328]",10.345793787597215
164,ordinary,True,2.072254592124285,0.07299809401761516,0.4985503588088496,31.74947027465358,2.9517971981121254,217,43,7,0,"[30.84344416, 32.7794053198655, 35.60243593]","[11.699625536384124, 12.268919306051258, 12.93944639640321, 14.30279838946443]",19.053198985618863,"[30.7527505868733, 33.35454504804695, 35.60243593]","[14.583082020598482, 15.57516497218222, 16.369542113041692, 18.1369228628141]",14.46202856038738
165,ordinary,True,2.1028276274427697,0.1948428284708781,0.4856917716602816,31.86559676092782,3.087280103177675,217,43,7,0,"[30.98707349, 33.402089945911, 35.689195755]","[11.266873837947543, 13.192897590480534, 15.023488591768565, 19.706049089394554]",83.34687295751496,"[30.68221255328655, 32.53430712084605, 34.258432214678805]","[13.972758406821548, 15.729145949527657, 17.51515361911065, 24.400318642392573]",89.91803544296857
166,ordinary,True,2.0840487355801764,0.09003923618571687,0.5083912850611092,31.899286864604985,2.6776449210051356,217,43,7,0,"[30.90413263054825, 33.272296082989456, 35.642604625000004]","[11.716549479528668, 12.692315796682525, 13.755533621619437, 15.729107072215806]",29.25425980251719,"[30.757643205, 33.272296082989456, 35.642604625000004]","[14.69452169612207, 16.004093037905232, 17.2781667809658, 21.032471292039382]",22.83441227872203
167,ordinary,True,2.105424118319024,0.07063627821269967,0.5153791728439755,32.07804718566299,3.133977928571835,217,43,7,0,"[30.97970272281495, 33.6163850333305, 36.39922521]","[12.21795334283933, 12.968058785921246, 13.715900117804935, 14.861794016855157]",22.667243404099764,"[30.7981037518733, 33.6163850333305, 36.39922521]","[15.333515649917322, 16.36521415279932, 17.24266618839164, 21.258678164297418]",15.805819430005549
168,ordinary,True,2.0749996031637137,0.0942561456537721,0.5006638081746992,31.858014134806595,3.3198623128218365,217,43,7,0,"[30.90865332054825, 33.6521916860684, 36.09730783]","[11.638151991106236, 12.589977450303321, 13.392505827024554, 17.61938066961343]",29.88907311347617,"[30.81094419513085, 33.6521916860684, 36.09730783]","[14.55001100960205, 15.800173292690172, 16.865839757854605, 21.960747735386757]",20.92288522040794
169,ordinary,True,2.1310461102343683,0.12185124260269088,0.4885698796892692,31.959478040336318,2.9790106786103894,217,43,7,0,"[30.71007222013085, 33.035066021815396, 35.756325974999996]","[11.86290313763784, 12.997807364626079, 14.392899691388546, 16.65193191854455]",41.63386718222766,"[30.71007222013085, 32.781257049999994, 35.913889964999996]","[14.823265958715181, 16.12226039177903, 18.051308508584857, 22.92877956930391]",35.96130978544667
170,ordinary,True,2.0712204296721337,0.15471442179619493,0.5297178069686909,31.776090450034292,2.6439964247320202,217,43,7,0,"[30.97970272281495, 33.5885526, 35.614437525]","[11.479268590885862, 13.47108632068503, 15.013439219949953, 18.852389362248726]",49.60364885852406,"[30.97970272281495, 33.5885526, 35.614437525]","[14.643027091770879, 17.145028615954274, 19.53038247806601, 24.299822144406498]",39.94156559987745
171,ordinary,True,2.01178338212882,0.2181241697686814,0.5519500217801141,31.662391992679872,2.8999493643428425,217,43,7,0,"[31.0253201733632, 33.56429046185215, 36.09730783]","[10.855381035078786, 13.300654928167729, 15.356579429633062, 22.50759698986245]",73.46788015093148,"[29.30985428677795, 30.90413263054825, 32.566909555448945]","[12.542628411856487, 14.175430683352758, 16.063353327826672, 23.161160942704928]",101.9887297994944
172,ordinary,True,2.0596127823978487,0.1420318072062977,0.5129303768879274,31.97821641843763,3.0083250342990757,217,43,7,0,"[31.0253201733632, 33.5885526, 36.32668681]","[11.246304239841091, 12.76083642372384, 14.307648651799202, 17.066003270065547]",43.38035815202622,"[30.80642350513085, 33.5885526, 36.116941345]","[14.102948452189883, 16.133012660931218, 17.981158947533388, 23.31681365307743]",35.690363694322244
173,ordinary,True,2.0557473513684124,0.14600233122239475,0.5349111423993946,32.05057537483032,2.8519106027101273,217,43,7,0,"[30.968995420130852, 33.80998091497105, 36.116941345]","[11.287362747453331, 13.092657148131886, 14.65790285751551, 17.443897013061157]",42.21291134519024,"[30.968995420130852, 33.6163850333305, 36.116941345]","[14.313447174225821, 16.623510930016593, 18.677962714269466, 23.460465277600246]",33.01024865489284
174,ordinary,True,1.8976623154013201,0.2244092312145339,0.6090071478254537,32.19211773581943,3.228299309534275,217,43,7,0,"[31.200221135, 33.624359252737904, 36.696902405]","[10.0, 11.953921258464648, 14.113028396909057, 20.732685303708195]",81.28406804711446,"[30.623805126629748, 32.224071465460554, 33.38110521706205]","[12.927298276830504, 14.410966169046855, 15.769302693124287, 23.864080690839025]",110.06137697627581
175,ordinary,True,2.101472936189351,0.12983514204903152,0.45772373327003324,32.0157079016079,3.087269422761171,217,43,7,0,"[30.90865332054825, 33.37126911, 36.086685880000005]","[11.220470486491461, 12.500360875915353, 13.63093609318438, 16.332103934994695]",38.95859559384232,"[30.72266034328655, 33.24811706996741, 35.3033617940727]","[13.762734603495016, 15.337606667168878, 16.622717195410104, 21.57401141834785]",34.213117228348054
176,ordinary,True,2.105353799365036,0.09565242777703982,0.45993050806115743,31.951663779956974,3.224939981265176,217,43,7,0,"[30.90413263054825, 33.2382855636214, 35.818592644999995]","[11.54178527462878, 12.403437751017151, 13.233882061805565, 15.875165459690875]",31.480705751881498,"[30.8086540818733, 33.6163850333305, 35.818592644999995]","[14.171442130466184, 15.440862008365217, 16.468362519584403, 21.78631076513883]",22.11828593127447
177,ordinary,True,2.0660307251581758,0.15958370106189793,0.5513192130652661,32.25988811769035,3.094941642187258,217,43,7,0,"[30.97970272281495, 33.61575142335015, 36.116941345]","[11.43172290800039, 13.117222521050788, 14.888850416479688, 17.918135315382518]",55.18586600981947,"[30.8086540818733, 33.48942369335015, 35.55795257478585]","[14.654065685164495, 16.8673866059743, 18.735615981107923, 23.00453002883705]",55.00797350505948
178,ordinary,True,1.9823808882002218,0.1596473606028396,0.5760669862327205,31.79407237224953,3.140690308912224,217,43,7,0,"[31.087787360548248, 33.5666893024067, 36.067052364999995]","[11.00749197428043, 12.599518794527269, 14.305820994543435, 23.04881790267625]",57.329816184744125,"[29.97147683, 31.4872464292182, 33.80869648270895]","[13.698529052517419, 14.775703637476347, 16.461766528972635, 22.2488118700858]",69.94334655742001
179,ordinary,True,2.0864620426571925,0.09638838399961759,0.5264219753176841,31.66632123891765,2.8309093822394535,217,43,7,0,"[30.7981037518733, 32.643977997384354, 35.27550745765335]","[12.035807935980797, 12.795750820705194, 13.61448307758468, 16.742866847041864]",33.26052850856557,"[30.72266034328655, 33.16120420798946, 35.689195755]","[15.19268327433352, 16.520704327739463, 17.678266467138677, 24.89090352570824]",25.595342393441616
180,ordinary,True,2.073486826548437,0.18956786097247433,0.5747687111113856,31.651469506520545,2.9630570130990774,217,43,7,0,"[30.54263037933135, 32.489931172488355, 35.285644337132496]","[11.695514790053965, 13.229837208189211, 15.038497865411905, 21.04557808363583]",71.06087096415982,"[29.25800972201715, 30.6746588676868, 32.41381647855615]","[14.142299999203697, 15.415161191430018, 17.1332929218607, 23.828052059608062]",103.91170094265514
181,ordinary,True,2.2180898553613506,0.08697688913238963,0.43592042524185937,31.91522044157671,3.226919442603227,217,43,7,0,"[30.8287019788348, 33.0606690944397, 35.74598056265335]","[12.72699477529134, 13.494667160011373, 14.386906981302896, 16.12285685300992]",29.084181651056838,"[30.8287019788348, 33.6163850333305, 36.738591400000004]","[15.452284643346907, 16.67046258250888, 18.05810599762865, 22.850182644780038]",21.19308952150339
