seed,fold,model,nll,success,brier_12,brier_14,brier_16,brier_18,brier_20,mean_brier
20252907,1,weight_height_full,0.6040486564904606,True,0.2650425534522578,0.06808372732998673,0.0363816666435583,0.010924386410905863,0.006011698061831096,0.07728880637970796
20252907,2,bmi_only,0.7059625958613143,True,0.32967720881512147,0.11058132389554527,0.09363205001834324,0.0411172200444382,0.020786458300680724,0.11915885221482576
20252907,2,bmi_age_height,0.7043666462123788,True,0.32766592770176184,0.11091972249386244,0.09368639287821207,0.04036111135211569,0.02044673290883206,0.11861597746695682
20252907,2,bmi_full,1.0816114705653053,True,0.3441382728398891,0.11435448996586728,0.09573235599012771,0.04214001925547089,0.020062804671497424,0.12328558854457047
20252907,2,weight_height_full,1.0760238034807412,True,0.34299867068532147,0.11376280409309926,0.09534559004097103,0.042140888753804444,0.020073846728167356,0.12286436006027271
20252907,3,bmi_only,0.8211013183348295,True,0.2993752048226121,0.09691598181738303,0.07817105188759459,0.05513320971294305,0.055739525941383226,0.11706699483638319
20252907,3,bmi_age_height,0.8351878594008176,True,0.3032776170529827,0.09829288735130524,0.07854911133016101,0.055119568155186496,0.05577776143466336,0.11820338906485976
20252907,3,bmi_full,0.8580285989534762,True,0.3221950001799283,0.10304160158013544,0.08011484201711118,0.05602666699337708,0.05620727826750141,0.12351707780761068
20252907,3,weight_height_full,0.8599072386160064,True,0.3220947197002069,0.10300897602814457,0.08005914331680142,0.05608947645336602,0.05625653912963479,0.12350177092563075
20252907,4,bmi_only,0.6459977137715632,True,0.24066549405779908,0.08829157833017302,0.07360671252560393,0.023274956717299306,0.0025398753813092585,0.08567572340243691
20252907,4,bmi_age_height,0.6498330309313429,True,0.2430920843256953,0.08908347410213514,0.07362160802217127,0.023404278431308264,0.002833957884207408,0.08640708055310348
20252907,4,bmi_full,0.6494250071525952,True,0.24107718548435955,0.08903920927071932,0.07267221958673008,0.02347323622514086,0.002787214070007836,0.08580981292739152
20252907,4,weight_height_full,0.6495887747025341,True,0.24075378521790197,0.08868428319887128,0.07234677670184027,0.023537515793399345,0.00275247084695913,0.0856149663517944
20252908,0,bmi_only,0.654654230886662,True,0.3048559311380984,0.09319252368887712,0.08886454189340769,0.005838506653277883,0.0029846337046238185,0.09914722741565699
20252908,0,bmi_age_height,0.6760580261210827,True,0.32850956236982876,0.09655772947648836,0.09109671762442413,0.005448411812521034,0.0027605535354414566,0.10487459496374074
20252908,0,bmi_full,0.7041554341314482,True,0.35430164720774837,0.10023188198080273,0.09241954363306294,0.007081693180484589,0.0037013158447151483,0.11154721636936275
20252908,0,weight_height_full,0.7026337238794312,True,0.35388401973149775,0.10035711560832675,0.09246857623290651,0.007410107100989622,0.0039058956622836263,0.11160514286720084
20252908,1,bmi_only,0.45510151452462855,True,0.2811850788449575,0.03912376795617966,0.00993901827120374,0.004582296614469526,0.0023779819420335704,0.06744162872576881
20252908,1,bmi_age_height,0.4516104976488963,True,0.2842736532761757,0.038737612976903014,0.009257957667617764,0.00419798771738453,0.002142508533312783,0.06772194403427877
20252908,1,bmi_full,0.4577227677869992,True,0.2882837722399781,0.03999601291052105,0.010647751461016817,0.0048778490819743215,0.0024781700480069006,0.06925671114829943
20252908,1,weight_height_full,0.45647245058729513,True,0.28721100688333134,0.039600299930631355,0.010566445824987664,0.004833023568572374,0.0024564390482130593,0.06893344305114715
20252908,2,bmi_only,0.7039977131765521,True,0.23055925729829752,0.09323237018903704,0.08988956962515009,0.038395308609250146,0.037457338380251545,0.09790676882039728
20252908,2,bmi_age_height,0.7039294666988132,True,0.23157918218479898,0.09315404973223357,0.08994953896933203,0.03835826329041195,0.037460257676088064,0.0981002583705729
20252908,2,bmi_full,0.7021528319094947,True,0.23229078902464936,0.09354873675189004,0.09059989862184764,0.03819323155943232,0.037370584892551996,0.09840064817007428
20252908,2,weight_height_full,0.7003331517108479,True,0.23156681290976305,0.09316281579030883,0.09039568335506035,0.0381101506874914,0.03733599701339288,0.09811429195120332
20252908,3,bmi_only,0.5267877489351397,True,0.1790048092457186,0.062302116008331104,0.0405763143457824,0.03587203151756437,0.018293121304355526,0.06720967848435039
20252908,3,bmi_age_height,0.5386771020454235,True,0.18411669866841796,0.06356342659258689,0.03997063664778908,0.03472361061459699,0.01791091823643665,0.06805705815196553
20252908,3,bmi_full,1.0247488061648116,True,0.21797245861194856,0.07375350955295595,0.04696759180335195,0.03930662771629664,0.018809472918967816,0.07936193212070418
20252908,3,weight_height_full,0.9632900608950661,True,0.21762472098966046,0.07345765533113123,0.04663326668458576,0.03903229991855946,0.018586207577152417,0.07906683010021787
20252908,4,bmi_only,1.1909913844002735,True,0.42863303422132054,0.1836965582679239,0.14608849062764864,0.10062879099237239,0.08021031775499744,0.1878514383728526
20252908,4,bmi_age_height,1.1844916569619333,True,0.4223559533596711,0.18149200558741643,0.1443177401731141,0.10017247586781637,0.08001892580163009,0.18567142015792965
20252908,4,bmi_full,1.208291912616239,True,0.424057182006373,0.18349820697786592,0.14508234707776257,0.10261611710432592,0.0815405234805726,0.18735887532938
20252908,4,weight_height_full,1.2101565070929237,True,0.4218803605692158,0.18262828138075976,0.14426073293248562,0.10262767832951124,0.08148460218980047,0.1865763310803546
20252909,0,bmi_only,0.7697071960818559,True,0.3099381642794002,0.1053156692378884,0.10432170034281375,0.05753343023312597,0.03976266450441403,0.12337432571952847
20252909,0,bmi_age_height,0.7755330250609404,True,0.31021127334968024,0.10689186498478113,0.10561572088375759,0.05815983522585351,0.03993565370758793,0.1241628696303321
20252909,0,bmi_full,1.1515921261278335,True,0.32054380283627426,0.1090186177375884,0.10629615167626084,0.05905627722228891,0.039569981023980676,0.12689696609927864
20252909,0,weight_height_full,1.159114893287308,True,0.32040107632521225,0.1082824958252987,0.1056226842354577,0.0590383994173169,0.039572934152371536,0.1265835179911314
20252909,1,bmi_only,0.6505781815601708,True,0.26115944194540697,0.09569899134145929,0.07297322956010006,0.03895226343189322,0.019227275369071924,0.0976022403295863
20252909,1,bmi_age_height,0.6546460640270841,True,0.262038284302893,0.09585658368352537,0.07263665415299253,0.0381735745501371,0.01894526177823759,0.09753007169355711
20252909,1,bmi_full,0.6462429616545956,True,0.2635193161696255,0.095718692458743,0.07231155576344993,0.03868866094835481,0.019455455446833782,0.09793873615740141
20252909,1,weight_height_full,0.6450918014663215,True,0.2626524825625781,0.09545698472589,0.07198172078249349,0.038502675394418595,0.019245678782874132,0.09756790844965087
