seed_index,seed,model,roc_auc,pr_auc,brier
78,20330982,rf_bmi,0.7777489352745647,0.9609771595148316,0.13553783131753935
78,20330982,rf_full,0.783496408282554,0.9614975758709094,0.11684752765501893
79,20330983,logistic_bmi,0.8193175485080771,0.9684904743751206,0.17332243253601404
79,20330983,logistic_full,0.7835681117123341,0.9523723249300555,0.1737437457055011
79,20330983,rf_bmi,0.793910566084481,0.9626008108421621,0.13580948940055526
79,20330983,rf_full,0.8209843712706937,0.96856028276595,0.11507758709172858
80,20330984,logistic_bmi,0.8183979318797295,0.968385535183891,0.1729194841661515
80,20330984,logistic_full,0.7916794614991879,0.9554424124544695,0.17346615601386217
80,20330984,rf_bmi,0.7815997115749699,0.9599782314441703,0.1324745027580621
80,20330984,rf_full,0.8359193900374551,0.9733320686725411,0.11171226306905131
81,20330985,logistic_bmi,0.8159512738940118,0.967738547136803,0.17443888459319012
81,20330985,logistic_full,0.7790541391106984,0.9525919520685245,0.17555316217141004
81,20330985,rf_bmi,0.7940872666994991,0.9648874972075193,0.13577805171441426
81,20330985,rf_full,0.8365231490293373,0.9742726147044476,0.11183029953549897
82,20330986,logistic_bmi,0.8144705577862189,0.9672231952429959,0.17443032007534798
82,20330986,logistic_full,0.7633220843542532,0.9460809591228769,0.17457771761408694
82,20330986,rf_bmi,0.7848387730254133,0.9619748845593292,0.13505889746124985
82,20330986,rf_full,0.8303004998091624,0.9731583086896425,0.11216378565966087
83,20330987,logistic_bmi,0.8141290802725958,0.9682647557415861,0.17499361357015475
83,20330987,logistic_full,0.7918564239525729,0.9575611952896974,0.1741282162143772
83,20330987,rf_bmi,0.7790416917175509,0.9602328756055544,0.13281757999531965
83,20330987,rf_full,0.8085146211551323,0.9648347771187327,0.11453564672802684
84,20330988,logistic_bmi,0.8139876875543209,0.9671049000608447,0.174115224513968
84,20330988,logistic_full,0.7732327874003398,0.9506774085967483,0.17623262419080696
84,20330988,rf_bmi,0.7521850915276171,0.9481330352117898,0.13816907096692996
84,20330988,rf_full,0.8184793031876829,0.9696001820495208,0.11760283334319144
85,20330989,logistic_bmi,0.8162116620794618,0.9683201250228473,0.17398763787551563
85,20330989,logistic_full,0.7768118358998549,0.9534380873860027,0.17644693234016737
85,20330989,rf_bmi,0.7630440120083121,0.9565996299276517,0.13532532147478754
85,20330989,rf_full,0.7993588988286784,0.9667744631251076,0.12228308307503505
86,20330990,logistic_bmi,0.8104909368677504,0.9670834635160452,0.17335918807058692
86,20330990,logistic_full,0.7721165100168301,0.9543622225303404,0.17429419843140143
86,20330990,rf_bmi,0.7968614643411409,0.9651321826355764,0.13343775071651767
86,20330990,rf_full,0.8227627976019656,0.9705196009334855,0.11447997375929132
87,20330991,logistic_bmi,0.8085521647487026,0.966768719657038,0.17506349356282314
87,20330991,logistic_full,0.7426900669601291,0.940905122494071,0.17904182045853698
87,20330991,rf_bmi,0.780967351776827,0.9586955035297585,0.13638811993852143
