target,variant,replicate,scope,mode,precision_w,recall_w,specificity_w,f1_w,accuracy_w,precision_raw,recall_raw,n,positive,predicted_positive,coverage_w,retest_rate_w,qc_fail_rate_w,negative_clear_rate_w,positive_call_rate_w,positive_precision_w,positive_recall_all_w,negative_npv_w,false_negative_clear_rate_w,followup_recall_w,followup_precision_w,negative_specific_clear_w,retest_records,negative_records,positive_call_records
ANY,group_class_weighted,3,overall_qcfail_negative,high,0.631578947368421,0.05639097744360899,0.9954873646209387,0.10353753235547881,0.8821995464852606,0.3333333333333333,0.014285714285714285,621.0,70.0,3.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,3,overall,three_way,,,,,,,,,,,0.7800075585789871,0.21999244142101285,0.21409674981103555,0.7692365835222977,0.010770975056689343,0.631578947368421,0.05639097744360904,0.8943205266778029,0.6738721804511281,0.3261278195488723,0.1704880445463479,0.7823190648100394,147.0,471.0,3.0
ANY,group_class_weighted,4,overall_qcfail_negative,low,0.5084745762711865,0.08356545961002784,0.9887640449438202,0.1435406698564593,0.8782312925170065,0.375,0.04225352112676056,610.0,71.0,8.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,4,overall_qcfail_negative,high,0.6923076923076924,0.08356545961002784,0.9948340436523311,0.14913007456503727,0.8835600907029475,0.6,0.04225352112676056,610.0,71.0,5.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,4,overall,three_way,,,,,,,,,,,0.8025699168556312,0.19743008314436886,0.19210128495842785,0.7878306878306879,0.014739229024943307,0.6923076923076924,0.08356545961002783,0.8779621989830184,0.7873723305478177,0.21262766945218192,0.12237263982899892,0.7878944422919627,129.0,476.0,5.0
ANY,group_class_weighted,5,overall_qcfail_negative,low,0.6896551724137931,0.05830903790087465,0.9965344628417405,0.10752688172043012,0.887074829931973,0.3333333333333333,0.014492753623188406,625.0,69.0,3.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,5,overall_qcfail_negative,high,1.0,0.05830903790087465,1.0,0.11019283746556477,0.8901360544217688,1.0,0.014492753623188406,625.0,69.0,1.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,5,overall,three_way,,,,,,,,,,,0.8051776266061981,0.19482237339380196,0.19176114890400606,0.7983749055177627,0.006802721088435375,1.0,0.05830903790087464,0.8785798816568048,0.8309037900874635,0.16909620991253646,0.0978444236176195,0.7940786377444061,125.0,499.0,1.0
ANY,group_class_weighted,6,overall_qcfail_negative,low,0.0,0.0,0.9961404862987263,0.0,0.8778911564625852,0.0,0.0,589.0,71.0,2.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,6,overall_qcfail_negative,high,0.0,0.0,0.9980702431493631,0.0,0.8795918367346941,0.0,0.0,589.0,71.0,1.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,6,overall,three_way,,,,,,,,,,,0.8348072562358275,0.16519274376417228,0.16349206349206344,0.8331065759637186,0.0017006802721088437,0.0,0.0,0.878198149156233,0.8548233046800383,0.1451766953199618,0.1032608695652174,0.8301813971439597,108.0,480.0,1.0
ANY,group_class_weighted,7,overall_qcfail_negative,low,0.6000000000000001,0.05328596802841918,0.9948011437483755,0.09787928221859704,0.8746031746031746,0.3333333333333333,0.013333333333333334,593.0,75.0,3.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,7,overall_qcfail_negative,high,0.75,0.05328596802841918,0.9974005718741876,0.09950248756218905,0.8768707482993197,0.5,0.013333333333333334,593.0,75.0,2.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,7,overall,three_way,,,,,,,,,,,0.8131519274376416,0.18684807256235825,0.18458049886621314,0.8040816326530612,0.009070294784580499,0.75,0.053285968028419194,0.877044557247603,0.7744227353463587,0.22557726465364122,0.14699074074074076,0.8084221471276319,115.0,476.0,2.0
ANY,group_class_weighted,8,overall_qcfail_negative,low,0.6741573033707866,0.1588702559576347,0.988682190711591,0.2571428571428573,0.8820861678004531,0.375,0.04285714285714286,595.0,70.0,8.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,8,overall_qcfail_negative,high,0.7659574468085106,0.1588702559576347,0.9928450630935345,0.26315789473684226,0.8857142857142853,0.5,0.04285714285714286,595.0,70.0,6.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,8,overall,three_way,,,,,,,,,,,0.8071428571428574,0.1928571428571429,0.18922902494331073,0.780498866213152,0.02664399092970521,0.7659574468085106,0.1588702559576346,0.8864032539221384,0.6902030008826124,0.3097969991173875,0.18130165289256195,0.7938077273318592,114.0,475.0,6.0
ANY,group_class_weighted,9,overall_qcfail_negative,low,0.724907063197026,0.16810344827586204,0.9903394255874673,0.27291812456263115,0.8821995464852608,0.4444444444444444,0.056338028169014086,586.0,71.0,9.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,9,overall_qcfail_negative,high,0.8478260869565217,0.16810344827586204,0.9954308093994778,0.2805755395683453,0.8866213151927437,0.6666666666666666,0.056338028169014086,586.0,71.0,6.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,9,overall,three_way,,,,,,,,,,,0.8277777777777778,0.17222222222222225,0.16780045351473924,0.801700680272109,0.026077097505668934,0.8478260869565217,0.16810344827586204,0.886720407297412,0.6905172413793101,0.30948275862068964,0.20526014865637504,0.8185378590078329,102.0,478.0,6.0
ANY,group_class_weighted,10,overall_qcfail_negative,low,0.34285714285714286,0.06191950464396284,0.9853521844351036,0.10489510489510488,0.883900226757369,0.125,0.015625,606.0,64.0,8.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,10,overall_qcfail_negative,high,0.6666666666666667,0.06191950464396284,0.996178830722201,0.11331444759206798,0.8935374149659858,0.3333333333333333,0.015625,606.0,64.0,3.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,10,overall,three_way,,,,,,,,,,,0.7756613756613756,0.22433862433862428,0.21470143613000758,0.7654572940287225,0.01020408163265306,0.6666666666666667,0.06191950464396284,0.899427273624963,0.7007223942208463,0.29927760577915374,0.14018691588785048,0.773447119262939,135.0,468.0,3.0
ANY,group_class_weighted,11,overall_qcfail_negative,low,0.46874999999999994,0.07358953393295177,0.9865736474924311,0.127208480565371,0.8599773242630383,0.3333333333333333,0.0375,611.0,80.0,9.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,11,overall_qcfail_negative,high,0.5625,0.07358953393295177,0.9907858365144135,0.13015184381778744,0.8636054421768705,0.42857142857142855,0.0375,611.0,80.0,7.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,11,overall,three_way,,,,,,,,,,,0.843915343915344,0.1560846560846561,0.15245653817082389,0.8257747543461829,0.018140589569160995,0.5625,0.07358953393295176,0.868741418764302,0.7816843826655766,0.2183156173344235,0.17375271149674618,0.8328726251590539,100.0,504.0,7.0
ANY,group_class_weighted,12,overall_qcfail_negative,low,0.6666666666666666,0.05982053838484541,0.9961622105667136,0.10978956999085078,0.8896825396825392,0.6666666666666666,0.057971014492753624,618.0,69.0,6.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,12,overall_qcfail_negative,high,0.8,0.05982053838484541,0.9980811052833568,0.11131725417439695,0.891383219954648,0.8,0.057971014492753624,618.0,69.0,5.0,,,,,,,,,,,,,,,
