target,variant,seed,outer_fold,quality,low_threshold,high_threshold,negative_records,negative_women,pooled_fallback
T18,group_class_weighted,20460830,1,typ,0.8075254475489423,0.8774017892035568,210,98,False
T18,group_class_weighted,20460830,1,marg,0.8329101515272768,0.8329101515272768,67,54,False
T18,group_class_weighted,20460830,2,good,0.8493321002674915,0.8493321002674915,71,48,False
T18,group_class_weighted,20460830,2,typ,0.7680541919848987,0.7742876823173805,210,98,False
T18,group_class_weighted,20460830,2,marg,0.8699572593571837,0.8699572593571837,60,48,False
T18,group_class_weighted,20460830,3,good,0.7714020006159235,0.7987745322017739,72,54,False
T18,group_class_weighted,20460830,3,typ,0.9054031335947079,0.923762222101018,212,99,False
T18,group_class_weighted,20460830,3,marg,0.9617931702232559,0.9617931702232559,65,50,False
T21,group_class_weighted,20460830,0,good,0.9146135206515176,0.9146135206515176,75,52,False
T21,group_class_weighted,20460830,0,typ,0.9974086729174599,0.9974086729174599,212,99,False
T21,group_class_weighted,20460830,0,marg,0.9999724301107373,0.9999724301107373,80,58,False
T21,group_class_weighted,20460830,1,good,0.9459326622151716,0.9459326622151716,74,53,False
T21,group_class_weighted,20460830,1,typ,0.9718223634677333,0.9768421818903017,222,102,False
T21,group_class_weighted,20460830,1,marg,0.9658634311521921,0.9923910164963374,72,53,False
T21,group_class_weighted,20460830,2,good,0.9939949526718127,0.9939949526718127,70,49,False
T21,group_class_weighted,20460830,2,typ,0.9315017274734897,0.9529129274632208,223,99,False
T21,group_class_weighted,20460830,2,marg,0.9992128117226498,0.9992128117226498,72,56,False
T21,group_class_weighted,20460830,3,good,0.9969533232627424,0.9969533232627424,75,50,False
T21,group_class_weighted,20460830,3,typ,0.9879765615614745,0.9992395192283727,216,96,False
T21,group_class_weighted,20460830,3,marg,0.9982029294557654,0.9982029294557654,76,55,False
T13,unweighted,20560833,0,good,0.09076878861694362,0.17359612219504725,76,51,False
T13,unweighted,20560833,0,typ,0.4169839597831839,0.4169839597831839,214,97,False
T13,unweighted,20560833,0,marg,0.49530038552127875,0.5631949439082685,70,56,False
T13,unweighted,20560833,1,good,0.037955327692494996,0.037955327692494996,73,51,False
T13,unweighted,20560833,1,typ,0.06934536445533215,0.10114301909591174,217,99,False
T13,unweighted,20560833,1,marg,0.10431264640364168,0.10431264640364168,73,58,False
T13,unweighted,20560833,2,good,0.12509465589343263,0.12509465589343263,74,51,False
T13,unweighted,20560833,2,typ,0.19594068898595088,0.19594068898595088,218,97,False
T13,unweighted,20560833,2,marg,0.19849650347568099,0.19849650347568099,68,56,False
T13,unweighted,20560833,3,good,0.06636065325442671,0.06885608690559031,82,54,False
T13,unweighted,20560833,3,typ,0.07438730600503346,0.07461117945864419,210,97,False
T13,unweighted,20560833,3,marg,0.13048220613947129,0.13048220613947129,69,56,False
T18,unweighted,20560833,0,good,0.16435396182127404,0.30082856761392596,74,52,False
T18,unweighted,20560833,0,typ,0.2656102807283585,0.32646678499965137,206,99,False
T18,unweighted,20560833,0,marg,0.4505553972760307,0.4505553972760307,68,53,False
T18,unweighted,20560833,1,good,0.12897978179637967,0.15624629297449877,72,53,False
T18,unweighted,20560833,1,typ,0.1957072075474919,0.1957072075474919,212,98,False
T18,unweighted,20560833,1,marg,0.21897506622198046,0.22882966444950667,62,50,False
T18,unweighted,20560833,2,good,0.1551343724039439,0.1551343724039439,71,49,False
T18,unweighted,20560833,2,typ,0.3062587640921028,0.4944013478590494,215,100,False
T18,unweighted,20560833,2,marg,0.5396149335170445,0.5623678946811034,59,50,False
T18,unweighted,20560833,3,good,0.231849808353035,0.231849808353035,72,49,False
T18,unweighted,20560833,3,typ,0.4341656731288015,0.647567388187974,200,98,False
T18,unweighted,20560833,3,marg,0.2641755748178685,0.3065343754834998,73,54,False
T21,unweighted,20560833,0,good,0.041082998097245735,0.04439426775016658,71,51,False
T21,unweighted,20560833,0,typ,0.05367273372786036,0.05465816270416163,222,100,False
T21,unweighted,20560833,0,marg,0.06511621264982853,0.06511621264982853,71,56,False
T21,unweighted,20560833,1,good,0.09984716214700515,0.11199250225257132,77,50,False
T21,unweighted,20560833,1,typ,0.11854325869392782,0.11854325869392782,220,97,False
T21,unweighted,20560833,1,marg,0.23746951182792264,0.23746951182792264,77,54,False
T21,unweighted,20560833,2,good,0.05775353783789702,0.05775353783789702,79,57,False
T21,unweighted,20560833,2,typ,0.10530302682019838,0.11634905558461972,217,95,False
T21,unweighted,20560833,2,marg,0.2513043938043125,0.3167481502509555,71,53,False
T21,unweighted,20560833,3,good,0.11078990539810939,0.1226992739878346,74,52,False
T21,unweighted,20560833,3,typ,0.0979024273335849,0.21913732038679432,217,98,False
T21,unweighted,20560833,3,marg,0.1917385423207096,0.24093590136370238,76,56,False
T13,group_class_weighted,20560833,0,good,0.7023165356057396,0.8203152950602888,76,51,False
T13,group_class_weighted,20560833,0,typ,0.8583253999842486,0.8834555353914323,214,97,False
T13,group_class_weighted,20560833,0,marg,0.9128958520912124,0.9297664629787904,70,56,False
T13,group_class_weighted,20560833,1,good,0.6298857499864458,0.6564620012919401,73,51,False
T13,group_class_weighted,20560833,1,typ,0.7728440009286586,0.7728440009286586,217,99,False
T13,group_class_weighted,20560833,1,marg,0.8188596332890339,0.8188596332890339,73,58,False
T13,group_class_weighted,20560833,2,good,0.8909502522631502,0.8909502522631502,74,51,False
T13,group_class_weighted,20560833,2,typ,0.9468420613130413,0.9468420613130413,218,97,False
T13,group_class_weighted,20560833,2,marg,0.8960509901286577,0.8960509901286577,68,56,False
T13,group_class_weighted,20560833,3,good,0.8012594468761904,0.8040032462231312,82,54,False
T13,group_class_weighted,20560833,3,typ,0.7604706644825764,0.7689671009218265,210,97,False
T13,group_class_weighted,20560833,3,marg,0.9047852996591358,0.9047852996591358,69,56,False
T18,group_class_weighted,20560833,0,good,0.8072156887238531,0.8611659380273723,74,52,False
T18,group_class_weighted,20560833,0,typ,0.8609659059703628,0.8618479960755141,206,99,False
T18,group_class_weighted,20560833,0,marg,0.947868052234931,0.947868052234931,68,53,False
T18,group_class_weighted,20560833,1,good,0.6677003117812866,0.7394251342128312,72,53,False
T18,group_class_weighted,20560833,1,typ,0.7180807790613759,0.7180807790613759,212,98,False
T18,group_class_weighted,20560833,1,marg,0.7655326415425663,0.7689091903847903,62,50,False
T18,group_class_weighted,20560833,2,good,0.6827947432571991,0.6827947432571991,71,49,False
T18,group_class_weighted,20560833,2,typ,0.8248575952336994,0.8743922425077273,215,100,False
T18,group_class_weighted,20560833,2,marg,0.959263764692546,0.9716564233144486,59,50,False
T18,group_class_weighted,20560833,3,good,0.8467958729470465,0.8467958729470465,72,49,False
T18,group_class_weighted,20560833,3,typ,0.9133293362025828,0.9344565941511023,200,98,False
T18,group_class_weighted,20560833,3,marg,0.8713161776533196,0.8919356013275399,73,54,False
T21,group_class_weighted,20560833,0,good,0.7583607376605951,0.7897996955699074,71,51,False
T21,group_class_weighted,20560833,0,typ,0.8171980723867622,0.9315885476433369,222,100,False
T21,group_class_weighted,20560833,0,marg,0.9163172607086765,0.9163172607086765,71,56,False
T21,group_class_weighted,20560833,1,good,0.7627696987905639,0.8185248333653283,77,50,False
T21,group_class_weighted,20560833,1,typ,0.7844723154020325,0.7857437546610846,220,97,False
T21,group_class_weighted,20560833,1,marg,0.963870950054674,0.963870950054674,77,54,False
T21,group_class_weighted,20560833,2,good,0.9567562433197527,0.9567562433197527,79,57,False
T21,group_class_weighted,20560833,2,typ,0.9645428337278176,0.9645428337278176,217,95,False
T21,group_class_weighted,20560833,2,marg,0.9952421891382662,0.9952421891382662,71,53,False
T21,group_class_weighted,20560833,3,good,0.9999997782770303,0.9999997782770303,74,52,False
T21,group_class_weighted,20560833,3,typ,0.9193019066866364,0.9605226753775703,217,98,False
T21,group_class_weighted,20560833,3,marg,0.971481528009752,0.971481528009752,76,56,False
T13,unweighted,20660836,0,good,0.09199473543891895,0.09199473543891895,71,51,False
T13,unweighted,20660836,0,typ,0.11494718853652758,0.13428430552535767,211,101,False
T13,unweighted,20660836,0,marg,0.10339902041224643,0.10339902041224643,68,56,False
T13,unweighted,20660836,1,good,0.7748819167826088,0.7748819167826088,76,56,False
T13,unweighted,20660836,1,typ,0.620955657098544,0.620955657098544,228,99,False
T13,unweighted,20660836,1,marg,0.5725985982113674,0.5954393598658388,66,52,False
T13,unweighted,20660836,2,good,0.06585551085068234,0.06585551085068234,69,49,False
T13,unweighted,20660836,2,typ,0.09753889483973913,0.10417679092676393,224,101,False
T13,unweighted,20660836,2,marg,0.1171525312367773,0.13633336808330113,70,54,False
T13,unweighted,20660836,3,good,0.15005537340567454,0.19620357795454224,72,47,False
T13,unweighted,20660836,3,typ,0.25288823866035837,0.27567241870068765,218,94,False
T13,unweighted,20660836,3,marg,0.2869443296706707,0.2869443296706707,68,52,False
T18,unweighted,20660836,0,good,0.14466430052948775,0.14466430052948775,75,52,False
T18,unweighted,20660836,0,typ,0.18649899487667498,0.2205028637240164,208,97,False
T18,unweighted,20660836,0,marg,0.16674380379645284,0.16674380379645284,63,46,False
T18,unweighted,20660836,1,good,0.1632845013232422,0.1632845013232422,72,49,False
T18,unweighted,20660836,1,typ,0.21273059483890802,0.3035255238089068,207,101,False
T18,unweighted,20660836,1,marg,0.2341147350588397,0.29674409557934694,68,51,False
T18,unweighted,20660836,2,good,0.1455292113444364,0.15141621339585318,73,51,False
T18,unweighted,20660836,2,typ,0.33416060271580617,0.4557160535782646,208,96,False
T18,unweighted,20660836,2,marg,0.2909700442093532,0.2909700442093532,62,49,False
T18,unweighted,20660836,3,good,0.16277233199609906,0.16277233199609906,71,48,False
T18,unweighted,20660836,3,typ,0.39402104581335423,0.39402104581335423,216,98,False
T18,unweighted,20660836,3,marg,0.6816723671583245,0.6816723671583245,59,47,False
T21,unweighted,20660836,0,good,0.29494891827078545,0.3405535511617009,72,51,False
T21,unweighted,20660836,0,typ,0.19925673626368418,0.2265810751339815,214,97,False
T21,unweighted,20660836,0,marg,0.26033830873810004,0.26033830873810004,75,54,False
T21,unweighted,20660836,1,good,0.22214108968505325,0.22214108968505325,74,51,False
T21,unweighted,20660836,1,typ,0.25487766753196883,0.25487766753196883,221,99,False
T21,unweighted,20660836,1,marg,0.14233642978083058,0.14233642978083058,71,55,False
T21,unweighted,20660836,2,good,0.04649338461980273,0.051440497172838634,75,54,False
T21,unweighted,20660836,2,typ,0.0917859644048839,0.1255225918980112,213,97,False
T21,unweighted,20660836,2,marg,0.17672277515730409,0.17672277515730409,78,58,False
T21,unweighted,20660836,3,good,0.6673154071738264,0.9158076473857667,76,51,False
T21,unweighted,20660836,3,typ,0.825945287645166,0.9496495398440425,219,97,False
T21,unweighted,20660836,3,marg,0.417227826254316,0.417227826254316,75,55,False
T13,group_class_weighted,20660836,0,good,0.7445562947603638,0.7445562947603638,71,51,False
T13,group_class_weighted,20660836,0,typ,0.7520760308238567,0.7806631907404895,211,101,False
T13,group_class_weighted,20660836,0,marg,0.6944938731238597,0.6944938731238597,68,56,False
T13,group_class_weighted,20660836,1,good,0.8910521371200696,0.8910521371200696,76,56,False
T13,group_class_weighted,20660836,1,typ,0.9058803296771581,0.9058803296771581,228,99,False
T13,group_class_weighted,20660836,1,marg,0.9713935541293672,0.9910966987682138,66,52,False
T13,group_class_weighted,20660836,2,good,0.7332485821620353,0.7332485821620353,69,49,False
