target,variant,seed,scope,mode,precision_w,recall_w,specificity_w,f1_w,accuracy_w,precision_raw,recall_raw,n,positive,predicted_positive,coverage_w,retest_rate_w,qc_fail_rate_w,negative_clear_rate_w,positive_call_rate_w,positive_precision_w,positive_recall_all_w,negative_npv_w,false_negative_clear_rate_w,followup_recall_w,followup_precision_w,negative_specific_clear_w,retest_records,negative_records,positive_call_records
ANY,unweighted,20860842,overall_qcfail_negative,high,0.2127659574468085,0.0296442687747035,0.9857838114754096,0.0520381613183001,0.8760770975056681,0.2,0.0298507462686567,605.0,67.0,10.0,,,,,,,,,,,,,,,
ANY,unweighted,20860842,qc_pass,low,0.1867219917012448,0.046535677352637,0.974849223662261,0.0745033112582781,0.8723744292237441,0.1875,0.0545454545454545,489.0,55.0,16.0,,,,,,,,,,,,,,,
ANY,unweighted,20860842,qc_pass,high,0.1886792452830188,0.031023784901758,0.9834466829205698,0.0532859680284191,0.878310502283105,0.2,0.0363636363636363,489.0,55.0,10.0,,,,,,,,,,,,,,,
ANY,unweighted,20860842,overall,three_way,,,,,,,,,,,0.8078447251916642,0.192155274808336,0.1833603282582874,0.791858330633841,0.0159863945578231,0.2127659574468085,0.0296442687747035,0.8867442114162599,0.781620553359684,0.2183794466403162,0.120382859514422,0.7931852556596409,122.0,473.0,10.0
T13,group_class_weighted,20860842,overall_qcfail_negative,low,0.3999999999999999,0.081081081081081,0.9946745562130176,0.1348314606741572,0.9563492063492062,0.4,0.0869565217391304,605.0,23.0,5.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20860842,overall_qcfail_negative,high,0.5,0.0405405405405405,0.998224852071006,0.0749999999999999,0.9580498866213152,0.5,0.0434782608695652,605.0,23.0,2.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20860842,qc_pass,low,0.3999999999999999,0.0964630225080385,0.9946739259083917,0.155440414507772,0.962785388127854,0.4,0.1111111111111111,502.0,18.0,5.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20860842,qc_pass,high,0.5,0.0482315112540192,0.9982246419694638,0.0879765395894428,0.9644977168949772,0.5,0.0555555555555555,502.0,18.0,2.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20860842,overall,three_way,,,,,,,,,,,0.8313303099017387,0.1686696900982615,0.1635676492819349,0.8279289493575209,0.0034013605442176,0.5,0.0405405405405405,0.9637102296069748,0.7162162162162161,0.2837837837837837,0.0691851526466066,0.8328205128205128,106.0,497.0,2.0
T18,group_class_weighted,20860842,overall_qcfail_negative,low,0.0,0.0,0.9883647356580426,0.0,0.9108195659216064,0.0,0.0,605.0,46.0,7.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20860842,overall_qcfail_negative,high,0.0,0.0,0.9945866141732284,0.0,0.9165532879818592,0.0,0.0,605.0,46.0,3.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20860842,qc_pass,low,0.0,0.0,0.988285466546336,0.0,0.9107795172863664,0.0,0.0,498.0,40.0,7.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20860842,qc_pass,high,0.0,0.0,0.9945497336801684,0.0,0.9165525114155252,0.0,0.0,498.0,40.0,3.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20860842,overall,three_way,,,,,,,,,,,0.8257099665262932,0.1742900334737069,0.1685563114134542,0.820721304394774,0.0049886621315192,0.0,0.0,0.916007736129567,0.8786127167630057,0.1213872832369942,0.0531229295910377,0.8157925571803526,111.0,491.0,3.0
T21,group_class_weighted,20860842,overall_qcfail_negative,low,0.0,0.0,0.9933797909407666,0.0,0.9697278911564624,0.0,0.0,605.0,13.0,4.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20860842,overall_qcfail_negative,high,0.0,0.0,0.9982578397212544,0.0,0.9744897959183672,0.0,0.0,605.0,13.0,1.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20860842,qc_pass,low,0.0,0.0,0.9933372296902396,0.0,0.970091324200913,0.0,0.0,500.0,11.0,4.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20860842,qc_pass,high,0.0,0.0,0.9982466393921684,0.0,0.9748858447488582,0.0,0.0,500.0,11.0,1.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20860842,overall,three_way,,,,,,,,,,,0.8308120073426198,0.1691879926573804,0.1644260878954756,0.8291113270705108,0.0017006802721088,0.0,0.0,0.976069233173578,0.8333333333333333,0.1666666666666666,0.0232212814356122,0.8290083513080029,108.0,496.0,1.0
ANY,group_class_weighted,20860842,overall_qcfail_negative,low,0.1417960837272113,0.0296442687747035,0.976745462529274,0.0490367775831874,0.8680758017492705,0.1333333333333333,0.0298507462686567,605.0,67.0,15.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20860842,overall_qcfail_negative,high,0.1685393258426966,0.0148221343873517,0.9905225409836064,0.0272479564032697,0.878571428571428,0.1666666666666666,0.0149253731343283,605.0,67.0,6.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20860842,qc_pass,low,0.1376146788990825,0.031023784901758,0.9758757859617604,0.050632911392405,0.8715753424657533,0.1333333333333333,0.0363636363636363,489.0,55.0,15.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20860842,qc_pass,high,0.1685393258426966,0.015511892450879,0.9905042987296292,0.0284090909090909,0.8828767123287669,0.1666666666666666,0.0181818181818181,489.0,55.0,6.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20860842,overall,three_way,,,,,,,,,,,0.8027426843753377,0.1972573156246626,0.1833603282582874,0.7926519814274919,0.0100907029478458,0.1685393258426966,0.0148221343873517,0.884712052583183,0.7964426877470357,0.2035573122529645,0.1126415831271969,0.7921606654957065,125.0,474.0,6.0
T13,unweighted,20960845,overall_qcfail_negative,low,0.1834061135371179,0.1135135135135135,0.977869822485207,0.1402337228714524,0.9416099773242628,0.2,0.1304347826086956,605.0,23.0,15.0,,,,,,,,,,,,,,,
T13,unweighted,20960845,overall_qcfail_negative,high,0.3255813953488372,0.1135135135135135,0.9897041420118344,0.1683366733466933,0.9529478458049886,0.3333333333333333,0.1304347826086956,605.0,23.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,20960845,qc_pass,low,0.1544117647058823,0.1372549019607843,0.9727939436952924,0.1453287197231834,0.9436073059360732,0.2,0.1764705882352941,501.0,17.0,15.0,,,,,,,,,,,,,,,
T13,unweighted,20960845,qc_pass,high,0.2857142857142857,0.1372549019607843,0.9875798438608944,0.1854304635761589,0.9578767123287674,0.3333333333333333,0.1764705882352941,501.0,17.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,20960845,overall,three_way,,,,,,,,,,,0.8248677248677251,0.1751322751322751,0.1637944066515495,0.8102418745275889,0.014625850340136,0.3255813953488372,0.1135135135135135,0.966276412146089,0.6513513513513512,0.3486486486486486,0.0770762796255725,0.817199211045365,110.0,486.0,9.0
T18,unweighted,20960845,overall_qcfail_negative,low,0.2941176470588235,0.0433526011560693,0.9911417322834644,0.0755667506297229,0.9167800453514736,0.2857142857142857,0.0434782608695652,605.0,46.0,7.0,,,,,,,,,,,,,,,
T18,unweighted,20960845,overall_qcfail_negative,high,0.4615384615384615,0.0433526011560693,0.9956938976377954,0.0792602377807133,0.920975056689342,0.5,0.0434782608695652,605.0,46.0,4.0,,,,,,,,,,,,,,,
T18,unweighted,20960845,qc_pass,low,0.2803738317757009,0.045662100456621,0.9904973466617304,0.0785340314136125,0.9196347031963472,0.2857142857142857,0.0512820512820512,501.0,39.0,7.0,,,,,,,,,,,,,,,
T18,unweighted,20960845,qc_pass,high,0.4615384615384615,0.045662100456621,0.9956806121189684,0.0831024930747922,0.9244292237442924,0.5,0.0512820512820512,501.0,39.0,4.0,,,,,,,,,,,,,,,
T18,unweighted,20960845,overall,three_way,,,,,,,,,,,0.8326908541194258,0.1673091458805745,0.163114134542706,0.825321239606954,0.0073696145124716,0.4615384615384615,0.0433526011560693,0.9222456268889092,0.8179190751445087,0.1820809248554913,0.0817827780181739,0.8259514435695539,107.0,494.0,4.0
T21,unweighted,20960845,overall_qcfail_negative,low,0.0,0.0,0.9930313588850176,0.0,0.9693877551020408,0.0,0.0,605.0,13.0,4.0,,,,,,,,,,,,,,,
T21,unweighted,20960845,overall_qcfail_negative,high,0.0,0.0,0.9965156794425089,0.0,0.9727891156462584,0.0,0.0,605.0,13.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,20960845,qc_pass,low,0.0,0.0,0.993002915451895,0.0,0.9720319634703196,0.0,0.0,499.0,10.0,4.0,,,,,,,,,,,,,,,
T21,unweighted,20960845,qc_pass,high,0.0,0.0,0.9965014577259476,0.0,0.9754566210045664,0.0,0.0,499.0,10.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,20960845,overall,three_way,,,,,,,,,,,0.8291761148904008,0.1708238851095994,0.1674225245653817,0.8257747543461831,0.0034013605442176,0.0,0.0,0.9787185354691076,0.738095238095238,0.2619047619047618,0.0357917570498915,0.8279132791327912,108.0,495.0,2.0
ANY,unweighted,20960845,overall_qcfail_negative,low,0.2080924855491329,0.0711462450592885,0.9649077868852456,0.1060382916053019,0.8623582766439901,0.217391304347826,0.0746268656716417,605.0,67.0,23.0,,,,,,,,,,,,,,,
ANY,unweighted,20960845,overall_qcfail_negative,high,0.3711340206185567,0.0711462450592885,0.984375,0.1194029850746268,0.8795918367346931,0.3846153846153846,0.0746268656716417,605.0,67.0,13.0,,,,,,,,,,,,,,,
ANY,unweighted,20960845,qc_pass,low,0.1782178217821782,0.0780911062906724,0.9576422556774687,0.1085972850678733,0.8650684931506853,0.217391304347826,0.0943396226415094,492.0,53.0,23.0,,,,,,,,,,,,,,,
ANY,unweighted,20960845,qc_pass,high,0.339622641509434,0.0780911062906724,0.9821383005868844,0.126984126984127,0.8869863013698633,0.3846153846153846,0.0943396226415094,492.0,53.0,13.0,,,,,,,,,,,,,,,
ANY,unweighted,20960845,overall,three_way,,,,,,,,,,,0.8037792894935755,0.1962207105064248,0.1789871504157218,0.7817838246409676,0.0219954648526077,0.3711340206185566,0.0711462450592885,0.8935511940442812,0.7252964426877472,0.274703557312253,0.14444059577416,0.7891051912568305,123.0,469.0,13.0
T13,group_class_weighted,20960845,overall_qcfail_negative,low,0.2362204724409448,0.081081081081081,0.9885207100591716,0.1207243460764587,0.9504535147392288,0.25,0.0869565217391304,605.0,23.0,8.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20960845,overall_qcfail_negative,high,0.3157894736842105,0.081081081081081,0.9923076923076924,0.1290322580645161,0.9540816326530612,0.3333333333333333,0.0869565217391304,605.0,23.0,6.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20960845,qc_pass,low,0.2142857142857143,0.0980392156862745,0.98698840785427,0.1345291479820628,0.9559360730593608,0.25,0.1176470588235294,501.0,17.0,8.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20960845,qc_pass,high,0.3157894736842105,0.0980392156862745,0.9923113319138868,0.1496259351620948,0.9610730593607308,0.3333333333333333,0.1176470588235294,501.0,17.0,6.0,,,,,,,,,,,,,,,
T13,group_class_weighted,20960845,overall,three_way,,,,,,,,,,,0.8325774754346185,0.1674225245653817,0.1637944066515495,0.8218065003779292,0.0107709750566893,0.3157894736842105,0.081081081081081,0.9650954242354564,0.6837837837837836,0.3162162162162162,0.0744432661717921,0.8278500986193293,106.0,493.0,6.0
T18,group_class_weighted,20960845,overall_qcfail_negative,low,0.6782945736434108,0.1083815028901733,0.9956235939257592,0.1868992524029903,0.9260123096857787,0.4,0.0434782608695652,605.0,46.0,5.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20960845,overall_qcfail_negative,high,0.3888888888888889,0.0216763005780346,0.9970999718785152,0.0410637465780211,0.9205701328150306,0.3333333333333333,0.0217391304347826,605.0,46.0,3.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20960845,qc_pass,low,0.6782945736434108,0.1141552511415525,0.9956100915005024,0.1954215522054717,0.9295009784735814,0.4,0.0512820512820512,501.0,39.0,5.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20960845,qc_pass,high,0.3888888888888888,0.0228310502283105,0.9970910244882848,0.0431300061614294,0.9240215264187868,0.3333333333333333,0.0256410256410256,501.0,39.0,3.0,,,,,,,,,,,,,,,
T18,group_class_weighted,20960845,overall,three_way,,,,,,,,,,,0.8287226001511717,0.1712773998488284,0.163114134542706,0.8243494223086063,0.0043731778425655,0.3888888888888889,0.0216763005780346,0.92834313558545,0.7528901734104045,0.2471098265895953,0.1103768365402348,0.8304333052118487,106.0,496.0,3.0
T21,group_class_weighted,20960845,overall_qcfail_negative,low,0.0,0.0,0.9933797909407666,0.0,0.9697278911564624,0.0,0.0,605.0,13.0,4.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20960845,overall_qcfail_negative,high,0.0,0.0,0.9965156794425089,0.0,0.9727891156462584,0.0,0.0,605.0,13.0,2.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20960845,qc_pass,low,0.0,0.0,0.9924198250728864,0.0,0.9714611872146118,0.0,0.0,499.0,10.0,4.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20960845,qc_pass,high,0.0,0.0,0.9965014577259476,0.0,0.9754566210045664,0.0,0.0,499.0,10.0,2.0,,,,,,,,,,,,,,,
T21,group_class_weighted,20960845,overall,three_way,,,,,,,,,,,0.8295162509448226,0.1704837490551776,0.1674225245653817,0.8261148904006048,0.0034013605442176,0.0,0.0,0.9787272976805892,0.738095238095238,0.2619047619047618,0.0358617691806129,0.8282617111885404,108.0,495.0,2.0
ANY,group_class_weighted,20960845,overall_qcfail_negative,low,0.4073714839961203,0.1185770750988142,0.9776419789227164,0.1836868576426853,0.8790735341755743,0.2941176470588235,0.0746268656716417,605.0,67.0,17.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20960845,overall_qcfail_negative,high,0.3668122270742358,0.0592885375494071,0.9867352166276346,0.1020780167699599,0.8803206997084541,0.3636363636363636,0.0597014925373134,605.0,67.0,11.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20960845,qc_pass,low,0.3685827117156647,0.1301518438177875,0.9737724638209456,0.1923737547234628,0.884980430528376,0.2941176470588235,0.0943396226415094,492.0,53.0,17.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20960845,qc_pass,high,0.345679012345679,0.0650759219088937,0.9855101520067072,0.1095318816012518,0.8886333985649058,0.3636363636363636,0.0754716981132075,492.0,53.0,11.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,20960845,overall,three_way,,,,,,,,,,,0.8061602418745276,0.1938397581254724,0.1789871504157218,0.7876147284310552,0.0185455134434726,0.3668122270742358,0.0592885375494071,0.9012489546345676,0.6778656126482214,0.3221343873517788,0.1740301998068026,0.8018393832943014,119.0,475.0,11.0
T13,unweighted,21060848,overall_qcfail_negative,low,0.2297592997811816,0.081081081081081,0.9880980557903636,0.1198630136986301,0.9500485908649172,0.2222222222222222,0.0869565217391304,605.0,23.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,21060848,overall_qcfail_negative,high,0.3999999999999999,0.081081081081081,0.9946745562130176,0.1348314606741572,0.9563492063492062,0.4,0.0869565217391304,605.0,23.0,5.0,,,,,,,,,,,,,,,
T13,unweighted,21060848,qc_pass,low,0.2019230769230769,0.1048951048951048,0.9860076199467276,0.1380670611439842,0.9572407045009784,0.2222222222222222,0.125,498.0,16.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,21060848,qc_pass,high,0.375,0.1048951048951048,0.9940995987727164,0.1639344262295081,0.9650684931506848,0.4,0.125,498.0,16.0,5.0,,,,,,,,,,,,,,,
T13,unweighted,21060848,overall,three_way,,,,,,,,,,,0.8243980131735236,0.1756019868264766,0.1693013713421876,0.8158946118129793,0.0085034013605442,0.3999999999999999,0.081081081081081,0.9665100582318688,0.6513513513513512,0.3486486486486486,0.0794428152492668,0.8230994646379262,111.0,489.0,5.0
T18,unweighted,21060848,overall_qcfail_negative,low,0.7847533632286996,0.1083815028901733,0.9974690663667042,0.19045891529113,0.9277129899578878,0.5,0.0434782608695652,605.0,46.0,4.0,,,,,,,,,,,,,,,
T18,unweighted,21060848,overall_qcfail_negative,high,0.0,0.0,0.99894544431946,0.0,0.9205701328150304,0.0,0.0,605.0,46.0,1.0,,,,,,,,,,,,,,,
T18,unweighted,21060848,qc_pass,low,0.7847533632286995,0.116822429906542,0.9974659486854608,0.2033701336432306,0.932925636007828,0.5,0.0526315789473684,499.0,38.0,4.0,,,,,,,,,,,,,,,
T18,unweighted,21060848,qc_pass,high,0.0,0.0,0.9989441452856088,0.0,0.92573385518591,0.0,0.0,499.0,38.0,1.0,,,,,,,,,,,,,,,
T18,unweighted,21060848,overall,three_way,,,,,,,,,,,0.8224867724867727,0.1775132275132275,0.1676492819349962,0.8215149551884248,0.0009718172983479,0.0,0.0,0.9308561326489706,0.7239884393063584,0.2760115606936416,0.1213285338334492,0.8298181477315335,109.0,495.0,1.0
T21,unweighted,21060848,overall_qcfail_negative,low,0.0,0.0,0.9982578397212544,0.0,0.9744897959183672,0.0,0.0,605.0,13.0,1.0,,,,,,,,,,,,,,,
T21,unweighted,21060848,overall_qcfail_negative,high,0.0,0.0,1.0,0.0,0.9761904761904762,0.0,0.0,605.0,13.0,0.0,,,,,,,,,,,,,,,
T21,unweighted,21060848,qc_pass,low,0.0,0.0,0.9982466393921684,0.0,0.9748858447488584,0.0,0.0,499.0,11.0,1.0,,,,,,,,,,,,,,,
T21,unweighted,21060848,qc_pass,high,0.0,0.0,1.0,0.0,0.9765981735159818,0.0,0.0,499.0,11.0,0.0,,,,,,,,,,,,,,,
T21,unweighted,21060848,overall,three_way,,,,,,,,,,,0.8321239606953895,0.1678760393046107,0.1661753590325019,0.8321239606953895,0.0,0.0,0.0,0.9761558724679807,0.8333333333333333,0.1666666666666666,0.0236380009004952,0.8320944638017809,107.0,498.0,0.0
ANY,unweighted,21060848,overall_qcfail_negative,low,0.4976303317535545,0.1185770750988142,0.9844847775175642,0.1915184678522571,0.8851311953352763,0.3571428571428571,0.0746268656716417,605.0,67.0,14.0,,,,,,,,,,,,,,,
ANY,unweighted,21060848,overall_qcfail_negative,high,0.5384615384615384,0.0444664031620553,0.9950600117096018,0.0821489112009388,0.885989633948817,0.5,0.044776119402985,605.0,67.0,6.0,,,,,,,,,,,,,,,
ANY,unweighted,21060848,qc_pass,low,0.4886561954624782,0.1287553648068669,0.983958683115556,0.2038092927332281,0.8929712981082842,0.3846153846153846,0.0943396226415094,483.0,53.0,13.0,,,,,,,,,,,,,,,
ANY,unweighted,21060848,qc_pass,high,0.6000000000000001,0.0482832618025751,0.9961676034747062,0.0893743793445878,0.8953196347031962,0.6,0.0566037735849056,483.0,53.0,5.0,,,,,,,,,,,,,,,
ANY,unweighted,21060848,overall,three_way,,,,,,,,,,,0.7906111651009612,0.209388834899039,0.1932242738365188,0.7811359464420691,0.0094752186588921,0.5384615384615384,0.0444664031620553,0.899994470632145,0.6808300395256919,0.3191699604743084,0.1673244856677685,0.7941366608118657,129.0,470.0,6.0
T13,group_class_weighted,21060848,overall_qcfail_negative,low,0.1630434782608695,0.0405405405405405,0.990887573964497,0.0649350649350649,0.9510204081632652,0.1666666666666666,0.0434782608695652,605.0,23.0,6.0,,,,,,,,,,,,,,,
T13,group_class_weighted,21060848,overall_qcfail_negative,high,0.2083333333333333,0.0405405405405405,0.9932544378698224,0.0678733031674208,0.9532879818594104,0.2,0.0434782608695652,605.0,23.0,5.0,,,,,,,,,,,,,,,
T13,group_class_weighted,21060848,qc_pass,low,0.1363636363636363,0.0524475524475524,0.9887892376681614,0.0757575757575757,0.9582191780821916,0.1666666666666666,0.0625,498.0,16.0,6.0,,,,,,,,,,,,,,,
T13,group_class_weighted,21060848,qc_pass,high,0.1875,0.0524475524475524,0.9923294784045316,0.081967213114754,0.9616438356164384,0.2,0.0625,498.0,16.0,5.0,,,,,,,,,,,,,,,
T13,group_class_weighted,21060848,overall,three_way,,,,,,,,,,,0.8284310549616675,0.1715689450383328,0.1693013713421876,0.820267789655545,0.0081632653061224,0.2083333333333333,0.0405405405405405,0.9646152833541763,0.6918918918918917,0.308108108108108,0.0719134875337939,0.8258889828120598,108.0,492.0,5.0
T18,group_class_weighted,21060848,overall_qcfail_negative,low,0.3815406976744186,0.1083815028901733,0.9850428852643418,0.1688102893890675,0.9162617427923548,0.1818181818181818,0.0434782608695652,605.0,46.0,11.0,,,,,,,,,,,,,,,
T18,group_class_weighted,21060848,overall_qcfail_negative,high,0.4335260115606936,0.1083815028901733,0.9879429133858268,0.1734104046242774,0.9189342403628116,0.2222222222222222,0.0434782608695652,605.0,46.0,9.0,,,,,,,,,,,,,,,
T18,group_class_weighted,21060848,qc_pass,low,0.3815406976744185,0.116822429906542,0.9850244606342168,0.1788756388415672,0.9213959556425312,0.1818181818181818,0.0526315789473684,499.0,38.0,11.0,,,,,,,,,,,,,,,
T18,group_class_weighted,21060848,qc_pass,high,0.4335260115606936,0.116822429906542,0.9879280610987928,0.1840490797546012,0.9240867579908676,0.2222222222222222,0.0526315789473684,499.0,38.0,9.0,,,,,,,,,,,,,,,
T18,group_class_weighted,21060848,overall,three_way,,,,,,,,,,,0.8296782204945473,0.1703217795054529,0.1676492819349962,0.8100637080228918,0.0196145124716553,0.4335260115606936,0.1083815028901734,0.9298786990135964,0.7239884393063584,0.2760115606936416,0.1140136441159749,0.8173919666291714,108.0,488.0,9.0
T21,group_class_weighted,21060848,overall_qcfail_negative,low,0.0,0.0,0.9902439024390244,0.0,0.9666666666666665,0.0,0.0,605.0,13.0,6.0,,,,,,,,,,,,,,,
T21,group_class_weighted,21060848,overall_qcfail_negative,high,0.0,0.0,0.9916376306620208,0.0,0.9680272108843536,0.0,0.0,605.0,13.0,5.0,,,,,,,,,,,,,,,
T21,group_class_weighted,21060848,qc_pass,low,0.0,0.0,0.9877264757451782,0.0,0.9646118721461188,0.0,0.0,499.0,11.0,6.0,,,,,,,,,,,,,,,
T21,group_class_weighted,21060848,qc_pass,high,0.0,0.0,0.98947983635301,0.0,0.966324200913242,0.0,0.0,499.0,11.0,5.0,,,,,,,,,,,,,,,
T21,group_class_weighted,21060848,overall,three_way,,,,,,,,,,,0.8324640967498114,0.1675359032501889,0.1661753590325019,0.8243008314436888,0.0081632653061224,0.0,0.0,0.9759295768190362,0.8333333333333333,0.1666666666666666,0.0225855022585502,0.824080526519551,107.0,493.0,5.0
ANY,group_class_weighted,21060848,overall_qcfail_negative,low,0.2936476228525769,0.1037549407114624,0.967652224824356,0.1533326379472201,0.8685293164884996,0.1818181818181818,0.0597014925373134,605.0,67.0,22.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,21060848,overall_qcfail_negative,high,0.2980132450331126,0.0889328063241106,0.9728483606557377,0.136986301369863,0.8714285714285708,0.1666666666666666,0.044776119402985,605.0,67.0,18.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,21060848,qc_pass,low,0.2777777777777778,0.1126609442060085,0.9651251916198262,0.1603053435114503,0.8744292237442921,0.2,0.0754716981132075,483.0,53.0,20.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,21060848,qc_pass,high,0.2922077922077922,0.0965665236051501,0.9721512519161982,0.1451612903225806,0.8789954337899542,0.1875,0.0566037735849056,483.0,53.0,16.0,,,,,,,,,,,,,,,
ANY,group_class_weighted,21060848,overall,three_way,,,,,,,,,,,0.8038764712234101,0.19612352877659,0.1932242738365188,0.7696361084116188,0.0342403628117913,0.2980132450331126,0.0889328063241107,0.8962904764577138,0.6956521739130437,0.3043478260869566,0.1515890128433486,0.7792252146760343,124.0,463.0,18.0
T13,unweighted,21160851,overall_qcfail_negative,low,0.3255813953488372,0.1135135135135135,0.9897041420118344,0.1683366733466933,0.9529478458049886,0.3333333333333333,0.1304347826086956,605.0,23.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,21160851,overall_qcfail_negative,high,0.3684210526315789,0.1135135135135135,0.9914792899408283,0.1735537190082644,0.9546485260770974,0.375,0.1304347826086956,605.0,23.0,8.0,,,,,,,,,,,,,,,
T13,unweighted,21160851,qc_pass,low,0.302158273381295,0.1395348837209302,0.9885329235134176,0.1909090909090908,0.9593607305936074,0.3333333333333333,0.1764705882352941,504.0,17.0,9.0,,,,,,,,,,,,,,,
T13,unweighted,21160851,qc_pass,high,0.3387096774193548,0.1395348837209302,0.99030618276392,0.1976470588235293,0.9610730593607306,0.375,0.1764705882352941,504.0,17.0,8.0,,,,,,,,,,,,,,,
T13,unweighted,21160851,overall,three_way,,,,,,,,,,,0.8393801965230538,0.1606198034769463,0.1589191232048375,0.8264550264550266,0.0129251700680272,0.3684210526315789,0.1135135135135135,0.9669379915858788,0.6513513513513512,0.3486486486486486,0.0842770034843205,0.8341222879684419,102.0,495.0,8.0
T18,unweighted,21160851,overall_qcfail_negative,low,0.4205607476635514,0.065028901734104,0.9923720472440944,0.1126408010012515,0.919614512471655,0.4285714285714285,0.0652173913043478,605.0,46.0,7.0,,,,,,,,,,,,,,,
T18,unweighted,21160851,overall_qcfail_negative,high,0.5624999999999999,0.065028901734104,0.9956938976377954,0.116580310880829,0.9226757369614512,0.6,0.0652173913043478,605.0,46.0,5.0,,,,,,,,,,,,,,,
T18,unweighted,21160851,qc_pass,low,0.391304347826087,0.0679758308157099,0.9913558903432944,0.1158301158301158,0.9215753424657528,0.4285714285714285,0.0789473684210526,500.0,38.0,7.0,,,,,,,,,,,,,,,
T18,unweighted,21160851,qc_pass,high,0.5294117647058824,0.0679758308157099,0.995060508767597,0.1204819277108433,0.9249999999999996,0.6,0.0789473684210526,500.0,38.0,5.0,,,,,,,,,,,,,,,
T18,unweighted,21160851,overall,three_way,,,,,,,,,,,0.8312169312169314,0.1687830687830688,0.1657218442932729,0.8221466364323509,0.0090702947845805,0.5624999999999999,0.065028901734104,0.926772087891882,0.7673410404624277,0.2326589595375722,0.1026349341266468,0.8268126640419948,107.0,493.0,5.0
T21,unweighted,21160851,overall_qcfail_negative,low,0.0,0.0,0.9965156794425089,0.0,0.9727891156462584,0.0,0.0,605.0,13.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,21160851,overall_qcfail_negative,high,0.0,0.0,0.9965156794425089,0.0,0.9727891156462584,0.0,0.0,605.0,13.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,21160851,qc_pass,low,0.0,0.0,0.9964932787843368,0.0,0.9731735159817352,0.0,0.0,500.0,11.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,21160851,qc_pass,high,0.0,0.0,0.9964932787843368,0.0,0.9731735159817352,0.0,0.0,500.0,11.0,2.0,,,,,,,,,,,,,,,
T21,unweighted,21160851,overall,three_way,,,,,,,,,,,0.8333711262282694,0.1666288737717309,0.1666288737717309,0.8299697656840517,0.0034013605442176,0.0,0.0,0.9760939847912208,0.8333333333333333,0.1666666666666666,0.023338519671038,0.8298877274487031,105.0,498.0,2.0
ANY,unweighted,21160851,overall_qcfail_negative,low,0.4223300970873785,0.0859683794466402,0.9847592213114752,0.1428571428571428,0.8816326530612238,0.4285714285714285,0.0895522388059701,605.0,67.0,14.0,,,,,,,,,,,,,,,
ANY,unweighted,21160851,overall_qcfail_negative,high,0.4860335195530726,0.0859683794466402,0.988217213114754,0.1460957178841309,0.8846938775510196,0.5,0.0895522388059701,605.0,67.0,12.0,,,,,,,,,,,,,,,
ANY,unweighted,21160851,qc_pass,low,0.3918918918918918,0.0895061728395061,0.9826656394453004,0.1457286432160804,0.8835616438356168,0.4285714285714285,0.109090909090909,494.0,55.0,14.0,,,,,,,,,,,,,,,
ANY,unweighted,21160851,qc_pass,high,0.453125,0.0895061728395061,0.986517719568567,0.1494845360824742,0.8869863013698633,0.5,0.109090909090909,494.0,55.0,12.0,,,,,,,,,,,,,,,
