target,variant,scope,mode,seeds,precision_w_mean,precision_w_sd,precision_w_q025,precision_w_q975,recall_w_mean,recall_w_sd,recall_w_q025,recall_w_q975,specificity_w_mean,specificity_w_sd,specificity_w_q025,specificity_w_q975,f1_w_mean,f1_w_sd,f1_w_q025,f1_w_q975,accuracy_w_mean,accuracy_w_sd,accuracy_w_q025,accuracy_w_q975,precision_raw_mean,precision_raw_sd,precision_raw_q025,precision_raw_q975,recall_raw_mean,recall_raw_sd,recall_raw_q025,recall_raw_q975,n_mean,n_sd,n_q025,n_q975,positive_mean,positive_sd,positive_q025,positive_q975,predicted_positive_mean,predicted_positive_sd,predicted_positive_q025,predicted_positive_q975,coverage_w_mean,coverage_w_sd,coverage_w_q025,coverage_w_q975,retest_rate_w_mean,retest_rate_w_sd,retest_rate_w_q025,retest_rate_w_q975,qc_fail_rate_w_mean,qc_fail_rate_w_sd,qc_fail_rate_w_q025,qc_fail_rate_w_q975,negative_clear_rate_w_mean,negative_clear_rate_w_sd,negative_clear_rate_w_q025,negative_clear_rate_w_q975,positive_call_rate_w_mean,positive_call_rate_w_sd,positive_call_rate_w_q025,positive_call_rate_w_q975,positive_precision_w_mean,positive_precision_w_sd,positive_precision_w_q025,positive_precision_w_q975,positive_recall_all_w_mean,positive_recall_all_w_sd,positive_recall_all_w_q025,positive_recall_all_w_q975,negative_npv_w_mean,negative_npv_w_sd,negative_npv_w_q025,negative_npv_w_q975,false_negative_clear_rate_w_mean,false_negative_clear_rate_w_sd,false_negative_clear_rate_w_q025,false_negative_clear_rate_w_q975,followup_recall_w_mean,followup_recall_w_sd,followup_recall_w_q025,followup_recall_w_q975,followup_precision_w_mean,followup_precision_w_sd,followup_precision_w_q025,followup_precision_w_q975,negative_specific_clear_w_mean,negative_specific_clear_w_sd,negative_specific_clear_w_q025,negative_specific_clear_w_q975,retest_records_mean,retest_records_sd,retest_records_q025,retest_records_q975,negative_records_mean,negative_records_sd,negative_records_q025,negative_records_q975,positive_call_records_mean,positive_call_records_sd,positive_call_records_q025,positive_call_records_q975
T21,unweighted,overall_qcfail_negative,low,20,0.03376245847176079,0.08608580933093829,0.0,0.26874999999999993,0.01785714285714285,0.0456190266898932,0.0,0.1428571428571428,0.9907283889165421,0.0061070922347928255,0.9796167247386759,0.9982578397212544,0.02213818860877683,0.0556093830121571,0.0,0.16705882352941162,0.9675647878198896,0.005775383876865082,0.9576445578231292,0.9744897959183672,0.035876623376623375,0.08928012161692703,0.0,0.26874999999999993,0.019230769230769225,0.04912818258911577,0.0,0.1538461538461538,605.0,0.0,605.0,605.0,13.0,0.0,13.0,13.0,4.9,3.2589956476772026,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T21,unweighted,overall_qcfail_negative,high,20,0.009999999999999995,0.04472135954999577,0.0,0.10499999999999966,0.00357142857142857,0.01597191412499849,0.0,0.03749999999999988,0.9937514518002322,0.004598234807920354,0.986062717770035,0.9991724738675958,0.005263157894736839,0.023537557657892515,0.0,0.05526315789473667,0.9701757369614512,0.004490843840668727,0.9625850340136054,0.9753826530612244,0.01,0.0447213595499958,0.0,0.10499999999999972,0.003846153846153845,0.017200522903844533,0.0,0.04038461538461526,605.0,0.0,605.0,605.0,13.0,0.0,13.0,13.0,2.95,2.187885304412267,0.47500000000000003,7.524999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T21,unweighted,qc_pass,low,20,0.03110367892976588,0.07913074576507163,0.0,0.24657190635451498,0.019265864066891014,0.04893456596698813,0.0,0.1524069319640564,0.9900477961970472,0.0066531879110734255,0.9780325981941579,0.9982466393921684,0.022732617297908413,0.05702668206422316,0.0,0.1687959299039004,0.9682933789954337,0.005984847935525636,0.9580051369863014,0.9748858447488584,0.035876623376623375,0.08928012161692703,0.0,0.26874999999999993,0.02409090909090909,0.0613233076764114,0.0,0.19136363636363635,501.1,1.9439514830419644,499.0,505.05,10.55,0.5104177855340405,10.0,11.0,4.9,3.2589956476772026,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T21,unweighted,qc_pass,high,20,0.009375,0.041926274578121064,0.0,0.09843749999999973,0.00394736842105263,0.017653168243419386,0.0,0.041447368421052504,0.9934338097468072,0.004861868789165188,0.9856818170200368,0.9991690962099125,0.00555555555555555,0.024845199749997635,0.0,0.05833333333333311,0.9712614155251138,0.0044261558821150244,0.9636843607305936,0.9768978310502282,0.01,0.0447213595499958,0.0,0.10499999999999972,0.005,0.0223606797749979,0.0,0.05249999999999986,501.1,1.9439514830419644,499.0,505.05,10.55,0.5104177855340405,10.0,11.0,2.95,2.187885304412267,0.47500000000000003,7.524999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T21,unweighted,overall,three_way,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8330002159593997,0.004994374017439534,0.8251738473167047,0.8426256613756614,0.16699978404060034,0.004994374017439574,0.15737433862433858,0.17482615268329552,0.16370856279019544,0.00345234230299893,0.1565665154950869,0.16789871504157214,0.826815408703164,0.007605132153553028,0.8126455026455028,0.8394935752078612,0.006184807256235769,0.004518778641221939,0.0008078231292516802,0.0136054421768707,0.009999999999999995,0.04472135954999577,0.0,0.10499999999999966,0.00357142857142857,0.01597191412499849,0.0,0.03749999999999988,0.9777267379595665,0.0018146052446538891,0.9759247365379065,0.981443567645331,0.7738095238095237,0.06756466449477981,0.6416666666666666,0.8333333333333333,0.22619047619047614,0.0675646644947798,0.1666666666666666,0.3583333333333332,0.030887988480290895,0.008355402074822127,0.022565777812378448,0.04824890351228475,0.8281082351639842,0.006768517931685035,0.8150735578784359,0.8396438250096787,105.85,2.814903943392441,100.425,110.1,496.2,3.941680111990718,488.95,503.05,2.95,2.187885304412267,0.47500000000000003,7.524999999999999
ANY,unweighted,overall_qcfail_negative,low,20,0.28739556643853226,0.1298207328296562,0.10299889453678335,0.5063744075829383,0.07529644268774696,0.03539585539007713,0.020454545454545413,0.14118083003952567,0.9747237265807962,0.010427472851037853,0.9518767381440277,0.9871670081967211,0.11778926547339466,0.053284008618401726,0.03412273256876992,0.20682351293144632,0.8715241334629085,0.010381354932415343,0.8502696793002906,0.8854968415937796,0.2349852104598938,0.10339490188691071,0.09749999999999999,0.4031249999999999,0.05895522388059697,0.02673223386118715,0.022014925373134292,0.09738805970149249,605.0,0.0,605.0,605.0,67.0,0.0,67.0,67.0,17.55,6.286786477249431,8.95,31.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,unweighted,overall_qcfail_negative,high,20,0.33480822594670057,0.14867542204951917,0.08318578224101474,0.5698717948717947,0.06284584980237148,0.03114467951532258,0.0148221343873517,0.1185770750988142,0.9836074721896955,0.006634458342694769,0.9694576075819671,0.9925049399882903,0.10467134783865255,0.05025332906049788,0.025154225947746835,0.1914018110891779,0.8779599935212173,0.006976915598351778,0.8641869128603815,0.8879539196631027,0.2832892799494966,0.1340675177121231,0.07996794871794868,0.5,0.0485074626865671,0.02366110837679344,0.0149253731343283,0.08246268656716409,605.0,0.0,605.0,605.0,67.0,0.0,67.0,67.0,11.9,3.9189149948476945,6.475,20.574999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,unweighted,qc_pass,low,20,0.2692978467455043,0.12922012864030977,0.0917365757370577,0.481544502617801,0.08169178046242624,0.040553266688449656,0.022206243536711457,0.1619022869022869,0.9713341492046835,0.012051600151852984,0.9455070641978761,0.9864582364942655,0.1233996198524601,0.05888075761355944,0.03566918671720496,0.22930169020739288,0.8741707436399218,0.011834351290204204,0.849617987606001,0.8916466894977167,0.24277158755865513,0.10554509603576338,0.09749999999999999,0.4076923076923076,0.07275533865156503,0.032968710669299676,0.026818181818181748,0.12083333333333329,491.3,2.9929742292312014,484.425,495.525,54.3,0.8013147091860318,53.0,55.525,17.0,6.155870112510924,8.475,30.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,unweighted,qc_pass,high,20,0.3202784464671471,0.15040953044242017,0.07924160671462827,0.564375,0.06794648731115382,0.03468798583817967,0.015511892450879,0.13292619542619544,0.9818073770978263,0.007434318310392484,0.9659624829619952,0.991953730307475,0.1105138985787268,0.054214354947369,0.026562135927560543,0.20727869701187082,0.8820075016307893,0.007695574317248363,0.866772667971298,0.8934992661448139,0.2979533660783661,0.14454011538805073,0.08356643356643355,0.5524999999999999,0.05982353862070837,0.029107808046366358,0.01834175084175079,0.10208404802744417,491.3,2.9929742292312014,484.425,495.525,54.3,0.8013147091860318,53.0,55.525,11.4,3.8030458707116384,5.95,19.574999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,unweighted,overall,three_way,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8118866753050428,0.00900692427837292,0.7946733614080554,0.8270563384083794,0.18811332469495734,0.009006924278372923,0.17294366159162072,0.20532663859194467,0.17975569592916532,0.00478989742446273,0.17348221034445518,0.19080080444876366,0.7901641291437211,0.011386684769325313,0.7711946604038442,0.8067611489040062,0.02172254616132163,0.006771428928413209,0.010306122448979545,0.03534863945578227,0.33480822594670057,0.14867542204951917,0.08318578224101478,0.5698717948717947,0.0628458498023715,0.031144679515322595,0.0148221343873517,0.1185770750988142,0.8923444006535848,0.0049727825490864085,0.8850939092302423,0.9006475057333772,0.7415019762845851,0.038265751940281444,0.6740859683794468,0.7985918972332018,0.258498023715415,0.03826575194028146,0.20140810276679844,0.32591403162055343,0.14119658139340358,0.018092225382776005,0.11391058495020491,0.16878482018110033,0.7964712626854021,0.011190597729034692,0.7765708857825918,0.8153575697697112,118.8,5.237516486596336,109.475,128.05,474.3,7.291667919799391,462.325,486.575,11.9,3.9189149948476945,6.475,20.574999999999996
T13,group_class_weighted,overall_qcfail_negative,low,20,0.24067121660925586,0.17156481536385593,0.0,0.5749999999999997,0.04743243243243238,0.024149442459496483,0.0,0.081081081081081,0.99187235841082,0.0038094776849530707,0.9863609467455621,0.998224852071006,0.0770570475385074,0.03955991933840175,0.0,0.137300757773713,0.9522529964366699,0.003956655237743901,0.9466836734693876,0.9587641723356007,0.252579365079365,0.17755248602948,0.0,0.5874999999999997,0.05217391304347825,0.02676465266309097,0.0,0.0869565217391304,605.0,0.0,605.0,605.0,23.0,0.0,23.0,23.0,5.6,2.0104987598001385,2.0,8.524999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
