label,pr_gain_mean,pr_gain_q025,pr_gain_q975,brier_gain_mean,brier_gain_q025,brier_gain_q975,decision
T13,0.0289419570040949,-0.096627618363583,0.142235666784292,0.0723723346561632,0.0594809532695027,0.0836976943113973,retain_elastic
T18,-0.1369989724573766,-0.2220798241609783,-0.0255579912005334,0.0622048727743117,0.0538479836339033,0.0706137306105309,retain_elastic
T21,-0.059247557929684,-0.1546103793923344,0.0027733013654212,0.1061812153592184,0.0816360567772559,0.1275830458481479,select_regularized_logistic_no_tree
