target,track,feature_set,model,n_features,seeds,roc_auc_w_mean,roc_auc_w_sd,roc_auc_w_q025,roc_auc_w_q975,pr_auc_w_mean,pr_auc_w_sd,pr_auc_w_q025,pr_auc_w_q975,precision_w_mean,precision_w_sd,precision_w_q025,precision_w_q975,recall_w_mean,recall_w_sd,recall_w_q025,recall_w_q975,specificity_w_mean,specificity_w_sd,specificity_w_q025,specificity_w_q975,f1_w_mean,f1_w_sd,f1_w_q025,f1_w_q975,balanced_accuracy_w_mean,balanced_accuracy_w_sd,balanced_accuracy_w_q025,balanced_accuracy_w_q975,mcc_w_mean,mcc_w_sd,mcc_w_q025,mcc_w_q975,accuracy_w_mean,accuracy_w_sd,accuracy_w_q025,accuracy_w_q975,precision_raw_mean,precision_raw_sd,precision_raw_q025,precision_raw_q975,recall_raw_mean,recall_raw_sd,recall_raw_q025,recall_raw_q975,f1_raw_mean,f1_raw_sd,f1_raw_q025,f1_raw_q975,accuracy_raw_mean,accuracy_raw_sd,accuracy_raw_q025,accuracy_raw_q975,predicted_positive_mean,predicted_positive_sd,predicted_positive_q025,predicted_positive_q975,mean_threshold_mean,mean_threshold_sd,mean_threshold_q025,mean_threshold_q975,selection_score
T21,record,engineered,elastic,64,100,0.4100487804878067,0.07663060788687245,0.26499231632258197,0.5213066037487406,0.06580225084899471,0.03494130492818972,0.016112071350151348,0.10096441767789842,0.02011204430444004,0.01172171084189468,0.0,0.03192507532119636,0.30357142857142855,0.18353686471548497,0.0,0.6440476190476186,0.6470667551573474,0.17554812118939037,0.29825576572092316,0.9661353077816488,0.03621632425243312,0.01613559682087443,0.0,0.05835458201185845,0.475319091864388,0.0429957845582728,0.3890247359106242,0.5413418782147005,-0.017163769033453763,0.032032177475416444,-0.07340163544418936,0.03128194564900067,0.6388882950005399,0.1675078425738129,0.3082179300291546,0.9440249433106574,0.018083830411833913,0.010618188409683864,0.0,0.028958355077758048,0.3023076923076923,0.1813934732408015,0.0,0.6557692307692301,0.032850380710353226,0.014768190330774584,0.0,0.0529304029304029,0.638297520661157,0.16846257700698505,0.305206611570248,0.9471487603305783,213.69,106.09312613992208,20.025000000000002,425.34999999999957,0.5567968749226051,0.18857119440933465,0.22592716652202813,0.9047053418449214,0.03876265013211398
