target,track,feature_set,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
ANY,woman,woman_compact,xgboost,187,0.6076787290379523,0.3831579779495113,0.33035714285714285,0.8409090909090909,0.27184466019417475,0.8,0.47435897435897434,0.5563768755516328,0.1212363676470354,0.4421768707482993,0.21876476439427237,0.6281662431143747,0.33035714285714285,0.8409090909090909,0.47435897435897434,0.4421768707482993,112,147,44,20260824,0.26342979955429935,0.12899663531744446,0.48743197581438547
ANY,woman,woman_compact,xgboost,187,0.4993380406001765,0.294179731697857,0.28888888888888886,0.5909090909090909,0.3786407766990291,0.6842105263157895,0.3880597014925373,0.48477493380406,-0.02862038379261426,0.4421768707482993,0.24967131350368713,0.7018909571274355,0.28888888888888886,0.5909090909090909,0.3880597014925373,0.4421768707482993,90,147,44,20261821,0.2955061304731434,0.04966169545432759,0.48991959542767044
T13,record,engineered,elastic,64,0.819455575609422,0.2611027666980359,0.22175141242937846,0.4243243243243242,0.9347928994082837,0.9737426035502956,0.2912801484230055,0.679558611866304,0.26496276771455685,0.9133786848072564,0.08843290037406125,0.3130209171040771,0.18604651162790697,0.34782608695652173,0.24242424242424243,0.9173553719008265,43,605,23,20260824,0.7305320054275712,0.18191979706790823,0.28347017371257555
T13,record,engineered,elastic,64,0.8167795877026649,0.19044765553137477,0.14851485148514848,0.08108108108108106,0.9796449704142011,0.9605476908795543,0.10489510489510485,0.530363025747641,0.08138143254972134,0.9419501133786851,0.08964504200250466,0.3148066565958339,0.18181818181818182,0.08695652173913043,0.11764705882352941,0.9504132231404959,11,605,23,20261821,0.8974972744379942,0.1368308945824071,0.3697823870205894
T13,record,engineered,lda,64,0.805074592766901,0.27247848904561295,0.060070671378092015,0.32162162162162156,0.7796449704142007,0.9632987278841934,0.10123351765206315,0.5506332960179112,0.0486470905729839,0.7604308390022676,0.04093247164266714,0.27732015616930916,0.05673758865248227,0.34782608695652173,0.0975609756097561,0.7553719008264462,141,605,23,20260824,0.22524550417109773,0.2516407675119796,0.26228978583462853
T13,record,engineered,lda,64,0.7363122920046006,0.2095313172140242,0.20807754442649426,0.24864864864864858,0.9585629754860522,0.9668172904765964,0.22656112576956897,0.6036058120673504,0.19036870224130828,0.9287819889860708,0.04226752064687591,0.3212364233562592,0.1875,0.2608695652173913,0.21818181818181817,0.9289256198347108,32,605,23,20261821,0.473802826733417,0.4657486687212068,0.290791589915866
T13,record,engineered,extra_trees,64,0.8161666857051474,0.1894140979260153,0.1501128668171558,0.4108108108108108,0.8981572273879961,0.9720778745517088,0.21988014052490185,0.6544840190994035,0.19430139898311555,0.877712989957888,0.03945549984618439,0.17462443552507612,0.109375,0.30434782608695654,0.16091954022988506,0.8793388429752066,64,605,23,20260824,0.2063217834579958,0.08522689419733781,0.2810809434064057
T13,record,engineered,extra_trees,64,0.8131041557195404,0.17962843944008666,0.1183574879227053,0.3027027027027026,0.9012679628064239,0.9672327454822555,0.17017581940525284,0.6019853327545632,0.13212833484416298,0.8761580822805315,0.04074487933766778,0.1565532349494844,0.12698412698412698,0.34782608695652173,0.18604651162790697,0.8842975206611571,63,605,23,20261821,0.23106803828563216,0.09586747854353751,0.28056451697194434
T13,record,engineered,random_forest,64,0.8167759703913553,0.23010855513175946,0.17315829445589687,0.616216216216216,0.8711580726965336,0.9810749576376062,0.270348098585585,0.7436871444563748,0.27417024194060857,0.8604632329122125,0.058663411593457934,0.22937140168224143,0.15294117647058825,0.5652173913043478,0.24074074074074073,0.8644628099173554,85,605,23,20260824,0.3075566433535743,0.09853857560484611,0.24756575867309913
T13,record,engineered,random_forest,64,0.7951551026935647,0.15344785053300608,0.13248250607302142,0.4702702702702702,0.8651620174697091,0.9738897100336845,0.20672682526661212,0.6677161438699897,0.18889329210070815,0.8485962639023865,0.06293004374811889,0.21726405332055948,0.10714285714285714,0.391304347826087,0.16822429906542055,0.8528925619834711,84,605,23,20261821,0.3580617451757216,0.16076211810243846,0.21614463238162676
T13,record,engineered,histgb,64,0.7794588197665122,0.15902711354602678,0.08249059757626429,0.381081081081081,0.8144040574809801,0.9677950778503263,0.13562349708004146,0.5977425692810305,0.09914687200539367,0.7962261094914158,0.04664453553134998,0.1789330472963816,0.08547008547008547,0.43478260869565216,0.14285714285714285,0.8016528925619835,117,605,23,20260824,0.19229836123292068,0.19075705050387742,0.22068369061147186
T13,record,engineered,histgb,64,0.775538461538462,0.16024146364734676,0.15936649344221734,0.49729729729729716,0.885139475908706,0.9757352118975733,0.24137931034482762,0.6912183866030016,0.22730565378973241,0.868869452542922,0.04757840126588847,0.1830054721235516,0.14084507042253522,0.43478260869565216,0.2127659574468085,0.8776859504132232,71,605,23,20261821,0.10250375772243606,0.054941018202762294,0.2257927938666745
T13,record,engineered,lightgbm,64,0.783638390715314,0.1694280851250166,0.1261859582542697,0.5648648648648648,0.8287235841081989,0.9775256251744904,0.20628877608573076,0.6967942244865319,0.20203881127710563,0.8176546809199872,0.0500508538888429,0.1816634731662138,0.10091743119266056,0.4782608695652174,0.16666666666666666,0.8181818181818182,109,605,23,20260824,0.29843373731240286,0.3189288302459039,0.23185386295858612
T13,record,engineered,lightgbm,64,0.7735061113522657,0.13739977127673875,0.09890421981871132,0.5378378378378377,0.7854381515919971,0.9748823154993809,0.16708314175479314,0.6616379947149175,0.1544455088746695,0.7750512903574129,0.0544342857466641,0.19754532071433822,0.08396946564885496,0.4782608695652174,0.14285714285714285,0.7818181818181819,131,605,23,20261821,0.17731861811150393,0.19949957168983784,0.20819794564149804
T13,record,engineered,xgboost,64,0.8241889835735993,0.1682065195836661,0.15324324324324348,0.6567567567567565,0.8410989010989005,0.9824447077409162,0.24850255661066506,0.7489278289278286,0.2599096267942094,0.8333657272432784,0.05387519163998508,0.19124607165096869,0.13333333333333333,0.6086956521739131,0.21875,0.8347107438016529,105,605,23,20260824,0.2989211692174604,0.3116910163829966,0.23046634387902376
T13,record,engineered,xgboost,64,0.7925981129058055,0.15154689400441076,0.15338450802512213,0.4243243243243242,0.8974471682163984,0.9726797984425101,0.22532034853921065,0.6608857462703613,0.20140481634807259,0.8775996112730807,0.0539762149054716,0.1961394072642822,0.12698412698412698,0.34782608695652173,0.18604651162790697,0.8842975206611571,63,605,23,20261821,0.3103663224819278,0.17435317056954464,0.258055683784592
T13,record,engineered,rbf_svm,64,0.7739777325931175,0.10779336430085702,0.0600377002827522,0.24594594594594582,0.8313947590870661,0.9618032466262466,0.09651515151515161,0.538670352516506,0.041099808181188996,0.8068351149983803,0.0963955132521767,0.3435342714550305,0.06796116504854369,0.30434782608695654,0.1111111111111111,0.8148760330578513,103,605,23,20260824,0.40232417311366303,0.08438799279637105,0.21014609742079024
T13,record,engineered,rbf_svm,64,0.7752207930669475,0.09878277931560561,0.11056216782693333,0.5702702702702701,0.7991208791208786,0.9769951013827741,0.18521537400464003,0.6846955746955744,0.1798412642051985,0.7895205701328151,0.09484977171161377,0.3398814646358192,0.09375,0.5217391304347826,0.15894039735099338,0.7900826446280992,128,605,23,20261821,0.3595735924923809,0.0764242129619649,0.20742729879890043
T13,record,longitudinal,elastic,157,0.7866043879890036,0.21830312626258086,0.11632047477744804,0.22702702702702698,0.9244801352493657,0.9646820146423214,0.15382603008502285,0.5757535811381964,0.11078112343406225,0.8952218982831228,0.05829054356044302,0.25964578263038485,0.11764705882352941,0.2608695652173913,0.16216216216216217,0.8975206611570248,51,605,23,20260824,0.6559959771771029,0.36996401057362194,0.33146933882374785
T13,record,longitudinal,elastic,157,0.8358766458766461,0.24775632775777384,0.18179652132475568,0.2945945945945945,0.941944209636517,0.968249830561493,0.22484160895830257,0.6182694021155558,0.188392634289171,0.9147878198898607,0.06095947497822627,0.23204288449508165,0.20512820512820512,0.34782608695652173,0.25806451612903225,0.9239669421487603,39,605,23,20261821,0.5158375005173715,0.1865783166524888,0.35183901316175936
