target,track,feature_set,model,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,threshold,train_women,test_women,train_date_max,test_date_min,tuning_objective,params,inner_precision,inner_recall,inner_f1
T21,record,engineered,elastic,0.5454223010418976,0.2839143346016729,0.03611111111111107,1.0,0.0,0.0,0.06970509383378008,0.5,0.0,0.03611111111111111,0.1310166003646908,0.5606328158403306,0.03571428571428571,1.0,0.06896551724137931,0.03571428571428571,112,112,4,1e-08,117,30,2023-11-27,2023-12-01,0.06850751816634651,"{""C"": 9.984688239997174, ""l1_ratio"": 0.49292878846473387}",0.020655270655270522,1.0,0.04047452896022305
