target,variant,model,n_features,seeds,roc_auc_w_mean,roc_auc_w_sd,roc_auc_w_q025,roc_auc_w_q975,pr_auc_w_mean,pr_auc_w_sd,pr_auc_w_q025,pr_auc_w_q975,precision_w_mean,precision_w_sd,precision_w_q025,precision_w_q975,recall_w_mean,recall_w_sd,recall_w_q025,recall_w_q975,specificity_w_mean,specificity_w_sd,specificity_w_q025,specificity_w_q975,f1_w_mean,f1_w_sd,f1_w_q025,f1_w_q975,balanced_accuracy_w_mean,balanced_accuracy_w_sd,balanced_accuracy_w_q025,balanced_accuracy_w_q975,mcc_w_mean,mcc_w_sd,mcc_w_q025,mcc_w_q975,accuracy_w_mean,accuracy_w_sd,accuracy_w_q025,accuracy_w_q975,precision_raw_mean,precision_raw_sd,precision_raw_q025,precision_raw_q975,recall_raw_mean,recall_raw_sd,recall_raw_q025,recall_raw_q975,f1_raw_mean,f1_raw_sd,f1_raw_q025,f1_raw_q975,accuracy_raw_mean,accuracy_raw_sd,accuracy_raw_q025,accuracy_raw_q975,predicted_positive_mean,predicted_positive_sd,predicted_positive_q025,predicted_positive_q975,mean_threshold_mean,mean_threshold_sd,mean_threshold_q025,mean_threshold_q975,selection_score
T21,z_only,elastic,9,10,0.36010050671449556,0.027980700684536675,0.32180316716311197,0.39638762802837124,0.019252270682137144,0.0016463732945107528,0.01752677554475547,0.0222144370423653,0.021380615555590954,0.0018903564412267719,0.01846476641719796,0.024209908220047916,0.6452380952380953,0.16890037554922785,0.3577380952380952,0.8910714285714286,0.28542116033405274,0.1499294221592681,0.10762153641944633,0.573030805818262,0.041318475559524545,0.0038498900512270334,0.03556837279053471,0.04713140062136516,0.465329627786074,0.029480509013687248,0.4126986892317906,0.5076472540235609,-0.02396255720451907,0.021970963688454793,-0.06375260744890933,0.00786097246124124,0.29398823021272,0.14259245889497377,0.12627510528020736,0.567904788899687,0.01954886658209453,0.0016735775257625829,0.01698856843992827,0.021997491880767873,0.6538461538461539,0.16715903603083715,0.3596153846153846,0.8884615384615385,0.0379030088751558,0.003407965249338865,0.03284951919358581,0.0428162466076561,0.29305785123966943,0.14383447479096834,0.12801652892561985,0.5712809917355373,431.7,91.1068359430595,255.725,537.65,0.2826292829065967,0.12364347681016255,0.15556394922301325,0.48589845393596903,0.0422812301149315
T21,core,elastic,29,10,0.5405229114487462,0.046042757081596004,0.48213811986273486,0.6213429744720197,0.09244314042196988,0.022273906753490665,0.04463860647434918,0.10612870819759276,0.02759246723886431,0.015557967811252207,0.004498500499833405,0.056682364807628456,0.2928571428571428,0.2208147035026038,0.016071428571428566,0.6744047619047621,0.731093966041701,0.1751420112388628,0.45529589071400944,0.9583893313422929,0.04546063690660885,0.018180209901972947,0.008408595453129894,0.06470266387171844,0.5119755544494218,0.035251375619996514,0.45655536198219104,0.5648503263093858,0.009204203253663416,0.02911868168845255,-0.04294206749388037,0.04276274394298933,0.7206597559658785,0.16591664291900668,0.46051276859950335,0.9372627146096536,0.02500220286375715,0.013655768854812029,0.00430622009569378,0.05031362007168459,0.3,0.21892691493473396,0.01730769230769231,0.675,0.04222336560343373,0.016999705001806222,0.008108108108108109,0.062000000000000006,0.7168595041322314,0.16836811101757207,0.4544214876033058,0.9364462809917355,166.1,107.36278063959907,27.225,334.625,0.5641057196021739,0.22395318628570884,0.19085936342130058,0.8743561717573266,0.050159898473312606
T21,engineered,elastic,64,10,0.4500102580714841,0.04985829407646602,0.36668562895541645,0.5314631249325142,0.08158098014169453,0.025954507270228293,0.02886953441521134,0.10357375323582263,0.029122963554007415,0.025305085305160485,0.011143382227767708,0.08317497361932902,0.3761904761904762,0.25042166505727487,0.07142857142857141,0.7351190476190477,0.6062585034013603,0.24587661024487256,0.24882901941264368,0.9477098888335821,0.04433233297915645,0.01710797940040005,0.019765724498124252,0.07594602799616366,0.49122448979591826,0.0356814310342842,0.43671153420717895,0.532425543388087,-0.0024209450205979984,0.03327932742978871,-0.04727886131278363,0.055476269157274695,0.6007806932296729,0.23431167927599356,0.26027980239714943,0.9272287010042115,0.026341020602870725,0.02312257109028561,0.010326164364050705,0.0758855799373041,0.3769230769230769,0.24714011815428696,0.07692307692307693,0.7346153846153847,0.04094731367119229,0.017343329060966747,0.018971339905074845,0.07497937293729373,0.5980165289256199,0.23631135962122915,0.2564049586776859,0.9275619834710744,240.0,149.13379526079558,33.275000000000006,455.975,0.48148475766168736,0.2700885922329379,0.07623140262341287,0.8729919806212176,0.048213436143225895
T21,longitudinal,elastic,157,10,0.38053912157197506,0.057375234395376326,0.3075407129557217,0.4757809862233718,0.02214832716790344,0.007281438952721374,0.01743030033500289,0.0380825381011532,0.016102470016353027,0.009330869238783089,0.0,0.023986422366596226,0.3095238095238095,0.24692617755720705,0.0,0.7083333333333334,0.6316641778662684,0.22738847901950923,0.28309440849510586,0.9499448315911729,0.030332578099992014,0.017825238968016133,0.0,0.04636832176479637,0.4705939936950389,0.031635271474216124,0.4152277252364358,0.5029544134727064,-0.02250921983927479,0.023226439855510542,-0.06559192810678496,0.0021106431196173596,0.62399416909621,0.216289941431147,0.2927089407191449,0.9277097505668938,0.014844627119756948,0.008408511531304197,0.0,0.021977026637572564,0.3153846153846154,0.25240460927845565,0.0,0.7173076923076924,0.028096672806952393,0.016172036822918137,0.0,0.04262171588300914,0.6272727272727273,0.21764724281842063,0.2964876033057851,0.9338842975206612,220.7,138.08133673873365,27.45,430.82500000000005,0.4848778994487389,0.24642354288509144,0.2512970218530832,0.8682844924792368,0.028091101074778323
T21,no_maternal,elastic,149,10,0.38778604744259443,0.05235068913766578,0.3133111151932719,0.4667027806089543,0.022928308055418106,0.007125554468718328,0.017494454264521543,0.038445028224352085,0.017635969544591384,0.009686751699476786,0.0,0.025097557514459277,0.3333333333333333,0.24203096320598266,0.0,0.7244047619047619,0.6392699518831921,0.23165864093736427,0.2889891322382616,0.9793985399037664,0.03329017169072702,0.01837250398608378,0.0,0.048030177432801656,0.4863016426082628,0.026311533370187434,0.4368249128919861,0.514952505392401,-0.012102985160753522,0.017975854467610783,-0.03921339477765114,0.009192904666599576,0.6319857466796244,0.2205206266256194,0.29846331389698744,0.9560795270489149,0.01616141435215318,0.008907464471404884,0.0,0.023582650656491976,0.3384615384615385,0.24912733951776656,0.0,0.7346153846153847,0.03067670513511419,0.0170125340724112,0.0,0.04530960326288469,0.6357024793388429,0.2193919746208373,0.3020661157024793,0.9589669421487603,216.2,139.08095164727308,11.825,427.45000000000005,0.5118941847910291,0.23457601282929785,0.2540956261610443,0.8672132597370281,0.03098987649974788
T21,no_qc,elastic,87,10,0.38844245867142957,0.027023708646231156,0.352234955925848,0.4263054811549098,0.02418090398167135,0.006733356203500243,0.019010246789451797,0.038501550410818354,0.018377976793481663,0.002651933108656313,0.014222036436517626,0.021813764190796555,0.4333333333333333,0.1440864218147329,0.23809523809523805,0.6505952380952381,0.44311874343233243,0.15029767140655004,0.17542848846855874,0.6275681654775729,0.03517798070210846,0.005253494360574911,0.026930317215851082,0.041969837787622935,0.43822603838283286,0.027598659603666007,0.4006954123112662,0.4754861456777835,-0.04138654264337497,0.023213967417102806,-0.08383298520488214,-0.015401742713034032,0.44288575747759423,0.14353229403753565,0.18635932944606415,0.6182950005398985,0.016657338278267153,0.0028504426319535415,0.012317246849705251,0.02038697883588802,0.4384615384615385,0.15405968087999797,0.23076923076923078,0.675,0.03202900400910853,0.005615685169719963,0.023382867132867132,0.039374741332654166,0.4411570247933884,0.14248886215161052,0.1876859504132231,0.6119834710743801,336.5,89.89160138744887,227.75,495.55000000000007,0.20806468055017496,0.13381888454443577,0.017582196517310477,0.41047969680712537,0.03628269751013187
