target,metric,mean,sd,q025,median,q975,replicates
T21,roc_auc_w,0.42009334908016355,0.09499552263437416,0.2508588260907159,0.4159052189834901,0.6092494676214294,500
T21,pr_auc_w,0.02968572934103024,0.012794574130903198,0.013894742941195226,0.02672165169029933,0.06536154290731791,500
T21,precision_w,0.07060286161959535,0.044940080959540385,0.0,0.06904497060225649,0.16558219178082187,500
T21,recall_w,0.15008533699149187,0.10869469112746,0.0,0.13043478260869565,0.39749999999999985,500
T21,specificity_w,0.9544958577446899,0.011050205212326015,0.9312740864792881,0.9554527009296747,0.9742592996961476,500
T21,f1_w,0.09370748123239613,0.05997864724061908,0.0,0.08928571428571429,0.21548048350151675,500
T21,balanced_accuracy_w,0.5522905973680908,0.053695697922005424,0.4759620991253644,0.5424254528494914,0.6761774827648194,500
T21,mcc_w,0.07073000712812269,0.06824445131564108,-0.03742822942832763,0.06194072729848012,0.21291091368751394,500
T21,accuracy_w,0.9351036281179138,0.012912155143937384,0.9080442176870748,0.9366780045351473,0.9578344671201814,500
