target,variant,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
T21,no_maternal,elastic,149,0.38393907311279263,0.02228228395509542,0.02425922717033451,0.38095238095238093,0.6262817322050768,0.9764590231788078,0.04561374928728531,0.5036170565787289,0.002279452631900546,0.620440557175251,0.09177092518024012,0.4152122858421029,0.02252252252252252,0.38461538461538464,0.0425531914893617,0.628099173553719,222,605,13,20371947,0.3995237579810848,0.3860892874546876,0.0826237167754411
T21,no_qc,elastic,87,0.35847943513448866,0.01900461558958192,0.0203858755005461,0.38095238095238093,0.5535092085614732,0.9734461628246278,0.03870076019350389,0.4672307947569271,-0.02010568089141901,0.5494007126660189,0.09421446164178239,0.34833376340419664,0.018726591760299626,0.38461538461538464,0.03571428571428571,0.5537190082644629,267,605,13,20260824,0.2614287538370701,0.3631712504825431,0.0667949537542555
T21,no_qc,elastic,87,0.3587301587301599,0.04144011810092635,0.017946417126009563,0.47619047619047605,0.3644433383109344,0.9661315152848031,0.03458925262507735,0.42031690725070525,-0.050373000475846086,0.36710398445092324,0.09525012979495186,0.35343216551555906,0.015873015873015872,0.46153846153846156,0.030690537084398978,0.37355371900826445,378,605,13,20273171,0.2517631164415403,0.410130139507115,0.07319886311672841
T21,no_qc,elastic,87,0.3843408366056462,0.02469792528651082,0.015838059611439647,0.23809523809523805,0.6391460649300368,0.971746661733544,0.02970044974966771,0.4386206515126374,-0.039039511142788724,0.6295972357196847,0.11514955013886738,0.39903057589207724,0.013574660633484163,0.23076923076923078,0.02564102564102564,0.6231404958677685,221,605,13,20285518,0.4273787443465834,0.39906277349114083,0.08478679453717586
T21,no_qc,elastic,87,0.4168069085938684,0.0230010950198127,0.02037667743719624,0.4761904761904761,0.44162933466069365,0.97188447073429,0.03908103732239077,0.4589099054255849,-0.02521864998492319,0.44245221898283127,0.11311015960479252,0.39204439960381476,0.01744186046511628,0.46153846153846156,0.03361344537815126,0.4297520661157025,344,605,13,20297865,0.19935181425059265,0.3154969208199939,0.05042567231058131
T21,no_qc,elastic,87,0.4052251640106307,0.020325483330432485,0.018990463663268762,0.5238095238095238,0.34002544107073773,0.9669707455174582,0.03665212217374076,0.4319174824401308,-0.043721761686201295,0.3444012525645179,0.11210761209928072,0.4260716095684494,0.017456359102244388,0.5384615384615384,0.033816425120772944,0.33884297520661155,401,605,13,20310212,0.05381528178382031,0.07267767385568191,0.054870557791800424
T21,no_qc,elastic,87,0.3867286364797574,0.020152823325998524,0.013888888888888926,0.23809523809523805,0.5876887340301973,0.9693486590038313,0.026246719160105056,0.41289198606271765,-0.05403968748584598,0.5793650793650793,0.1170067210941222,0.4077972239798449,0.01195219123505976,0.23076923076923078,0.022727272727272728,0.5735537190082645,251,605,13,20322559,0.35227186639343655,0.3373263109355936,0.06799789919492463
T21,no_qc,elastic,87,0.42906313125327666,0.024136505293222678,0.022199106961640062,0.5952380952380952,0.3605276256844206,0.9733470704174878,0.04280193709338182,0.47788286046125794,-0.01403608324189001,0.3661159701976029,0.1065086677956595,0.36899746456649946,0.020460358056265986,0.6153846153846154,0.039603960396039604,0.3586776859504132,391,605,13,20334906,0.061268577718777265,0.06124580732259765,0.05593369472196886
T21,no_qc,elastic,87,0.41202735836882376,0.021641013469666924,0.02048647242455781,0.42857142857142855,0.5002156960345114,0.9728927326707112,0.039103717956675665,0.46439356230297,-0.02171372475095474,0.4985098801425333,0.11237547281175363,0.3795312754701273,0.020134228187919462,0.46153846153846156,0.03858520900321544,0.5057851239669422,298,605,13,20347253,0.2479407792485959,0.35753507417342034,0.07415446956686031
T21,no_qc,elastic,87,0.35042204260721044,0.019029643144559155,0.01829826166514192,0.6666666666666666,0.12764227642276485,0.9401197604790419,0.03561887800534304,0.3971544715447158,-0.09248265228460231,0.14047619047619048,0.10051661140027036,0.3618677773650087,0.017208413001912046,0.6923076923076923,0.033582089552238806,0.14380165289256197,523,605,13,20359600,0.007062913698001171,0.011668277808335608,0.04922468169392856
