target,track,feature_set,model,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
ANY,record,engineered,elastic,0.7478619418268834,0.38303678071690966,0.3686783042394021,0.5217391304347829,0.8842030152224819,0.9344870927197134,0.4320533052779244,0.7029710728286322,0.35080993676151717,0.8426141885325561,0.1612925165553008,0.5369444981288114,0.3473684210526316,0.4925373134328358,0.4074074074074074,0.8413223140495868,95,605,67,20450880,0.649573762217977,0.09214990020724229,0.43222263541487654
ANY,record,engineered,elastic,0.7553843534109039,0.41996519100542157,0.33726578764746773,0.4802371541501979,0.8776895491803274,0.9287166282694129,0.3962494904198946,0.6789633516652626,0.30854855253755037,0.8320861678004536,0.16859043133237797,0.5464798009215261,0.3473684210526316,0.4925373134328358,0.4074074074074074,0.8413223140495868,95,605,67,20458799,0.6514262694163344,0.1193988819956891,0.4400452952301948
ANY,record,engineered,elastic,0.7393359180948833,0.4008106242464602,0.3174326952605186,0.43774703557312283,0.8780005854800931,0.9233611052317635,0.36800569631519664,0.6578738105266078,0.27573550672664643,0.8274862325882736,0.16391238283296866,0.5076862766642676,0.3191489361702128,0.44776119402985076,0.37267080745341613,0.8330578512396695,94,605,67,20466718,0.6432059580825253,0.06584028678166128,0.410262480845538
ANY,record,engineered,elastic,0.7134527526628162,0.303752112458876,0.29015544041450836,0.45059288537549436,0.857124560889929,0.9232937188356093,0.35299972352778597,0.6538587231327115,0.2562850565131477,0.810479429867185,0.17119118803903263,0.5659201962661431,0.29245283018867924,0.4626865671641791,0.3583815028901734,0.8165289256198347,106,605,67,20474637,0.6131559826213754,0.048664604516121125,0.421604675081542
ANY,record,engineered,elastic,0.7658360216049098,0.36157705329830403,0.38775510204081653,0.4130434782608698,0.9154713114754093,0.9232756393696714,0.40000000000000024,0.6642573948681394,0.31965324746666457,0.8578231292517009,0.1586344430340823,0.5079494392584286,0.36231884057971014,0.373134328358209,0.36764705882352944,0.8578512396694215,69,605,67,20482556,0.6987023434548317,0.07427583104210365,0.4476660337492126
ANY,record,engineered,elastic,0.7516469821644562,0.3898815964409325,0.39114760664930964,0.5513833992094864,0.8887587822014046,0.9385941183290176,0.4576449912126543,0.7200710907054453,0.3809635706129275,0.8500485908649176,0.1641790624992035,0.5361406707547897,0.3804347826086957,0.5223880597014925,0.44025157232704404,0.8528925619834711,92,605,67,20490475,0.6324875797486076,0.06325533734092557,0.37751428042055446
ANY,record,engineered,elastic,0.7311931213127871,0.4407666309668794,0.40125801091858576,0.4772727272727275,0.9076954039812641,0.9305435720448659,0.4359767891682789,0.6924840656269957,0.35739758720583975,0.8583090379008749,0.16525569793524097,0.5143409899749407,0.4024390243902439,0.4925373134328358,0.4429530201342282,0.8628099173553719,82,605,67,20498394,0.6826211883183392,0.09440744807329425,0.4436077528587229
ANY,record,engineered,elastic,0.7825163104224717,0.4707954251013887,0.44222141384746005,0.514822134387352,0.9158372365339574,0.9357486026209033,0.47576805166003555,0.7153296854606546,0.40345548641626156,0.8698250728862976,0.15299923461513623,0.5049825717529476,0.42105263157894735,0.47761194029850745,0.44755244755244755,0.8694214876033057,76,605,67,20506313,0.6886985862003859,0.016057291445200593,0.415345426552216
ANY,record,engineered,elastic,0.7696345732069964,0.40946051047678345,0.43528155858019785,0.46047430830039554,0.9225702576112407,0.9295431921247646,0.4475236657977778,0.6915222829558181,0.37382367269556765,0.8695497246517657,0.16347205185555633,0.5337761858491069,0.43661971830985913,0.4626865671641791,0.4492753623188406,0.8743801652892562,71,605,67,20514232,0.7148900058512899,0.028150486562862564,0.4291040867820199
ANY,record,engineered,elastic,0.7315263469416958,0.39611228464500425,0.32913719502695354,0.4970355731225299,0.868693891491022,0.9301951974504818,0.39602586934108214,0.6828647323067758,0.3079699612912332,0.8260501025807149,0.1574210643657327,0.5656492308506704,0.30097087378640774,0.4626865671641791,0.36470588235294116,0.8214876033057851,103,605,67,20522151,0.6130198515634777,0.12864456483628198,0.43191531278960577
