target,track,feature_set,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
T21,record,engineered,elastic,64,0.4173594486187834,0.09222841667703645,0.01751474926253696,0.4523809523809524,0.38106852497096433,0.9661366313309775,0.03372381966631184,0.4167247386759584,-0.052181137461009594,0.3827664399092971,0.12985033542137728,0.4210506212914267,0.016,0.46153846153846156,0.030927835051546393,0.3785123966942149,375,605,13,20680531,0.270892883875265,0.4195722611110959,0.08673814658869075
T21,record,engineered,elastic,64,0.45807385284737373,0.10106020996042192,0.023093320701089586,0.3095238095238095,0.6806426635694924,0.9758547957371224,0.042979942693409844,0.495083236546651,-0.0032161662437681596,0.6718065003779291,0.12211234648698785,0.41188273411260146,0.02072538860103627,0.3076923076923077,0.038834951456310676,0.6727272727272727,193,605,13,20688450,0.5354432908088538,0.4309249159195806,0.19146230682852072
T21,record,engineered,elastic,64,0.48191221513770277,0.10026450756078506,0.02553998832457683,0.4761904761904761,0.556860793097727,0.9775719445415355,0.04847981162130353,0.5165256346441016,0.010141663136028581,0.5549400712666019,0.12644034458522516,0.41943805828653685,0.02197802197802198,0.46153846153846156,0.04195804195804196,0.547107438016529,273,605,13,20696369,0.4692418833969658,0.45099808483669224,0.18267700957558405
T21,record,engineered,elastic,64,0.4540439714406876,0.10085854199721454,0.02431315341599815,0.4761904761904761,0.533914053426249,0.976630550244317,0.04626416840157315,0.5050522648083626,0.003087989893938205,0.5325396825396825,0.13213255460833465,0.4315983033247682,0.02142857142857143,0.46153846153846156,0.040955631399317405,0.5355371900826447,280,605,13,20704288,0.49482891115055133,0.4902391346790402,0.1504838988036197
T21,record,engineered,elastic,64,0.37190802763227004,0.019715802647540092,0.007986005476118057,0.07142857142857141,0.7835905093744809,0.9719089562067827,0.01436585032152144,0.42750954040152617,-0.05398932242307723,0.7666342727567219,0.12780465631562993,0.46747220848057336,0.007692307692307693,0.07692307692307693,0.013986013986013986,0.7669421487603306,130,605,13,20712207,0.7316079861707306,0.4203282959703795,0.12716895903624917
T21,record,engineered,elastic,64,0.4917720785565501,0.0956739020947857,0.030411449016100284,0.40476190476190466,0.6852497096399535,0.979253112033195,0.05657237936772065,0.5450058072009291,0.029494452741700473,0.6785714285714286,0.12536757873141482,0.3999382648767305,0.02577319587628866,0.38461538461538464,0.04830917874396135,0.6743801652892562,194,605,13,20720126,0.5328380884710378,0.46433854152244175,0.14087191979988684
T21,record,engineered,elastic,64,0.41626226952260015,0.057048805425083095,0.018312069867589705,0.3095238095238095,0.5952878712460593,0.972488005854769,0.034578409393168016,0.4524058403849344,-0.02959265667413344,0.5884839650145773,0.12808954528531624,0.42474165249682383,0.016260162601626018,0.3076923076923077,0.03088803088803089,0.5851239669421487,246,605,13,20728045,0.3230422762397477,0.3274009365715499,0.10046236899842434
T21,record,engineered,elastic,64,0.40166604775863335,0.09045298040809394,0.021747009786154462,0.3809523809523809,0.5820363917924892,0.9747147302904563,0.04114520829761711,0.4814943863724351,-0.011443572087083883,0.5772486772486772,0.1329105891759036,0.4255995153342629,0.019762845849802372,0.38461538461538464,0.03759398496240601,0.5768595041322314,253,605,13,20735964,0.5015633669654039,0.48294890095167425,0.20863148473377569
T21,record,engineered,elastic,64,0.4488231529545633,0.0588509291049433,0.023671040173136804,0.23809523809523803,0.7604778496764554,0.9761468671465688,0.043061023622047334,0.4992865438858467,-0.0005097354923857591,0.7480401684483318,0.12462836238097039,0.4168300841372463,0.02112676056338028,0.23076923076923078,0.03870967741935484,0.7537190082644628,142,605,13,20743883,0.7410000762378397,0.4265850538755343,0.18763630238518983
T21,record,engineered,elastic,64,0.30553791009241693,0.017396102121340115,0.01588964553867648,0.3095238095238095,0.5324373651899781,0.9693399788551577,0.03022753695399441,0.4209805873568938,-0.048314519658530834,0.5271298995788792,0.11243275140726201,0.4044782895461596,0.014084507042253521,0.3076923076923077,0.026936026936026935,0.5223140495867769,284,605,13,20751802,0.48813380400501305,0.4814411076781621,0.13416635198769053
T21,record,engineered,elastic,64,0.2778841772868675,0.016374026680799503,0.0,0.0,0.9461091753774679,0.9748683580660602,0.0,0.47305458768873393,-0.036801697079595255,0.9235827664399096,0.13424345438844776,0.47091364617783155,0.0,0.0,0.0,0.9289256198347108,30,605,13,20759721,0.8807338956028274,0.15439724251181572,0.23919675706579066
T21,record,engineered,elastic,64,0.44923466095691195,0.0933022272681814,0.029378847229994395,0.07142857142857141,0.9424423427907747,0.9765326823230065,0.041633624107850896,0.506935457109673,0.009055292338452483,0.9217039196631034,0.13552859096845798,0.44610655474041916,0.02702702702702703,0.07692307692307693,0.04,0.9206611570247933,37,605,13,20767640,0.8375847976107321,0.18485408127372732,0.21479976864674274
T21,record,engineered,elastic,64,0.44320847192922996,0.045607995104943184,0.018346034434095475,0.3095238095238095,0.5960511033681763,0.9725222664392645,0.034638955502264986,0.45278745644599294,-0.029364289289494864,0.5892290249433108,0.12837242291561268,0.42411760319158515,0.01646090534979424,0.3076923076923077,0.03125,0.5900826446280992,243,605,13,20775559,0.48972982886516003,0.4710722589286829,0.12819313692706055
T21,record,engineered,elastic,64,0.29596616811649334,0.01691611366472853,0.019034152708288066,0.23809523809523805,0.7007134561141525,0.9741649750876544,0.03525027696646197,0.46940434710469525,-0.02039985908484148,0.6896987366375122,0.12644303061666126,0.46572025241678544,0.016853932584269662,0.23076923076923078,0.031413612565445025,0.6942148760330579,178,605,13,20783478,0.5627271115280841,0.3598028427914645,0.11356764608436544
T21,record,engineered,elastic,64,0.31290265235014036,0.017605119558922,0.008228195282501391,0.07142857142857141,0.790011614401858,0.9721309132485348,0.014756517461879027,0.4307200929152147,-0.05216740622327723,0.772902494331066,0.14566756415161664,0.5311602830877306,0.007692307692307693,0.07692307692307693,0.013986013986013986,0.7669421487603306,130,605,13,20791397,0.7214545444180129,0.41057581925083936,0.2062125082703572
T21,record,engineered,elastic,64,0.43514054479709263,0.0932590619389622,0.020777678836450052,0.3333333333333333,0.6168408826945408,0.97431663914878,0.039117071807767655,0.47508710801393705,-0.015634239741793773,0.6100907029478458,0.12575662257731302,0.40910265136953533,0.017167381974248927,0.3076923076923077,0.032520325203252036,0.6066115702479339,233,605,13,20799316,0.5004110671611707,0.46985266277171145,0.10636744209634054
