target,track,feature_set,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
ANY,record,core,elastic,29,0.8164826410744757,0.5153381582904191,0.39458160367052714,0.5098814229249014,0.898602166276346,0.9339748221960213,0.44488237467668473,0.7042417946006236,0.36634670476626496,0.854000647878199,0.1571781511317041,0.4825193991031926,0.36363636363636365,0.47761194029850745,0.4129032258064516,0.8495867768595041,88,605,67,20260824,0.6421529770532769,0.10592728714318832,0.43602916516050066
ANY,record,core,elastic,29,0.8027745773396835,0.527385874342664,0.3838308224946204,0.5790513833992098,0.8795191744730674,0.9415901122363032,0.4616510044454455,0.7292852789361384,0.3863009960935603,0.8450437317784257,0.15268492514807946,0.4769234797760479,0.3627450980392157,0.5522388059701493,0.4378698224852071,0.8429752066115702,102,605,67,20268743,0.6174920931596645,0.10581949230734894,0.44423609252524304
ANY,record,core,elastic,29,0.7646436012868992,0.4120603287680514,0.3675582398619504,0.42094861660079075,0.9061219262295076,0.9235086803289384,0.39244587747581794,0.6635352714151491,0.3085440253623081,0.8504535147392291,0.15967949401860995,0.4911039319014426,0.37662337662337664,0.43283582089552236,0.4027777777777778,0.8578512396694215,77,605,67,20276662,0.6693339254968707,0.017187135646694184,0.4755447368111479
ANY,record,core,elastic,29,0.7769599806710575,0.41576587132424825,0.39318290926548244,0.3468379446640318,0.930620608899297,0.9166171090807513,0.36855921398034963,0.6387292767816644,0.2931836710736777,0.8636378360868158,0.15793992353707464,0.48648976863454746,0.3870967741935484,0.3582089552238806,0.37209302325581395,0.8661157024793389,62,605,67,20284581,0.6966898884501888,0.049783300984579636,0.4734424777233411
ANY,record,core,elastic,29,0.7745030638871406,0.49395657727298986,0.41337467978967257,0.4328063241106721,0.92039300351288,0.9260350127938438,0.4228673884559688,0.6765996638117759,0.34623586643993737,0.8644476838354391,0.1602279416786961,0.4935823025897597,0.391304347826087,0.40298507462686567,0.39705882352941174,0.8644628099173554,69,605,67,20292500,0.7008987645433997,0.07253143724262011,0.4436694360313268
ANY,record,core,elastic,29,0.8066953329657691,0.48228043562974926,0.5064729574223247,0.4970355731225299,0.9372255562060886,0.9349675111338246,0.5017098888572246,0.7171305646643091,0.4378360839475753,0.8867184969225786,0.14879915989492037,0.46773785740748386,0.5,0.5074626865671642,0.5037037037037037,0.8892561983471075,68,605,67,20300419,0.7044710668787484,0.04266424129911201,0.44599859379073764
ANY,record,core,elastic,29,0.8058507162199585,0.47737368608613745,0.34587378640776767,0.563241106719368,0.8619364754098353,0.9383714445064134,0.42857142857142916,0.7125887910646014,0.3476416258330529,0.8276643990929706,0.1605804075606074,0.4956273141466207,0.34285714285714286,0.5373134328358209,0.4186046511627907,0.8347107438016529,105,605,67,20308338,0.6233005418999663,0.11377305860197909,0.4236648081124977
ANY,record,core,elastic,29,0.7962874468131061,0.47063588233648646,0.32765646222965267,0.4426877470355734,0.8822636124121774,0.9243228737372765,0.37658360852596867,0.6624756797238753,0.28614861134591457,0.8318270165208942,0.15492662577319938,0.48132923446375914,0.31958762886597936,0.4626865671641791,0.3780487804878049,0.8314049586776859,97,605,67,20316257,0.6395511485261136,0.11321383619843554,0.4521625960930126
ANY,record,core,elastic,29,0.7966792855368674,0.46279741891820203,0.3775899023577047,0.447628458498024,0.9043654859484772,0.9266431704847958,0.4096369978039017,0.6759969722232505,0.3272433335316572,0.8519598315516684,0.15998340247066997,0.48938354235457177,0.3780487804878049,0.4626865671641791,0.4161073825503356,0.856198347107438,82,605,67,20324176,0.663264639031142,0.032910465953418996,0.4629293191223293
ANY,record,core,elastic,29,0.8227015350339255,0.5053641029208543,0.46163757760337404,0.5563241106719371,0.9159104215456669,0.94092438396331,0.50457717175597,0.7361172661088018,0.4360087838668436,0.8746517654680921,0.15311233141630406,0.4739324957771609,0.4375,0.5223880597014925,0.47619047619047616,0.8727272727272727,80,605,67,20332095,0.6749508169749974,0.05445073222453228,0.4609818365285959
