target,seed,precision_w_challenger,recall_w_challenger,f1_w_challenger,pr_auc_w_challenger,roc_auc_w_challenger,specificity_w_challenger,accuracy_w_challenger,precision_w_incumbent,recall_w_incumbent,f1_w_incumbent,pr_auc_w_incumbent,roc_auc_w_incumbent,specificity_w_incumbent,accuracy_w_incumbent,delta_precision_w,delta_recall_w,delta_f1_w,delta_pr_auc_w,delta_roc_auc_w,delta_specificity_w,delta_accuracy_w
ANY,20355852,0.47987245914707083,0.5098814229249014,0.49442201081377063,0.48663913747474463,0.808365667561086,0.9283701697892268,0.8803530936183999,0.3260978460510943,0.5513833992094864,0.4098205854579798,0.4237973216469387,0.7634260507400656,0.8523126463700228,0.8177842565597668,0.1537746130959765,-0.041501976284585074,0.08460142535579085,0.06284181582780596,0.04493961682102032,0.07605752341920402,0.06256883705863303
ANY,20363771,0.39859479865771874,0.5365612648221347,0.45740072202166115,0.4776267643004019,0.7967326496079059,0.8950709894613578,0.853935860058309,0.3022727272727279,0.5069169960474311,0.378717570132884,0.429195574550282,0.74569053336928,0.8483423594847769,0.8091674765144153,0.09632207138499083,0.029644268774703608,0.07868315188877717,0.048431189750119896,0.05104211623862587,0.04672862997658089,0.044768383543893675
ANY,20371690,0.4209115281501345,0.46541501976284616,0.44204598779915566,0.45148680946975567,0.7994241935378117,0.917008196721311,0.8651927437641724,0.3923404255319154,0.4555335968379449,0.421582075903064,0.3828641467559688,0.7395556057115552,0.908555327868852,0.8565759637188208,0.028571102618219102,0.00988142292490124,0.020463911896091647,0.06862266271378686,0.05986858782625648,0.008452868852458995,0.008616780045351602
ANY,20379609,0.3545511744966448,0.4772727272727275,0.40685920577617374,0.46435835563441374,0.7980411028817345,0.8873865632318495,0.8403304178814384,0.3832032538199411,0.4920948616600793,0.4308757184352021,0.3844772840161266,0.7693718146681663,0.8973397248243554,0.8508422416585683,-0.028652079323296276,-0.014822134387351804,-0.024016512659028377,0.07988107161828717,0.028669288213568178,-0.009953161592505921,-0.010511823777129892
ANY,20387528,0.35033492822966567,0.5167984189723323,0.4175886848408811,0.48598895531895464,0.7940501393022219,0.8757867388758777,0.8345966958211857,0.3630143777887958,0.5167984189723323,0.4264663055507023,0.3973354459519982,0.7463447750722789,0.8824648711943789,0.8405085843861355,-0.01267944955913014,0.0,-0.008877620709821232,0.08865350936695643,0.04770536422994298,-0.006678132318501229,-0.005911888564949841
ANY,20395447,0.4159233997901368,0.447628458498024,0.43119390807723723,0.4176601054468121,0.7915563527964968,0.9185267857142851,0.8644962747003564,0.4154900616860867,0.4278656126482215,0.4215870366506714,0.3590508132300136,0.7471707882170395,0.921984777517564,0.8652899254940073,0.0004333381040501072,0.019762845849802535,0.009606871426565855,0.0586092922167985,0.044385564579457304,-0.0034579918032788814,-0.0007936507936509019
ANY,20403366,0.39101522092507784,0.37351778656126505,0.38206627680311916,0.3795771913101557,0.7185095091339525,0.9246011416861822,0.8613702623906707,0.3568361268873808,0.3636363636363638,0.3602041529749006,0.3499318580117475,0.6811477832462444,0.9150504976580792,0.8517816650469714,0.03417909403769703,0.00988142292490124,0.02186212382821856,0.02964533329840824,0.03736172588770814,0.009550644028103017,0.009588597343699323
ANY,20411285,0.3411630794701991,0.46541501976284605,0.3937186529734897,0.44570029102096687,0.7876536764717227,0.8835077576112407,0.8355361192095887,0.3323821481566035,0.4110671936758895,0.3675607447144212,0.4096974361732344,0.7619758256117846,0.8929852166276341,0.8376903142209265,0.008780931313595586,0.05434782608695654,0.026157908259068496,0.03600285484773247,0.025677850859938123,-0.009477459016393408,-0.002154195011337845
ANY,20419204,0.4306039893988007,0.43577075098814255,0.4331719637970956,0.4162865483955346,0.7695838487139494,0.925314695550351,0.869144800777454,0.3677072120559748,0.4822134387351781,0.4172468547697574,0.3468961488400961,0.7249292279723721,0.892527810304449,0.8454486556527373,0.0628967773428259,-0.04644268774703553,0.01592510902733818,0.06939039955543846,0.04465462074157722,0.0327868852459019,0.02369614512471674
ANY,20427123,0.4758322886195852,0.48221343873517813,0.47900161256397694,0.43124145153471494,0.8019986860445922,0.9311512002341917,0.8796404275996114,0.3720619658119661,0.3932806324110673,0.3823771616799343,0.3387798025190122,0.7419394881446068,0.9139710187353624,0.8542274052478134,0.10377032280761911,0.08893280632411082,0.09662445088404265,0.09246164901570275,0.060059197899985484,0.017180181498829383,0.025413022351797987
