model,rho,selected_k,group,bmi_left,bmi_right,n,recommended_week,week_day,coverage,mean_attainment_probability,uncovered_n,out_of_window_n,cvar90_shortfall,raw_cutpoints,rounded_cutpoints
hard,0.8,5,1,20.703125,29.4856532028141,57,10.932730346344632,11周+0天,0.8070175438596491,0.8107688802236477,11,0,0.11055360772923173,"[29.43062944343895, 31.0253201733632, 33.6163850333305, 36.09730783]","[29.5, 31.0, 33.5, 36.0]"
hard,0.8,5,2,29.565669647543,30.9542707710965,66,11.540699395683182,11周+4天,0.803030303030303,0.8064613862585437,13,0,0.1219105416045301,"[29.43062944343895, 31.0253201733632, 33.6163850333305, 36.09730783]","[29.5, 31.0, 33.5, 36.0]"
hard,0.8,5,3,31.0963695756299,33.46222487,82,12.75107359074529,12周+5天,0.8048780487804879,0.8156234281647081,16,0,0.1382395949616395,"[29.43062944343895, 31.0253201733632, 33.6163850333305, 36.09730783]","[29.5, 31.0, 33.5, 36.0]"
hard,0.8,5,4,33.5166225167003,35.94414543,42,13.909946400520912,13周+6天,0.8095238095238095,0.8144906872439455,8,0,0.24528713307826386,"[29.43062944343895, 31.0253201733632, 33.6163850333305, 36.09730783]","[29.5, 31.0, 33.5, 36.0]"
hard,0.8,5,5,36.25047023,46.875,20,16.258138253574685,16周+2天,0.8,0.8053447269031724,4,0,4.83499472172662,"[29.43062944343895, 31.0253201733632, 33.6163850333305, 36.09730783]","[29.5, 31.0, 33.5, 36.0]"
