model,rho,selected_k,group,bmi_left,bmi_right,n,recommended_week,week_day,coverage,mean_attainment_probability,uncovered_n,out_of_window_n,cvar90_shortfall,raw_cutpoints,rounded_cutpoints
credible,0.9,4,1,20.703125,30.48665738,109,11.226801443382556,11周+2天,0.9174311926605505,0.9187287494331047,9,0,0.025601033026011,"[30.68221255328655, 32.642336522060546, 34.50887419732065]","[30.5, 32.5, 34.5]"
credible,0.9,4,2,30.5560048250251,32.4710620375276,61,13.166465425773495,13周+1天,0.9016393442622951,0.914841732914993,6,0,0.050737859701970374,"[30.68221255328655, 32.642336522060546, 34.50887419732065]","[30.5, 32.5, 34.5]"
credible,0.9,4,3,32.5106268967154,34.4843990684449,56,15.256600367505053,15周+2天,0.9107142857142857,0.9139350149010834,5,0,0.16909633878967867,"[30.68221255328655, 32.642336522060546, 34.50887419732065]","[30.5, 32.5, 34.5]"
credible,0.9,4,4,34.5009831046413,46.875,41,23.408722560364115,23周+3天,0.9024390243902439,0.9267557858797896,4,4,8.014969949322133,"[30.68221255328655, 32.642336522060546, 34.50887419732065]","[30.5, 32.5, 34.5]"
